onset,duration,trial_type
55.1189653873444,10.0083136558533,PFace
80.1397476196289,10.0083129405975,PFace
105.160530805588,10.008312702179,PFace
131.165464162827,10.0083122253418,PFace
267.228477478027,10.0083131790161,PFace
292.249260663986,10.0083122253418,PFace
343.274975538254,10.0083134174347,PFace
369.296589612961,10.008312702179,PFace
0.0732433795928955,10.0083131790161,PScene
29.0973517894745,10.0083129405975,PScene
157.170396327972,10.0083129405975,PScene
183.192009210587,10.0083136558533,PScene
212.21611738205,10.0083129405975,PScene
241.223545074463,10.008312702179,PScene
317.270042181015,10.0083131790161,PScene
395.318202733994,10.008312702179,PScene
65.1272790431976,10.0083122253418,WMFace
90.1480605602264,10.0083134174347,WMFace
115.168843507767,10.0083117485046,WMFace
141.173776388168,10.0083115100861,WMFace
277.236790657043,10.0083141326904,WMFace
302.257572889328,10.0083138942719,WMFace
353.283288955688,10.0083138942719,WMFace
379.30490231514,10.0083129405975,WMFace
10.081556558609,10.0083129405975,WMScene
39.105664730072,10.0083131790161,WMScene
167.17870926857,10.0083138942719,WMScene
193.20032286644,10.0083141326904,WMScene
222.224430322647,10.0083131790161,WMScene
251.231857776642,10.0083124637604,WMScene
327.278355360031,10.0083136558533,WMScene
405.326515436172,10.0083138942719,WMScene
20.0898694992065,2.00166296958923,TestResp
125.177155256271,2.00166296958923,TestResp
151.182087898254,2.00166368484497,TestResp
203.20863699913,2.00166177749634,TestResp
232.232743501663,2.00166273117065,TestResp
363.29160284996,2.0016610622406,TestResp
389.313215255737,2.00166320800781,TestResp
415.334829330444,2.00166249275208,TestResp
