onset,duration,trial_type
0.0581307411193848,10.0083136558533,PFace
54.0863406658173,10.0083134174347,PFace
80.0912737846375,10.0083129405975,PFace
187.113500356674,10.0083131790161,PFace
213.118433475494,10.0083136558533,PFace
293.134895563126,10.0083134174347,PFace
347.146425008774,10.0083124637604,PFace
373.151358366013,10.0083129405975,PFace
25.0789127349854,10.0083146095276,PScene
106.09620642662,10.0083146095276,PScene
132.101140737534,10.0083136558533,PScene
158.106074333191,10.0083112716675,PScene
238.122535705566,10.0083134174347,PScene
267.129962921143,10.0083129405975,PScene
318.138998031616,10.0083124637604,PScene
398.155459403992,10.0083129405975,PScene
10.0664443969727,10.0083131790161,WMFace
64.094654083252,10.0083124637604,WMFace
90.099586725235,10.0083131790161,WMFace
197.12181353569,10.0083131790161,WMFace
223.126747131348,10.0083129405975,WMFace
303.14320898056,10.0083129405975,WMFace
357.154737472534,10.0083131790161,WMFace
383.15967130661,10.0083129405975,WMFace
35.0872273445129,10.0083119869232,WMScene
116.104521036148,10.008312702179,WMScene
142.109454393387,10.0083124637604,WMScene
168.114385604858,10.0083136558533,WMScene
248.130849123001,10.0083129405975,WMScene
277.13827586174,10.0083124637604,WMScene
328.147310495377,10.008312702179,WMScene
408.163772344589,10.0083122253418,WMScene
45.0955393314362,2.00166344642639,TestResp
74.1029665470123,2.00166296958923,TestResp
100.107899904251,2.00166320800781,TestResp
178.122699260712,2.00166296958923,TestResp
207.130126714706,2.00166201591492,TestResp
258.139162063599,2.00166249275208,TestResp
338.155623197556,2.00166344642639,TestResp
367.16305065155,2.00166320800781,TestResp
