onset,duration,trial_type
58.091548204422,10.008312702179,PFace
216.156169652939,10.0083138942719,PFace
242.161102771759,10.0083134174347,PFace
267.16520524025,10.008312702179,PFace
292.169307231903,10.0083129405975,PFace
318.190920591354,10.0083131790161,PFace
344.195854187012,10.0083124637604,PFace
398.224063158035,10.0083124637604,PFace
0.060011625289917,10.008314371109,PScene
29.0674397945404,10.0083129405975,PScene
83.0956497192383,10.0083129405975,PScene
109.100583314896,10.008312702179,PScene
138.108010053635,10.0083122253418,PScene
164.112942934036,10.0083129405975,PScene
190.134557723999,10.0083119869232,PScene
369.216636896133,10.0083134174347,PScene
68.099860906601,10.0083134174347,WMFace
226.164483547211,10.0083138942719,WMFace
252.169416189194,10.0083136558533,WMFace
277.173517942429,10.0083138942719,WMFace
302.177620172501,10.0083129405975,WMFace
328.19923377037,10.008312702179,WMFace
354.204166650772,10.0083134174347,WMFace
408.232375621796,10.008314371109,WMFace
10.0683259963989,10.0083134174347,WMScene
39.0757527351379,10.0083134174347,WMScene
93.1039626598358,10.0083134174347,WMScene
119.108896017075,10.0083129405975,WMScene
148.116322278976,10.0083134174347,WMScene
174.121255874634,10.0083134174347,WMScene
200.142869710922,10.0083117485046,WMScene
379.224950313568,10.0083119869232,WMScene
20.0766394138336,2.00166296958923,TestResp
49.0840661525726,2.00166177749634,TestResp
129.117208957672,2.00166177749634,TestResp
236.172797441483,2.00166130065918,TestResp
312.185933113098,2.0016622543335,TestResp
338.207546472549,2.00166344642639,TestResp
389.233262300491,2.00166201591492,TestResp
418.240689992905,2.00166249275208,TestResp
