onset,duration,trial_type
75.0974478721619,10.0083129405975,PFace
126.123162746429,10.0083124637604,PFace
154.12975859642,10.0083131790161,PFace
206.139624834061,10.0083138942719,PFace
234.146219968796,10.0083138942719,PFace
288.157749414444,10.0083136558533,PFace
370.17587351799,10.008312702179,PFace
397.181638717651,10.0083136558533,PFace
0.0684607028961182,10.0083131790161,PScene
24.0717313289642,10.0083134174347,PScene
51.0774960517883,10.0083119869232,PScene
102.103212118149,10.0083129405975,PScene
182.13635468483,10.0083129405975,PScene
261.151984453201,10.0083138942719,PScene
316.16434431076,10.0083138942719,PScene
343.170109510422,10.0083129405975,PScene
85.1057608127594,10.0083122253418,WMFace
136.13147521019,10.0083136558533,WMFace
164.138071775436,10.008312702179,WMFace
216.147938728333,10.0083115100861,WMFace
244.154533863068,10.008312702179,WMFace
298.166063070297,10.008312702179,WMFace
380.184186220169,10.0083148479462,WMFace
407.189952373505,10.0083119869232,WMFace
10.0767738819122,10.0083129405975,WMScene
34.0800447463989,10.0083124637604,WMScene
61.0858080387115,10.0083134174347,WMScene
112.111525058746,10.0083124637604,WMScene
192.144667625427,10.0083129405975,WMScene
271.160298347473,10.0083124637604,WMScene
326.172658205032,10.0083122253418,WMScene
353.178422451019,10.0083129405975,WMScene
44.0883572101593,2.00166416168213,TestResp
146.139788866043,2.00166273117065,TestResp
174.146384477615,2.00166296958923,TestResp
226.156250238419,2.00166320800781,TestResp
281.168610811234,2.00166296958923,TestResp
308.174375772476,2.00166273117065,TestResp
336.180970430374,2.00166392326355,TestResp
363.186735391617,2.00166344642639,TestResp
