onset,duration,trial_type
25.0836224555969,10.0083129405975,PFace
54.0910494327545,10.0083129405975,PFace
105.100084781647,10.0083124637604,PFace
131.10501742363,10.0083131790161,PFace
157.109951019287,10.0083122253418,PFace
186.117378234863,10.0083119869232,PFace
215.124805212021,10.0083124637604,PFace
398.176847934723,10.008314371109,PFace
0.0628395080566406,10.0083136558533,PScene
80.0959827899933,10.008312702179,PScene
244.132231712341,10.0083138942719,PScene
270.153845787048,10.0083131790161,PScene
296.15877866745,10.0083141326904,PScene
321.162879943848,10.008314371109,PScene
346.16698217392,10.0083138942719,PScene
372.171916723251,10.0083115100861,PScene
35.0919353961945,10.0083131790161,WMFace
64.0993623733521,10.0083131790161,WMFace
115.108397245407,10.0083131790161,WMFace
141.113330602646,10.008312702179,WMFace
167.118263244629,10.0083134174347,WMFace
196.125690221786,10.0083146095276,WMFace
225.133117675781,10.0083134174347,WMFace
408.185162305832,10.0083117485046,WMFace
10.0711531639099,10.0083134174347,WMScene
90.1042954921722,10.0083129405975,WMScene
254.140545606613,10.008312702179,WMScene
280.162158966064,10.008312702179,WMScene
306.16709280014,10.0083115100861,WMScene
331.171194314957,10.0083129405975,WMScene
356.175296068192,10.0083124637604,WMScene
382.180228233337,10.0083141326904,WMScene
45.1002485752106,2.00166320800781,TestResp
177.126576662064,2.00166320800781,TestResp
206.134004831314,2.00166177749634,TestResp
235.141431093216,2.00166273117065,TestResp
264.148858308792,2.00166177749634,TestResp
290.170471668243,2.00166320800781,TestResp
366.183608531952,2.00166344642639,TestResp
392.188542366028,2.00166273117065,TestResp
