onset,duration,trial_type
0.0694599151611328,10.008278131485,PFace
27.0751285552979,10.008278131485,PFace
105.123014688492,10.0082778930664,PFace
133.129512786865,10.0082778930664,PFace
212.194906711578,10.0082778930664,PFace
264.204589605331,10.0082778930664,PFace
291.21025967598,10.008278131485,PFace
343.253304958344,10.0082759857178,PFace
54.0974788665771,10.0082774162292,PScene
78.1173470020294,10.0082769393921,PScene
161.136009216309,10.0416390895844,PScene
185.189238071442,10.0082762241364,PScene
240.201403617859,10.0082776546478,PScene
319.233438014984,10.0082776546478,PScene
370.258973360062,10.0082783699036,PScene
397.264643192291,10.0082776546478,PScene
10.0777380466461,10.0082774162292,WMFace
37.0834066867828,10.0082776546478,WMFace
115.131292581558,10.0082778930664,WMFace
143.137790679932,10.0082764625549,WMFace
222.203184604645,10.0082776546478,WMFace
274.212867498398,10.0082786083221,WMFace
301.218537807465,10.0082776546478,WMFace
353.261580944061,10.0082786083221,WMFace
64.1057562828064,10.0082783699036,WMScene
88.1256239414215,10.0082769393921,WMScene
171.177648305893,10.0082783699036,WMScene
195.197514295578,10.008278131485,WMScene
250.209681272507,10.0082788467407,WMScene
329.241715669632,10.0082774162292,WMScene
380.267251729965,10.0082769393921,WMScene
407.272920846939,10.0082776546478,WMScene
98.1339008808136,2.00165557861328,TestResp
125.139570474625,2.0016553401947,TestResp
153.146067142487,2.00165629386902,TestResp
205.205792427063,2.00165605545044,TestResp
232.211462259293,2.00165605545044,TestResp
311.226815462112,2.0016553401947,TestResp
390.275528669357,2.00165605545044,TestResp
417.281198501587,2.00165629386902,TestResp
