onset,duration,trial_type
54.0750136375427,10.0083141326904,PFace
80.0799474716187,10.008312702179,PFace
106.08488035202,10.0083134174347,PFace
133.09064412117,10.0083134174347,PFace
212.106275558472,10.0083134174347,PFace
317.126840353012,10.0083124637604,PFace
370.137536048889,10.0083141326904,PFace
397.143301010132,10.0083131790161,PFace
0.0634856224060059,10.008312702179,PScene
27.0692496299744,10.0083124637604,PScene
159.095578432083,10.0083129405975,PScene
185.100510597229,10.0083141326904,PScene
238.111208438873,10.0083129405975,PScene
265.116973876953,10.0083129405975,PScene
291.121906757355,10.0083129405975,PScene
344.132604598999,10.008312702179,PScene
64.0833277702332,10.0083115100861,WMFace
90.0882601737976,10.0083131790161,WMFace
116.093193769455,10.0083122253418,WMFace
143.098957538605,10.0083124637604,WMFace
222.114588975906,10.0083119869232,WMFace
327.135152816772,10.0083124637604,WMFace
380.14585018158,10.0083134174347,WMFace
407.151614189148,10.0083131790161,WMFace
10.071798324585,10.0083117485046,WMScene
37.0775620937347,10.0083131790161,WMScene
169.103891372681,10.008312702179,WMScene
195.108824729919,10.0083117485046,WMScene
248.119521379471,10.0083141326904,WMScene
275.125286817551,10.008312702179,WMScene
301.130219697952,10.0083124637604,WMScene
354.140917301178,10.0083117485046,WMScene
126.101505994797,2.00166344642639,TestResp
179.11220407486,2.00166273117065,TestResp
285.13359951973,2.00166153907776,TestResp
311.138532161713,2.00166368484497,TestResp
337.143465280533,2.00166296958923,TestResp
364.149229049683,2.00166344642639,TestResp
390.154163599014,2.00166249275208,TestResp
417.159927368164,2.00166320800781,TestResp
