TrialNumber,Cue,FaceCategory,FaceExemplar,SceneCategory,SceneExemplar,ITI,TestPresence,FaceChange,SceneChange,Response,ReactionTime
46,1,4,20,2,62,5,0,NaN,NaN,NaN,NaN
47,2,1,62,2,7,7,0,NaN,NaN,NaN,NaN
48,1,3,70,3,35,5,0,NaN,NaN,NaN,NaN
49,2,4,9,4,1,7,1,3,1,NaN,NaN
50,1,4,92,1,48,4,1,92,48,NaN,NaN
51,2,2,92,4,7,6,0,NaN,NaN,NaN,NaN
52,1,1,82,4,2,4,1,77,28,NaN,NaN
53,2,1,23,1,42,6,0,NaN,NaN,NaN,NaN
54,1,2,45,3,22,4,1,45,14,NaN,NaN
55,2,1,83,3,38,7,1,83,3,NaN,NaN
56,2,4,90,2,48,6,0,NaN,NaN,NaN,NaN
57,2,3,39,3,29,6,0,NaN,NaN,NaN,NaN
58,2,2,10,2,22,7,1,62,46,NaN,NaN
59,1,1,58,2,10,5,0,NaN,NaN,NaN,NaN
60,2,3,26,1,65,7,1,73,65,NaN,NaN
61,1,2,71,1,10,5,0,NaN,NaN,NaN,NaN
62,1,3,28,4,52,5,0,NaN,NaN,NaN,NaN
63,1,3,83,2,23,4,1,83,23,NaN,NaN
64,1,4,67,3,40,5,0,NaN,NaN,NaN,NaN
65,2,4,41,1,35,5,0,NaN,NaN,NaN,NaN
66,1,2,71,4,52,6,1,41,39,NaN,NaN
67,2,4,20,3,35,4,1,67,35,NaN,NaN
68,1,1,82,3,22,7,0,NaN,NaN,NaN,NaN
69,1,3,83,1,48,7,0,NaN,NaN,NaN,NaN
70,1,4,92,4,2,7,0,NaN,NaN,NaN,NaN
71,1,2,45,2,23,7,0,NaN,NaN,NaN,NaN
72,2,1,20,4,31,5,0,NaN,NaN,NaN,NaN
73,2,2,20,1,20,4,1,20,64,NaN,NaN
74,2,2,1,3,45,5,0,NaN,NaN,NaN,NaN
75,1,3,28,3,40,6,1,28,63,NaN,NaN
76,2,3,42,2,31,5,0,NaN,NaN,NaN,NaN
77,2,1,48,2,62,4,1,43,62,NaN,NaN
78,1,1,58,1,10,6,1,89,10,NaN,NaN
79,2,3,70,4,3,4,1,70,3,NaN,NaN
80,1,4,67,2,10,6,1,67,49,NaN,NaN
81,1,2,92,1,42,7,1,92,64,NaN,NaN
82,2,2,2,4,12,4,1,11,45,NaN,NaN
83,2,1,62,1,44,4,1,62,44,NaN,NaN
84,1,1,83,4,1,6,0,NaN,NaN,NaN,NaN
85,2,2,16,2,27,5,0,NaN,NaN,NaN,NaN
86,1,3,26,2,22,6,0,NaN,NaN,NaN,NaN
87,2,4,32,4,43,5,0,NaN,NaN,NaN,NaN
88,2,3,12,1,31,5,0,NaN,NaN,NaN,NaN
89,2,3,46,3,58,4,1,39,58,NaN,NaN
90,1,4,90,3,29,7,1,90,59,NaN,NaN
91,2,4,76,2,7,4,1,21,7,NaN,NaN
92,1,3,39,4,7,7,1,39,27,NaN,NaN
93,2,1,21,3,4,5,0,NaN,NaN,NaN,NaN
94,1,2,10,3,38,6,0,NaN,NaN,NaN,NaN
95,1,1,23,2,48,7,1,5,48,NaN,NaN
96,1,4,9,1,65,6,0,NaN,NaN,NaN,NaN
97,2,2,92,3,29,4,0,NaN,NaN,NaN,NaN
98,2,1,23,4,7,4,0,NaN,NaN,NaN,NaN
99,2,4,9,3,38,5,1,83,38,NaN,NaN
100,2,3,26,4,1,5,1,26,68,NaN,NaN
101,2,2,10,1,65,5,1,67,65,NaN,NaN
102,2,3,39,2,48,4,0,NaN,NaN,NaN,NaN
103,1,4,76,4,12,6,0,NaN,NaN,NaN,NaN
104,1,1,62,3,58,6,0,NaN,NaN,NaN,NaN
105,1,4,32,2,27,7,1,92,57,NaN,NaN
106,1,3,46,1,44,6,0,NaN,NaN,NaN,NaN
107,2,1,83,2,22,5,1,83,23,NaN,NaN
108,2,4,90,1,42,4,0,NaN,NaN,NaN,NaN
109,1,2,2,2,7,6,0,NaN,NaN,NaN,NaN
110,1,1,21,1,31,7,1,19,31,NaN,NaN
111,1,3,12,3,4,7,1,12,68,NaN,NaN
112,1,2,16,4,43,7,1,16,43,NaN,NaN
113,2,3,28,1,10,4,0,NaN,NaN,NaN,NaN
114,1,3,42,4,31,6,1,12,31,NaN,NaN
115,2,4,67,4,52,4,0,NaN,NaN,NaN,NaN
116,2,4,92,2,23,5,1,92,23,NaN,NaN
117,1,4,20,1,20,7,0,NaN,NaN,NaN,NaN
118,1,3,70,2,62,7,0,NaN,NaN,NaN,NaN
119,1,1,48,4,3,7,0,NaN,NaN,NaN,NaN
120,2,2,45,4,2,5,1,69,48,NaN,NaN
121,2,1,82,1,48,5,1,99,23,NaN,NaN
122,2,1,58,3,40,4,0,NaN,NaN,NaN,NaN
123,1,4,41,3,45,6,1,41,36,NaN,NaN
124,2,3,83,3,22,5,1,83,22,NaN,NaN
125,1,2,1,1,35,6,1,36,65,NaN,NaN
126,1,2,20,3,35,7,0,NaN,NaN,NaN,NaN
127,2,2,71,2,10,4,0,NaN,NaN,NaN,NaN
128,1,1,20,2,31,6,1,20,31,NaN,NaN
129,1,1,58,4,52,4,0,NaN,NaN,NaN,NaN
130,1,2,45,1,48,7,1,29,48,NaN,NaN
131,1,4,92,3,22,7,1,92,10,NaN,NaN
132,1,4,67,1,10,4,0,NaN,NaN,NaN,NaN
133,1,3,83,4,2,7,1,79,2,NaN,NaN
134,2,1,83,1,65,5,1,71,1,NaN,NaN
135,2,3,26,3,38,5,1,26,64,NaN,NaN
136,1,3,28,2,10,4,0,NaN,NaN,NaN,NaN
137,1,2,71,3,40,4,0,NaN,NaN,NaN,NaN
138,2,3,39,1,42,6,0,NaN,NaN,NaN,NaN
139,2,2,92,2,48,6,0,NaN,NaN,NaN,NaN
140,2,1,23,3,29,6,0,NaN,NaN,NaN,NaN
141,2,2,10,4,1,5,1,61,34,NaN,NaN
142,2,4,9,2,22,5,1,9,22,NaN,NaN
143,1,1,82,2,23,7,1,82,23,NaN,NaN
144,2,4,90,4,7,6,0,NaN,NaN,NaN,NaN
145,2,1,62,4,12,6,0,NaN,NaN,NaN,NaN
146,1,3,70,1,20,7,0,NaN,NaN,NaN,NaN
147,1,3,42,3,45,4,1,42,45,NaN,NaN
148,2,2,16,1,31,5,1,16,31,NaN,NaN
149,1,2,20,2,62,7,0,NaN,NaN,NaN,NaN
150,1,4,20,4,3,7,0,NaN,NaN,NaN,NaN
151,1,1,48,3,35,7,0,NaN,NaN,NaN,NaN
152,2,4,32,3,4,5,1,32,24,NaN,NaN
153,2,2,2,3,58,6,0,NaN,NaN,NaN,NaN
154,2,3,12,4,43,5,1,63,7,NaN,NaN
155,2,3,46,2,7,6,0,NaN,NaN,NaN,NaN
156,2,1,21,2,27,5,1,21,60,NaN,NaN
157,2,4,76,1,44,6,0,NaN,NaN,NaN,NaN
158,1,4,41,2,31,4,1,13,31,NaN,NaN
159,1,2,1,4,31,4,1,16,2,NaN,NaN
160,1,1,20,1,35,4,1,10,35,NaN,NaN
161,2,1,20,3,45,5,0,NaN,NaN,NaN,NaN
162,2,3,42,1,35,5,0,NaN,NaN,NaN,NaN
163,1,3,12,2,27,7,0,NaN,NaN,NaN,NaN
164,2,2,1,2,31,5,0,NaN,NaN,NaN,NaN
165,1,1,62,2,7,4,1,62,7,NaN,NaN
166,1,2,2,1,44,4,1,4,38,NaN,NaN
167,1,4,32,1,31,7,0,NaN,NaN,NaN,NaN
168,1,4,76,3,58,4,1,81,58,NaN,NaN
169,2,3,70,3,35,6,1,70,37,NaN,NaN
170,2,4,41,4,31,5,0,NaN,NaN,NaN,NaN
171,2,1,48,1,20,6,1,48,20,NaN,NaN
172,1,1,21,4,43,7,0,NaN,NaN,NaN,NaN
173,2,4,20,2,62,6,1,69,62,NaN,NaN
174,1,2,16,3,4,7,0,NaN,NaN,NaN,NaN
175,2,2,20,4,3,6,1,55,66,NaN,NaN
176,1,3,46,4,12,4,1,46,3,NaN,NaN
177,2,2,45,3,22,5,0,NaN,NaN,NaN,NaN
178,1,4,90,2,48,7,1,90,68,NaN,NaN
179,2,1,82,4,2,5,0,NaN,NaN,NaN,NaN
180,1,4,9,4,1,4,0,NaN,NaN,NaN,NaN
181,2,3,28,4,52,6,1,84,13,NaN,NaN
182,2,1,58,2,10,6,1,58,10,NaN,NaN
183,1,3,26,1,65,4,0,NaN,NaN,NaN,NaN
184,1,2,92,4,7,7,1,1,40,NaN,NaN
185,1,1,23,1,42,7,1,23,42,NaN,NaN
186,2,3,83,2,23,5,0,NaN,NaN,NaN,NaN
187,1,1,83,3,38,4,0,NaN,NaN,NaN,NaN
188,1,2,10,2,22,4,0,NaN,NaN,NaN,NaN
189,2,2,71,1,10,6,1,71,10,NaN,NaN
190,2,4,92,1,48,5,0,NaN,NaN,NaN,NaN
191,2,4,67,3,40,6,1,15,40,NaN,NaN
192,1,3,39,3,29,7,1,86,67,NaN,NaN
193,2,1,82,3,22,4,1,97,22,NaN,NaN
194,2,4,67,2,10,7,0,NaN,NaN,NaN,NaN
195,2,3,28,3,40,7,0,NaN,NaN,NaN,NaN
196,2,1,58,1,10,7,0,NaN,NaN,NaN,NaN
197,1,2,1,3,45,6,1,92,45,NaN,NaN
198,1,3,42,2,31,6,1,42,31,NaN,NaN
199,1,3,70,4,3,5,0,NaN,NaN,NaN,NaN
200,2,2,71,4,52,7,0,NaN,NaN,NaN,NaN
201,2,2,45,2,23,4,1,39,10,NaN,NaN
202,1,4,20,3,35,5,0,NaN,NaN,NaN,NaN
203,1,4,41,1,35,6,1,41,21,NaN,NaN
204,1,1,48,2,62,5,0,NaN,NaN,NaN,NaN
205,2,4,92,4,2,4,1,72,49,NaN,NaN
206,1,2,20,1,20,5,0,NaN,NaN,NaN,NaN
207,2,3,83,1,48,4,1,83,48,NaN,NaN
208,1,1,20,4,31,6,1,20,29,NaN,NaN
209,1,2,2,4,12,5,0,NaN,NaN,NaN,NaN
210,2,2,10,3,38,7,1,10,32,NaN,NaN
211,1,2,16,2,27,6,1,16,43,NaN,NaN
212,2,4,9,1,65,7,1,20,65,NaN,NaN
213,1,3,46,3,58,5,0,NaN,NaN,NaN,NaN
214,1,1,21,3,4,6,1,21,4,NaN,NaN
215,1,4,32,4,43,6,1,32,21,NaN,NaN
216,1,1,62,1,44,5,0,NaN,NaN,NaN,NaN
217,2,2,92,1,42,4,0,NaN,NaN,NaN,NaN
218,2,1,83,4,1,7,1,85,1,NaN,NaN
219,2,3,39,4,7,4,0,NaN,NaN,NaN,NaN
220,2,4,90,3,29,4,0,NaN,NaN,NaN,NaN
221,1,4,76,2,7,5,0,NaN,NaN,NaN,NaN
222,2,3,26,2,22,7,1,69,22,NaN,NaN
223,2,1,23,2,48,4,0,NaN,NaN,NaN,NaN
224,1,3,12,1,31,6,1,64,64,NaN,NaN
225,2,1,21,1,31,4,0,NaN,NaN,NaN,NaN
226,1,4,90,1,42,5,1,54,14,NaN,NaN
227,1,2,92,3,29,5,1,92,29,NaN,NaN
228,1,2,10,1,65,6,0,NaN,NaN,NaN,NaN
229,1,1,83,2,22,6,0,NaN,NaN,NaN,NaN
230,1,3,39,2,48,5,1,39,40,NaN,NaN
231,1,1,23,4,7,5,1,103,47,NaN,NaN
232,2,3,12,3,4,4,0,NaN,NaN,NaN,NaN
233,1,3,26,4,1,6,0,NaN,NaN,NaN,NaN
234,1,4,9,3,38,6,0,NaN,NaN,NaN,NaN
235,2,3,46,1,44,7,1,46,44,NaN,NaN
236,2,4,32,2,27,4,0,NaN,NaN,NaN,NaN
237,2,2,16,4,43,4,0,NaN,NaN,NaN,NaN
238,2,2,2,2,7,7,1,86,7,NaN,NaN
239,2,4,76,4,12,7,1,76,12,NaN,NaN
240,2,1,62,3,58,7,1,101,26,NaN,NaN
241,2,2,20,3,35,4,1,20,35,NaN,NaN
242,1,1,82,1,48,6,0,NaN,NaN,NaN,NaN
243,2,3,42,4,31,7,0,NaN,NaN,NaN,NaN
244,2,2,1,1,35,7,0,NaN,NaN,NaN,NaN
245,2,3,70,2,62,4,1,70,62,NaN,NaN
246,1,2,45,4,2,6,0,NaN,NaN,NaN,NaN
247,2,1,48,4,3,4,1,46,37,NaN,NaN
248,1,4,67,4,52,5,1,19,20,NaN,NaN
249,2,4,20,1,20,4,1,20,31,NaN,NaN
250,1,2,71,2,10,5,1,92,10,NaN,NaN
251,2,4,41,3,45,7,0,NaN,NaN,NaN,NaN
252,1,3,83,3,22,6,0,NaN,NaN,NaN,NaN
253,1,4,92,2,23,6,0,NaN,NaN,NaN,NaN
254,1,3,28,1,10,5,1,28,10,NaN,NaN
255,1,1,58,3,40,5,1,15,57,NaN,NaN
256,2,1,20,2,31,7,0,NaN,NaN,NaN,NaN
257,1,2,10,4,1,6,1,10,1,NaN,NaN
258,2,1,82,2,23,4,1,12,59,NaN,NaN
259,2,4,92,3,22,4,1,10,22,NaN,NaN
260,1,4,90,4,7,7,0,NaN,NaN,NaN,NaN
261,2,2,71,3,40,5,0,NaN,NaN,NaN,NaN
262,1,3,26,3,38,6,1,43,38,NaN,NaN
263,1,1,83,1,65,6,1,83,65,NaN,NaN
264,1,3,39,1,42,7,0,NaN,NaN,NaN,NaN
265,1,4,9,2,22,6,1,28,43,NaN,NaN
266,1,1,23,3,29,7,0,NaN,NaN,NaN,NaN
267,1,2,92,2,48,7,0,NaN,NaN,NaN,NaN
268,2,3,83,4,2,4,1,83,33,NaN,NaN
269,2,2,45,1,48,4,1,45,14,NaN,NaN
270,2,3,28,2,10,5,0,NaN,NaN,NaN,NaN
271,2,1,58,4,52,5,0,NaN,NaN,NaN,NaN
272,2,4,67,1,10,5,0,NaN,NaN,NaN,NaN
273,2,1,20,1,35,5,1,20,49,NaN,NaN
274,1,2,2,3,58,7,0,NaN,NaN,NaN,NaN
275,1,3,12,4,43,6,1,12,43,NaN,NaN
276,1,2,16,1,31,6,1,11,29,NaN,NaN
277,2,2,20,2,62,4,0,NaN,NaN,NaN,NaN
278,1,1,21,2,27,6,1,37,27,NaN,NaN
279,2,4,41,2,31,5,1,41,26,NaN,NaN
280,2,3,70,1,20,4,0,NaN,NaN,NaN,NaN
281,1,3,46,2,7,7,0,NaN,NaN,NaN,NaN
282,2,3,42,3,45,5,1,89,17,NaN,NaN
283,1,1,62,4,12,7,0,NaN,NaN,NaN,NaN
284,2,2,1,4,31,5,1,1,31,NaN,NaN
285,2,4,20,4,3,4,0,NaN,NaN,NaN,NaN
286,1,4,32,3,4,6,1,60,4,NaN,NaN
287,1,4,76,1,44,7,0,NaN,NaN,NaN,NaN
288,2,1,48,3,35,4,0,NaN,NaN,NaN,NaN
289,1,3,70,3,35,7,1,82,35,NaN,NaN
290,2,3,46,4,12,5,1,2,12,NaN,NaN
291,1,4,41,4,31,6,0,NaN,NaN,NaN,NaN
292,2,4,76,3,58,5,1,76,56,NaN,NaN
293,2,2,2,1,44,5,1,2,44,NaN,NaN
294,1,2,20,4,3,7,1,20,3,NaN,NaN
295,2,4,32,1,31,4,0,NaN,NaN,NaN,NaN
296,2,3,12,2,27,4,0,NaN,NaN,NaN,NaN
297,2,2,16,3,4,4,0,NaN,NaN,NaN,NaN
298,1,4,20,2,62,7,1,20,43,NaN,NaN
299,1,1,20,3,45,6,0,NaN,NaN,NaN,NaN
300,2,1,21,4,43,4,0,NaN,NaN,NaN,NaN
301,1,1,48,1,20,7,1,8,16,NaN,NaN
302,1,2,1,2,31,6,0,NaN,NaN,NaN,NaN
303,1,3,42,1,35,6,0,NaN,NaN,NaN,NaN
304,2,1,62,2,7,5,1,51,62,NaN,NaN
305,1,4,67,3,40,7,1,67,59,NaN,NaN
306,1,1,82,4,2,6,0,NaN,NaN,NaN,NaN
307,1,3,28,4,52,7,1,28,52,NaN,NaN
308,2,2,10,2,22,5,0,NaN,NaN,NaN,NaN
309,2,4,90,2,48,4,1,12,48,NaN,NaN
310,1,4,92,1,48,6,0,NaN,NaN,NaN,NaN
311,2,1,23,1,42,4,1,7,44,NaN,NaN
312,1,3,83,2,23,6,0,NaN,NaN,NaN,NaN
313,2,1,83,3,38,5,0,NaN,NaN,NaN,NaN
314,1,2,45,3,22,6,0,NaN,NaN,NaN,NaN
315,1,2,71,1,10,7,1,75,22,NaN,NaN
316,2,3,26,1,65,5,0,NaN,NaN,NaN,NaN
317,2,3,39,3,29,4,1,39,29,NaN,NaN
318,2,4,9,4,1,5,0,NaN,NaN,NaN,NaN
319,2,2,92,4,7,4,1,92,7,NaN,NaN
320,1,1,58,2,10,7,1,96,62,NaN,NaN
321,2,1,48,2,62,6,0,NaN,NaN,NaN,NaN
322,1,1,58,1,10,4,0,NaN,NaN,NaN,NaN
323,2,2,20,1,20,6,0,NaN,NaN,NaN,NaN
324,1,2,71,4,52,4,0,NaN,NaN,NaN,NaN
325,2,1,20,4,31,7,1,47,31,NaN,NaN
326,2,4,20,3,35,6,0,NaN,NaN,NaN,NaN
327,1,2,45,2,23,5,1,45,23,NaN,NaN
328,2,4,41,1,35,7,1,12,35,NaN,NaN
329,1,1,82,3,22,5,1,82,65,NaN,NaN
330,1,3,28,3,40,4,0,NaN,NaN,NaN,NaN
331,1,3,83,1,48,5,1,45,62,NaN,NaN
332,1,4,92,4,2,5,1,92,2,NaN,NaN
333,2,3,70,4,3,6,0,NaN,NaN,NaN,NaN
334,2,3,42,2,31,7,1,86,25,NaN,NaN
335,1,4,67,2,10,4,0,NaN,NaN,NaN,NaN
336,2,2,1,3,45,7,1,1,34,NaN,NaN
337,1,1,83,4,1,4,1,83,49,NaN,NaN
338,2,4,32,4,43,7,1,51,43,NaN,NaN
339,1,1,23,2,48,5,0,NaN,NaN,NaN,NaN
340,2,1,21,3,4,7,1,39,60,NaN,NaN
341,1,4,9,1,65,4,1,9,44,NaN,NaN
342,2,2,2,4,12,6,0,NaN,NaN,NaN,NaN
343,2,1,62,1,44,6,0,NaN,NaN,NaN,NaN
344,2,4,76,2,7,6,0,NaN,NaN,NaN,NaN
345,1,2,10,3,38,4,1,81,38,NaN,NaN
346,2,3,46,3,58,6,0,NaN,NaN,NaN,NaN
347,1,2,92,1,42,5,0,NaN,NaN,NaN,NaN
348,2,2,16,2,27,7,1,87,27,NaN,NaN
349,1,3,26,2,22,4,1,26,47,NaN,NaN
350,1,3,39,4,7,5,0,NaN,NaN,NaN,NaN
351,1,4,90,3,29,5,0,NaN,NaN,NaN,NaN
352,2,3,12,1,31,7,1,12,31,NaN,NaN
353,1,2,2,2,7,4,1,2,18,NaN,NaN
354,1,4,32,2,27,5,0,NaN,NaN,NaN,NaN
355,1,1,62,3,58,4,1,62,58,NaN,NaN
356,1,1,21,1,31,5,0,NaN,NaN,NaN,NaN
357,2,2,10,1,65,7,0,NaN,NaN,NaN,NaN
358,1,3,12,3,4,5,0,NaN,NaN,NaN,NaN
359,2,2,92,3,29,6,1,62,45,NaN,NaN
360,2,4,90,1,42,6,1,90,42,NaN,NaN
361,2,3,26,4,1,7,0,NaN,NaN,NaN,NaN
362,1,3,46,1,44,4,1,25,53,NaN,NaN
363,1,2,16,4,43,5,0,NaN,NaN,NaN,NaN
364,2,1,83,2,22,7,0,NaN,NaN,NaN,NaN
365,1,4,76,4,12,4,1,84,37,NaN,NaN
366,2,1,23,4,7,6,1,23,7,NaN,NaN
367,2,3,39,2,48,6,1,37,48,NaN,NaN
368,2,4,9,3,38,7,0,NaN,NaN,NaN,NaN
369,1,3,70,2,62,5,1,59,5,NaN,NaN
370,1,1,20,2,31,4,0,NaN,NaN,NaN,NaN
371,1,2,1,1,35,4,0,NaN,NaN,NaN,NaN
372,2,1,82,1,48,7,0,NaN,NaN,NaN,NaN
373,1,4,20,1,20,5,1,76,20,NaN,NaN
374,2,4,67,4,52,6,1,67,52,NaN,NaN
375,1,3,42,4,31,4,0,NaN,NaN,NaN,NaN
376,2,1,58,3,40,6,1,58,40,NaN,NaN
377,2,2,71,2,10,6,1,71,16,NaN,NaN
378,2,4,92,2,23,7,0,NaN,NaN,NaN,NaN
379,1,4,41,3,45,4,0,NaN,NaN,NaN,NaN
380,2,2,45,4,2,7,0,NaN,NaN,NaN,NaN
381,1,2,20,3,35,5,1,68,56,NaN,NaN
382,2,3,83,3,22,7,0,NaN,NaN,NaN,NaN
383,2,3,28,1,10,6,1,54,26,NaN,NaN
384,1,1,48,4,3,5,1,48,3,NaN,NaN
385,1,4,92,3,22,5,0,NaN,NaN,NaN,NaN
386,2,4,90,4,7,4,1,85,1,NaN,NaN
387,1,1,82,2,23,5,0,NaN,NaN,NaN,NaN
388,1,4,67,1,10,6,1,51,10,NaN,NaN
389,2,3,39,1,42,4,1,39,24,NaN,NaN
390,2,2,10,4,1,7,0,NaN,NaN,NaN,NaN
391,2,4,9,2,22,7,0,NaN,NaN,NaN,NaN
392,1,2,71,3,40,6,1,71,33,NaN,NaN
393,2,2,92,2,48,4,1,92,48,NaN,NaN
394,2,1,23,3,29,4,1,33,59,NaN,NaN
395,1,3,28,2,10,6,1,8,10,NaN,NaN
396,2,3,26,3,38,7,0,NaN,NaN,NaN,NaN
397,1,3,83,4,2,5,0,NaN,NaN,NaN,NaN
398,2,1,83,1,65,7,0,NaN,NaN,NaN,NaN
399,1,2,45,1,48,5,0,NaN,NaN,NaN,NaN
400,1,1,58,4,52,6,1,58,52,NaN,NaN
401,1,4,20,4,3,5,1,38,3,NaN,NaN
402,2,2,16,1,31,7,0,NaN,NaN,NaN,NaN
403,1,3,70,1,20,5,1,70,20,NaN,NaN
404,2,3,46,2,7,4,1,46,7,NaN,NaN
405,2,1,62,4,12,4,1,62,12,NaN,NaN
406,1,3,42,3,45,6,0,NaN,NaN,NaN,NaN
407,2,3,12,4,43,7,0,NaN,NaN,NaN,NaN
408,2,2,2,3,58,4,1,2,37,NaN,NaN
409,1,4,41,2,31,6,0,NaN,NaN,NaN,NaN
410,2,4,32,3,4,7,0,NaN,NaN,NaN,NaN
411,1,1,20,1,35,6,0,NaN,NaN,NaN,NaN
412,2,4,76,1,44,4,1,44,43,NaN,NaN
413,1,1,48,3,35,5,1,16,19,NaN,NaN
414,1,2,20,2,62,5,1,27,5,NaN,NaN
415,2,1,21,2,27,7,0,NaN,NaN,NaN,NaN
416,1,2,1,4,31,6,0,NaN,NaN,NaN,NaN
417,1,4,32,1,31,5,1,32,31,NaN,NaN
418,2,1,20,3,45,7,1,32,31,NaN,NaN
419,2,2,1,2,31,7,1,16,30,NaN,NaN
420,2,4,41,4,31,7,1,60,31,NaN,NaN
421,1,2,16,3,4,5,1,85,63,NaN,NaN
422,2,2,20,4,3,4,0,NaN,NaN,NaN,NaN
423,1,3,46,4,12,6,0,NaN,NaN,NaN,NaN
424,2,3,42,1,35,7,1,42,35,NaN,NaN
425,1,4,76,3,58,6,0,NaN,NaN,NaN,NaN
426,1,1,62,2,7,6,0,NaN,NaN,NaN,NaN
427,1,2,2,1,44,6,0,NaN,NaN,NaN,NaN
428,2,3,70,3,35,4,0,NaN,NaN,NaN,NaN
429,1,3,12,2,27,5,1,12,14,NaN,NaN
430,2,1,48,1,20,4,0,NaN,NaN,NaN,NaN
431,2,4,20,2,62,4,0,NaN,NaN,NaN,NaN
432,1,1,21,4,43,5,1,21,43,NaN,NaN
433,2,4,92,1,48,7,1,47,15,NaN,NaN
434,2,3,28,4,52,4,0,NaN,NaN,NaN,NaN
435,2,1,58,2,10,4,0,NaN,NaN,NaN,NaN
436,1,2,92,4,7,5,0,NaN,NaN,NaN,NaN
437,2,2,71,1,10,4,0,NaN,NaN,NaN,NaN
438,1,3,39,3,29,5,0,NaN,NaN,NaN,NaN
439,1,1,23,1,42,5,0,NaN,NaN,NaN,NaN
440,2,2,45,3,22,7,1,10,22,NaN,NaN
441,1,4,90,2,48,5,0,NaN,NaN,NaN,NaN
442,2,4,67,3,40,4,0,NaN,NaN,NaN,NaN
443,1,4,9,4,1,6,1,9,28,NaN,NaN
444,1,3,26,1,65,6,1,26,12,NaN,NaN
445,1,2,10,2,22,6,1,10,22,NaN,NaN
446,1,1,83,3,38,6,1,73,38,NaN,NaN
447,2,1,82,4,2,7,1,82,2,NaN,NaN
448,2,3,83,2,23,7,1,88,34,NaN,NaN
449,2,3,83,1,48,6,0,NaN,NaN,NaN,NaN
450,2,3,28,3,40,5,1,8,40,NaN,NaN
451,1,1,20,4,31,4,0,NaN,NaN,NaN,NaN
452,1,4,20,3,35,7,1,20,38,NaN,NaN
453,1,3,42,2,31,4,0,NaN,NaN,NaN,NaN
454,1,2,20,1,20,7,1,12,20,NaN,NaN
455,2,1,58,1,10,5,1,58,28,NaN,NaN
456,2,2,45,2,23,6,0,NaN,NaN,NaN,NaN
457,1,1,48,2,62,7,1,48,55,NaN,NaN
458,2,4,92,4,2,6,0,NaN,NaN,NaN,NaN
459,1,2,1,3,45,4,0,NaN,NaN,NaN,NaN
460,1,4,41,1,35,4,0,NaN,NaN,NaN,NaN
461,2,1,82,3,22,6,0,NaN,NaN,NaN,NaN
