TrialNumber,Cue,FaceCategory,FaceExemplar,SceneCategory,SceneExemplar,ITI,TestPresence,FaceChange,SceneChange,Response,ReactionTime
41,2,3,46,4,12,7,0,NaN,NaN,NaN,NaN
42,1,3,42,1,35,4,1,16,38,NaN,NaN
43,2,1,62,2,7,7,0,NaN,NaN,NaN,NaN
44,2,4,32,1,31,6,1,74,31,NaN,NaN
45,1,2,20,4,3,5,0,NaN,NaN,NaN,NaN
46,1,3,70,3,35,5,0,NaN,NaN,NaN,NaN
47,1,1,48,1,20,5,0,NaN,NaN,NaN,NaN
48,1,2,1,2,31,4,1,1,31,NaN,NaN
49,2,4,9,4,1,7,1,9,1,NaN,NaN
50,2,2,10,2,22,7,1,22,64,NaN,NaN
51,2,1,23,1,42,6,0,NaN,NaN,NaN,NaN
52,1,4,67,3,40,5,0,NaN,NaN,NaN,NaN
53,1,3,83,2,23,4,1,53,18,NaN,NaN
54,2,3,26,1,65,7,1,26,2,NaN,NaN
55,1,1,58,2,10,5,0,NaN,NaN,NaN,NaN
56,2,4,90,2,48,6,0,NaN,NaN,NaN,NaN
57,1,2,71,1,10,5,0,NaN,NaN,NaN,NaN
58,2,1,83,3,38,7,1,83,53,NaN,NaN
59,1,2,45,3,22,4,1,92,22,NaN,NaN
60,1,3,28,4,52,5,0,NaN,NaN,NaN,NaN
61,2,2,92,4,7,6,0,NaN,NaN,NaN,NaN
62,1,1,82,4,2,4,1,82,2,NaN,NaN
63,1,4,92,1,48,4,1,91,48,NaN,NaN
64,2,3,39,3,29,6,0,NaN,NaN,NaN,NaN
65,2,2,1,3,45,5,0,NaN,NaN,NaN,NaN
66,2,1,20,4,31,5,0,NaN,NaN,NaN,NaN
67,2,4,41,1,35,5,0,NaN,NaN,NaN,NaN
68,1,2,71,4,52,6,1,71,44,NaN,NaN
69,1,3,28,3,40,6,1,28,40,NaN,NaN
70,2,1,48,2,62,4,1,71,62,NaN,NaN
71,2,2,20,1,20,4,1,20,1,NaN,NaN
72,1,4,67,2,10,6,1,9,47,NaN,NaN
73,1,4,92,4,2,7,0,NaN,NaN,NaN,NaN
74,1,3,83,1,48,7,0,NaN,NaN,NaN,NaN
75,2,3,70,4,3,4,1,70,3,NaN,NaN
76,1,1,58,1,10,6,1,28,10,NaN,NaN
77,2,4,20,3,35,4,1,2,45,NaN,NaN
78,1,1,82,3,22,7,0,NaN,NaN,NaN,NaN
79,1,2,45,2,23,7,0,NaN,NaN,NaN,NaN
80,2,3,42,2,31,5,0,NaN,NaN,NaN,NaN
81,2,2,2,4,12,4,1,31,22,NaN,NaN
82,2,3,46,3,58,4,1,46,58,NaN,NaN
83,1,4,9,1,65,6,0,NaN,NaN,NaN,NaN
84,1,3,26,2,22,6,0,NaN,NaN,NaN,NaN
85,2,1,62,1,44,4,1,23,43,NaN,NaN
86,2,3,12,1,31,5,0,NaN,NaN,NaN,NaN
87,1,2,10,3,38,6,0,NaN,NaN,NaN,NaN
88,2,4,32,4,43,5,0,NaN,NaN,NaN,NaN
89,1,2,92,1,42,7,1,43,50,NaN,NaN
90,2,1,21,3,4,5,0,NaN,NaN,NaN,NaN
91,1,4,90,3,29,7,1,90,29,NaN,NaN
92,2,2,16,2,27,5,0,NaN,NaN,NaN,NaN
93,2,4,76,2,7,4,1,85,7,NaN,NaN
94,1,1,83,4,1,6,0,NaN,NaN,NaN,NaN
95,1,1,23,2,48,7,1,23,19,NaN,NaN
96,1,3,39,4,7,7,1,39,7,NaN,NaN
97,2,3,26,4,1,5,1,60,1,NaN,NaN
98,2,2,92,3,29,4,0,NaN,NaN,NaN,NaN
99,2,4,9,3,38,5,1,13,38,NaN,NaN
100,2,3,39,2,48,4,0,NaN,NaN,NaN,NaN
101,2,4,90,1,42,4,0,NaN,NaN,NaN,NaN
102,2,1,23,4,7,4,0,NaN,NaN,NaN,NaN
103,1,4,32,2,27,7,1,32,27,NaN,NaN
104,1,4,76,4,12,6,0,NaN,NaN,NaN,NaN
105,1,2,2,2,7,6,0,NaN,NaN,NaN,NaN
106,2,1,83,2,22,5,1,83,22,NaN,NaN
107,1,1,21,1,31,7,1,67,44,NaN,NaN
108,1,1,62,3,58,6,0,NaN,NaN,NaN,NaN
109,2,2,10,1,65,5,1,10,41,NaN,NaN
110,1,2,16,4,43,7,1,81,16,NaN,NaN
111,1,3,12,3,4,7,1,12,41,NaN,NaN
112,1,3,46,1,44,6,0,NaN,NaN,NaN,NaN
113,2,4,92,2,23,5,1,92,40,NaN,NaN
114,1,1,48,4,3,7,0,NaN,NaN,NaN,NaN
115,2,1,82,1,48,5,1,25,48,NaN,NaN
116,1,3,70,2,62,7,0,NaN,NaN,NaN,NaN
117,1,4,20,1,20,7,0,NaN,NaN,NaN,NaN
118,2,3,28,1,10,4,0,NaN,NaN,NaN,NaN
119,2,1,58,3,40,4,0,NaN,NaN,NaN,NaN
120,1,2,1,1,35,6,1,81,31,NaN,NaN
121,2,4,67,4,52,4,0,NaN,NaN,NaN,NaN
122,2,3,83,3,22,5,1,83,22,NaN,NaN
123,2,2,71,2,10,4,0,NaN,NaN,NaN,NaN
124,1,3,42,4,31,6,1,73,43,NaN,NaN
125,2,2,45,4,2,5,1,45,19,NaN,NaN
126,1,1,20,2,31,6,1,96,31,NaN,NaN
127,1,4,41,3,45,6,1,41,45,NaN,NaN
128,1,2,20,3,35,7,0,NaN,NaN,NaN,NaN
129,1,3,28,2,10,4,0,NaN,NaN,NaN,NaN
130,2,3,39,1,42,6,0,NaN,NaN,NaN,NaN
131,2,2,92,2,48,6,0,NaN,NaN,NaN,NaN
132,2,3,26,3,38,5,1,26,38,NaN,NaN
133,1,2,71,3,40,4,0,NaN,NaN,NaN,NaN
134,1,2,45,1,48,7,1,45,48,NaN,NaN
135,1,4,92,3,22,7,1,92,23,NaN,NaN
136,2,4,9,2,22,5,1,9,64,NaN,NaN
137,2,1,23,3,29,6,0,NaN,NaN,NaN,NaN
138,1,3,83,4,2,7,1,70,7,NaN,NaN
139,1,1,58,4,52,4,0,NaN,NaN,NaN,NaN
140,2,1,83,1,65,5,1,86,65,NaN,NaN
141,1,1,82,2,23,7,1,83,23,NaN,NaN
142,2,2,10,4,1,5,1,63,61,NaN,NaN
143,2,4,90,4,7,6,0,NaN,NaN,NaN,NaN
144,1,4,67,1,10,4,0,NaN,NaN,NaN,NaN
145,1,3,70,1,20,7,0,NaN,NaN,NaN,NaN
146,1,4,20,4,3,7,0,NaN,NaN,NaN,NaN
147,1,1,20,1,35,4,1,16,10,NaN,NaN
148,1,2,20,2,62,7,0,NaN,NaN,NaN,NaN
149,1,3,42,3,45,4,1,42,45,NaN,NaN
150,2,2,2,3,58,6,0,NaN,NaN,NaN,NaN
151,2,1,62,4,12,6,0,NaN,NaN,NaN,NaN
152,1,1,48,3,35,7,0,NaN,NaN,NaN,NaN
153,1,4,41,2,31,4,1,41,31,NaN,NaN
154,2,3,46,2,7,6,0,NaN,NaN,NaN,NaN
155,1,2,1,4,31,4,1,1,6,NaN,NaN
156,2,4,32,3,4,5,1,32,50,NaN,NaN
157,2,4,76,1,44,6,0,NaN,NaN,NaN,NaN
158,2,1,21,2,27,5,1,100,27,NaN,NaN
159,2,2,16,1,31,5,1,90,62,NaN,NaN
160,2,3,12,4,43,5,1,32,43,NaN,NaN
161,2,1,20,3,45,5,0,NaN,NaN,NaN,NaN
162,1,3,12,2,27,7,0,NaN,NaN,NaN,NaN
163,1,1,21,4,43,7,0,NaN,NaN,NaN,NaN
164,2,2,20,4,3,6,1,64,3,NaN,NaN
165,1,2,16,3,4,7,0,NaN,NaN,NaN,NaN
166,1,1,62,2,7,4,1,6,7,NaN,NaN
167,2,1,48,1,20,6,1,3,20,NaN,NaN
168,2,3,70,3,35,6,1,70,65,NaN,NaN
169,2,4,20,2,62,6,1,20,54,NaN,NaN
170,2,2,1,2,31,5,0,NaN,NaN,NaN,NaN
171,1,3,46,4,12,4,1,46,12,NaN,NaN
172,2,3,42,1,35,5,0,NaN,NaN,NaN,NaN
173,1,4,32,1,31,7,0,NaN,NaN,NaN,NaN
174,1,4,76,3,58,4,1,76,28,NaN,NaN
175,1,2,2,1,44,4,1,25,45,NaN,NaN
176,2,4,41,4,31,5,0,NaN,NaN,NaN,NaN
177,1,2,10,2,22,4,0,NaN,NaN,NaN,NaN
178,1,1,83,3,38,4,0,NaN,NaN,NaN,NaN
179,2,2,71,1,10,6,1,71,47,NaN,NaN
180,1,4,90,2,48,7,1,82,48,NaN,NaN
181,2,2,45,3,22,5,0,NaN,NaN,NaN,NaN
182,1,3,39,3,29,7,1,65,29,NaN,NaN
183,2,1,58,2,10,6,1,58,57,NaN,NaN
184,1,1,23,1,42,7,1,13,31,NaN,NaN
185,2,4,92,1,48,5,0,NaN,NaN,NaN,NaN
186,2,3,28,4,52,6,1,41,52,NaN,NaN
187,2,1,82,4,2,5,0,NaN,NaN,NaN,NaN
188,2,3,83,2,23,5,0,NaN,NaN,NaN,NaN
189,2,4,67,3,40,6,1,67,7,NaN,NaN
190,1,3,26,1,65,4,0,NaN,NaN,NaN,NaN
191,1,2,92,4,7,7,1,92,7,NaN,NaN
192,1,4,9,4,1,4,0,NaN,NaN,NaN,NaN
193,1,4,20,3,35,5,0,NaN,NaN,NaN,NaN
194,1,3,70,4,3,5,0,NaN,NaN,NaN,NaN
195,1,1,48,2,62,5,0,NaN,NaN,NaN,NaN
196,2,3,83,1,48,4,1,23,21,NaN,NaN
197,2,3,28,3,40,7,0,NaN,NaN,NaN,NaN
198,2,4,67,2,10,7,0,NaN,NaN,NaN,NaN
199,1,1,20,4,31,6,1,20,31,NaN,NaN
200,2,4,92,4,2,4,1,84,49,NaN,NaN
201,2,2,45,2,23,4,1,52,12,NaN,NaN
202,2,1,82,3,22,4,1,82,22,NaN,NaN
203,2,1,58,1,10,7,0,NaN,NaN,NaN,NaN
204,1,2,1,3,45,6,1,1,42,NaN,NaN
205,1,2,20,1,20,5,0,NaN,NaN,NaN,NaN
206,1,3,42,2,31,6,1,28,31,NaN,NaN
207,1,4,41,1,35,6,1,41,35,NaN,NaN
208,2,2,71,4,52,7,0,NaN,NaN,NaN,NaN
209,2,2,92,1,42,4,0,NaN,NaN,NaN,NaN
210,1,1,21,3,4,6,1,21,11,NaN,NaN
211,2,1,23,2,48,4,0,NaN,NaN,NaN,NaN
212,2,4,90,3,29,4,0,NaN,NaN,NaN,NaN
213,1,3,46,3,58,5,0,NaN,NaN,NaN,NaN
214,2,3,26,2,22,7,1,16,17,NaN,NaN
215,2,1,83,4,1,7,1,30,1,NaN,NaN
216,2,2,10,3,38,7,1,61,38,NaN,NaN
217,1,2,2,4,12,5,0,NaN,NaN,NaN,NaN
218,1,3,12,1,31,6,1,12,4,NaN,NaN
219,2,4,9,1,65,7,1,27,65,NaN,NaN
220,1,4,32,4,43,6,1,32,14,NaN,NaN
221,2,3,39,4,7,4,0,NaN,NaN,NaN,NaN
222,1,1,62,1,44,5,0,NaN,NaN,NaN,NaN
223,1,2,16,2,27,6,1,16,27,NaN,NaN
224,1,4,76,2,7,5,0,NaN,NaN,NaN,NaN
225,2,4,32,2,27,4,0,NaN,NaN,NaN,NaN
226,2,4,76,4,12,7,1,76,12,NaN,NaN
227,2,2,2,2,7,7,1,12,65,NaN,NaN
228,1,1,83,2,22,6,0,NaN,NaN,NaN,NaN
229,2,2,16,4,43,4,0,NaN,NaN,NaN,NaN
230,1,3,26,4,1,6,0,NaN,NaN,NaN,NaN
231,2,1,21,1,31,4,0,NaN,NaN,NaN,NaN
232,1,2,92,3,29,5,1,69,61,NaN,NaN
233,1,3,39,2,48,5,1,39,52,NaN,NaN
234,1,2,10,1,65,6,0,NaN,NaN,NaN,NaN
235,1,4,90,1,42,5,1,84,42,NaN,NaN
236,1,1,23,4,7,5,1,23,7,NaN,NaN
237,2,1,62,3,58,7,1,62,4,NaN,NaN
238,1,4,9,3,38,6,0,NaN,NaN,NaN,NaN
239,2,3,12,3,4,4,0,NaN,NaN,NaN,NaN
240,2,3,46,1,44,7,1,83,44,NaN,NaN
241,2,4,41,3,45,7,0,NaN,NaN,NaN,NaN
242,2,2,1,1,35,7,0,NaN,NaN,NaN,NaN
243,2,1,20,2,31,7,0,NaN,NaN,NaN,NaN
244,1,1,58,3,40,5,1,87,40,NaN,NaN
245,1,3,83,3,22,6,0,NaN,NaN,NaN,NaN
246,1,1,82,1,48,6,0,NaN,NaN,NaN,NaN
247,1,4,92,2,23,6,0,NaN,NaN,NaN,NaN
248,1,2,71,2,10,5,1,72,32,NaN,NaN
249,2,4,20,1,20,4,1,20,12,NaN,NaN
250,2,3,70,2,62,4,1,66,62,NaN,NaN
251,1,2,45,4,2,6,0,NaN,NaN,NaN,NaN
252,2,3,42,4,31,7,0,NaN,NaN,NaN,NaN
253,2,1,48,4,3,4,1,48,3,NaN,NaN
254,1,4,67,4,52,5,1,67,62,NaN,NaN
255,2,2,20,3,35,4,1,18,35,NaN,NaN
256,1,3,28,1,10,5,1,28,52,NaN,NaN
257,2,3,83,4,2,4,1,83,2,NaN,NaN
258,1,2,10,4,1,6,1,10,1,NaN,NaN
259,1,1,83,1,65,6,1,83,34,NaN,NaN
260,1,4,9,2,22,6,1,34,22,NaN,NaN
261,1,1,23,3,29,7,0,NaN,NaN,NaN,NaN
262,1,3,26,3,38,6,1,10,66,NaN,NaN
263,2,4,92,3,22,4,1,86,22,NaN,NaN
264,2,1,82,2,23,4,1,82,44,NaN,NaN
265,1,2,92,2,48,7,0,NaN,NaN,NaN,NaN
266,1,4,90,4,7,7,0,NaN,NaN,NaN,NaN
267,2,1,58,4,52,5,0,NaN,NaN,NaN,NaN
268,2,4,67,1,10,5,0,NaN,NaN,NaN,NaN
269,2,3,28,2,10,5,0,NaN,NaN,NaN,NaN
270,2,2,71,3,40,5,0,NaN,NaN,NaN,NaN
271,1,3,39,1,42,7,0,NaN,NaN,NaN,NaN
272,2,2,45,1,48,4,1,53,32,NaN,NaN
273,1,1,62,4,12,7,0,NaN,NaN,NaN,NaN
274,1,2,2,3,58,7,0,NaN,NaN,NaN,NaN
275,2,4,20,4,3,4,0,NaN,NaN,NaN,NaN
276,2,4,41,2,31,5,1,3,67,NaN,NaN
277,1,3,12,4,43,6,1,12,47,NaN,NaN
278,1,4,32,3,4,6,1,40,4,NaN,NaN
279,2,3,70,1,20,4,0,NaN,NaN,NaN,NaN
280,2,1,20,1,35,5,1,20,35,NaN,NaN
281,1,1,21,2,27,6,1,21,48,NaN,NaN
282,2,2,20,2,62,4,0,NaN,NaN,NaN,NaN
283,1,4,76,1,44,7,0,NaN,NaN,NaN,NaN
284,1,2,16,1,31,6,1,16,31,NaN,NaN
285,2,1,48,3,35,4,0,NaN,NaN,NaN,NaN
286,1,3,46,2,7,7,0,NaN,NaN,NaN,NaN
287,2,3,42,3,45,5,1,64,23,NaN,NaN
288,2,2,1,4,31,5,1,87,31,NaN,NaN
289,1,4,41,4,31,6,0,NaN,NaN,NaN,NaN
290,2,2,16,3,4,4,0,NaN,NaN,NaN,NaN
291,2,3,46,4,12,5,1,25,20,NaN,NaN
292,1,4,20,2,62,7,1,77,62,NaN,NaN
293,1,1,20,3,45,6,0,NaN,NaN,NaN,NaN
294,2,4,76,3,58,5,1,25,58,NaN,NaN
295,2,1,62,2,7,5,1,62,19,NaN,NaN
296,2,3,12,2,27,4,0,NaN,NaN,NaN,NaN
297,1,2,20,4,3,7,1,20,42,NaN,NaN
298,1,1,48,1,20,7,1,48,18,NaN,NaN
299,1,2,1,2,31,6,0,NaN,NaN,NaN,NaN
300,1,3,70,3,35,7,1,36,35,NaN,NaN
301,2,2,2,1,44,5,1,2,44,NaN,NaN
302,2,1,21,4,43,4,0,NaN,NaN,NaN,NaN
303,2,4,32,1,31,4,0,NaN,NaN,NaN,NaN
304,1,3,42,1,35,6,0,NaN,NaN,NaN,NaN
305,2,4,9,4,1,5,0,NaN,NaN,NaN,NaN
306,1,1,82,4,2,6,0,NaN,NaN,NaN,NaN
307,1,4,67,3,40,7,1,91,40,NaN,NaN
308,2,2,92,4,7,4,1,37,23,NaN,NaN
309,2,3,39,3,29,4,1,39,43,NaN,NaN
310,1,1,58,2,10,7,1,65,10,NaN,NaN
311,2,1,83,3,38,5,0,NaN,NaN,NaN,NaN
312,2,1,23,1,42,4,1,23,42,NaN,NaN
313,2,2,10,2,22,5,0,NaN,NaN,NaN,NaN
314,1,3,28,4,52,7,1,28,18,NaN,NaN
315,2,4,90,2,48,4,1,90,6,NaN,NaN
316,2,3,26,1,65,5,0,NaN,NaN,NaN,NaN
317,1,2,45,3,22,6,0,NaN,NaN,NaN,NaN
318,1,4,92,1,48,6,0,NaN,NaN,NaN,NaN
319,1,2,71,1,10,7,1,58,10,NaN,NaN
320,1,3,83,2,23,6,0,NaN,NaN,NaN,NaN
321,1,1,82,3,22,5,1,89,17,NaN,NaN
322,1,2,45,2,23,5,1,45,23,NaN,NaN
323,2,2,1,3,45,7,1,76,45,NaN,NaN
324,1,3,83,1,48,5,1,83,48,NaN,NaN
325,2,4,20,3,35,6,0,NaN,NaN,NaN,NaN
326,2,1,48,2,62,6,0,NaN,NaN,NaN,NaN
327,2,3,70,4,3,6,0,NaN,NaN,NaN,NaN
328,1,4,92,4,2,5,1,92,2,NaN,NaN
329,2,1,20,4,31,7,1,47,22,NaN,NaN
330,1,1,58,1,10,4,0,NaN,NaN,NaN,NaN
331,2,3,42,2,31,7,1,42,51,NaN,NaN
332,1,2,71,4,52,4,0,NaN,NaN,NaN,NaN
333,1,3,28,3,40,4,0,NaN,NaN,NaN,NaN
334,2,2,20,1,20,6,0,NaN,NaN,NaN,NaN
335,2,4,41,1,35,7,1,56,52,NaN,NaN
336,1,4,67,2,10,4,0,NaN,NaN,NaN,NaN
337,2,1,21,3,4,7,1,91,4,NaN,NaN
338,2,3,46,3,58,6,0,NaN,NaN,NaN,NaN
339,2,1,62,1,44,6,0,NaN,NaN,NaN,NaN
340,2,2,16,2,27,7,1,38,48,NaN,NaN
341,1,4,9,1,65,4,1,9,28,NaN,NaN
342,1,3,26,2,22,4,1,26,22,NaN,NaN
343,1,4,90,3,29,5,0,NaN,NaN,NaN,NaN
344,2,4,76,2,7,6,0,NaN,NaN,NaN,NaN
345,1,1,23,2,48,5,0,NaN,NaN,NaN,NaN
346,1,2,92,1,42,5,0,NaN,NaN,NaN,NaN
347,2,3,12,1,31,7,1,46,31,NaN,NaN
348,1,3,39,4,7,5,0,NaN,NaN,NaN,NaN
349,2,2,2,4,12,6,0,NaN,NaN,NaN,NaN
350,1,2,10,3,38,4,1,10,32,NaN,NaN
351,2,4,32,4,43,7,1,88,43,NaN,NaN
352,1,1,83,4,1,4,1,83,38,NaN,NaN
353,2,3,39,2,48,6,1,9,48,NaN,NaN
354,1,4,32,2,27,5,0,NaN,NaN,NaN,NaN
355,1,1,21,1,31,5,0,NaN,NaN,NaN,NaN
356,2,4,9,3,38,7,0,NaN,NaN,NaN,NaN
357,1,2,16,4,43,5,0,NaN,NaN,NaN,NaN
358,2,2,10,1,65,7,0,NaN,NaN,NaN,NaN
359,1,2,2,2,7,4,1,2,7,NaN,NaN
360,1,1,62,3,58,4,1,25,58,NaN,NaN
361,1,4,76,4,12,4,1,71,21,NaN,NaN
362,2,4,90,1,42,6,1,90,64,NaN,NaN
363,1,3,46,1,44,4,1,46,6,NaN,NaN
364,2,2,92,3,29,6,1,92,29,NaN,NaN
365,2,3,26,4,1,7,0,NaN,NaN,NaN,NaN
366,1,3,12,3,4,5,0,NaN,NaN,NaN,NaN
367,2,1,83,2,22,7,0,NaN,NaN,NaN,NaN
368,2,1,23,4,7,6,1,65,11,NaN,NaN
369,1,4,41,3,45,4,0,NaN,NaN,NaN,NaN
370,1,2,20,3,35,5,1,20,51,NaN,NaN
371,1,4,20,1,20,5,1,87,20,NaN,NaN
372,2,3,83,3,22,7,0,NaN,NaN,NaN,NaN
373,2,4,92,2,23,7,0,NaN,NaN,NaN,NaN
374,1,1,48,4,3,5,1,44,55,NaN,NaN
375,2,2,45,4,2,7,0,NaN,NaN,NaN,NaN
376,2,4,67,4,52,6,1,6,52,NaN,NaN
377,2,2,71,2,10,6,1,71,10,NaN,NaN
378,1,3,70,2,62,5,1,70,18,NaN,NaN
379,2,1,58,3,40,6,1,58,67,NaN,NaN
380,1,2,1,1,35,4,0,NaN,NaN,NaN,NaN
381,1,3,42,4,31,4,0,NaN,NaN,NaN,NaN
382,2,3,28,1,10,6,1,5,10,NaN,NaN
383,1,1,20,2,31,4,0,NaN,NaN,NaN,NaN
384,2,1,82,1,48,7,0,NaN,NaN,NaN,NaN
385,1,4,67,1,10,6,1,58,10,NaN,NaN
386,1,3,28,2,10,6,1,28,41,NaN,NaN
387,1,2,71,3,40,6,1,71,64,NaN,NaN
388,1,4,92,3,22,5,0,NaN,NaN,NaN,NaN
389,2,4,90,4,7,4,1,75,7,NaN,NaN
390,2,2,10,4,1,7,0,NaN,NaN,NaN,NaN
391,1,1,82,2,23,5,0,NaN,NaN,NaN,NaN
392,2,3,26,3,38,7,0,NaN,NaN,NaN,NaN
393,1,1,58,4,52,6,1,58,2,NaN,NaN
394,2,2,92,2,48,4,1,92,48,NaN,NaN
395,1,3,83,4,2,5,0,NaN,NaN,NaN,NaN
396,2,4,9,2,22,7,0,NaN,NaN,NaN,NaN
397,2,1,83,1,65,7,0,NaN,NaN,NaN,NaN
398,2,1,23,3,29,4,1,100,28,NaN,NaN
399,1,2,45,1,48,5,0,NaN,NaN,NaN,NaN
400,2,3,39,1,42,4,1,81,42,NaN,NaN
401,1,1,48,3,35,5,1,48,14,NaN,NaN
402,1,3,42,3,45,6,0,NaN,NaN,NaN,NaN
403,2,2,16,1,31,7,0,NaN,NaN,NaN,NaN
404,1,3,70,1,20,5,1,70,65,NaN,NaN
405,1,2,20,2,62,5,1,17,26,NaN,NaN
406,1,1,20,1,35,6,0,NaN,NaN,NaN,NaN
407,1,2,1,4,31,6,0,NaN,NaN,NaN,NaN
408,2,1,21,2,27,7,0,NaN,NaN,NaN,NaN
409,2,2,2,3,58,4,1,40,58,NaN,NaN
410,2,4,76,1,44,4,1,76,44,NaN,NaN
411,2,3,12,4,43,7,0,NaN,NaN,NaN,NaN
412,2,1,62,4,12,4,1,102,12,NaN,NaN
413,2,4,32,3,4,7,0,NaN,NaN,NaN,NaN
414,1,4,20,4,3,5,1,20,41,NaN,NaN
415,1,4,41,2,31,6,0,NaN,NaN,NaN,NaN
416,2,3,46,2,7,4,1,45,7,NaN,NaN
417,1,4,32,1,31,5,1,32,6,NaN,NaN
418,1,2,2,1,44,6,0,NaN,NaN,NaN,NaN
419,1,3,46,4,12,6,0,NaN,NaN,NaN,NaN
420,2,2,20,4,3,4,0,NaN,NaN,NaN,NaN
421,2,1,20,3,45,7,1,20,45,NaN,NaN
422,1,4,76,3,58,6,0,NaN,NaN,NaN,NaN
423,2,3,70,3,35,4,0,NaN,NaN,NaN,NaN
424,1,1,62,2,7,6,0,NaN,NaN,NaN,NaN
425,2,2,1,2,31,7,1,9,21,NaN,NaN
426,2,1,48,1,20,4,0,NaN,NaN,NaN,NaN
427,2,3,42,1,35,7,1,42,35,NaN,NaN
428,1,1,21,4,43,5,1,21,45,NaN,NaN
429,1,3,12,2,27,5,1,13,27,NaN,NaN
430,2,4,20,2,62,4,0,NaN,NaN,NaN,NaN
431,2,4,41,4,31,7,1,36,30,NaN,NaN
432,1,2,16,3,4,5,1,49,4,NaN,NaN
433,2,3,28,4,52,4,0,NaN,NaN,NaN,NaN
434,1,4,9,4,1,6,1,50,68,NaN,NaN
435,2,2,71,1,10,4,0,NaN,NaN,NaN,NaN
436,1,2,92,4,7,5,0,NaN,NaN,NaN,NaN
437,2,1,58,2,10,4,0,NaN,NaN,NaN,NaN
438,2,2,45,3,22,7,1,45,32,NaN,NaN
439,2,1,82,4,2,7,1,88,7,NaN,NaN
440,1,3,39,3,29,5,0,NaN,NaN,NaN,NaN
441,1,3,26,1,65,6,1,48,65,NaN,NaN
442,1,2,10,2,22,6,1,10,22,NaN,NaN
443,1,1,83,3,38,6,1,26,38,NaN,NaN
444,2,4,92,1,48,7,1,92,9,NaN,NaN
445,2,4,67,3,40,4,0,NaN,NaN,NaN,NaN
446,1,1,23,1,42,5,0,NaN,NaN,NaN,NaN
447,2,3,83,2,23,7,1,83,23,NaN,NaN
448,1,4,90,2,48,5,0,NaN,NaN,NaN,NaN
449,1,3,42,2,31,4,0,NaN,NaN,NaN,NaN
450,1,4,20,3,35,7,1,20,35,NaN,NaN
451,2,1,58,1,10,5,1,58,45,NaN,NaN
452,2,3,28,3,40,5,1,60,31,NaN,NaN
453,1,1,48,2,62,7,1,48,57,NaN,NaN
454,2,1,82,3,22,6,0,NaN,NaN,NaN,NaN
455,2,3,83,1,48,6,0,NaN,NaN,NaN,NaN
456,2,4,67,2,10,5,1,67,10,NaN,NaN
457,2,4,92,4,2,6,0,NaN,NaN,NaN,NaN
458,1,2,1,3,45,4,0,NaN,NaN,NaN,NaN
459,1,1,20,4,31,4,0,NaN,NaN,NaN,NaN
460,2,2,45,2,23,6,0,NaN,NaN,NaN,NaN
461,1,2,20,1,20,7,1,82,20,NaN,NaN
