TrialNumber,Cue,FaceCategory,FaceExemplar,SceneCategory,SceneExemplar,ITI,TestPresence,FaceChange,SceneChange,Response,ReactionTime
460,2,2,45,2,23,6,0,NaN,NaN,NaN,NaN
461,2,4,67,2,10,5,1,36,10,NaN,NaN
462,2,1,82,3,22,6,0,NaN,NaN,NaN,NaN
463,1,3,70,4,3,7,1,70,3,NaN,NaN
464,2,4,92,4,2,6,0,NaN,NaN,NaN,NaN
465,1,1,21,3,4,4,0,NaN,NaN,NaN,NaN
466,1,3,12,1,31,4,0,NaN,NaN,NaN,NaN
467,2,1,83,4,1,5,0,NaN,NaN,NaN,NaN
468,2,1,23,2,48,6,1,23,48,NaN,NaN
469,2,3,26,2,22,5,0,NaN,NaN,NaN,NaN
470,2,2,92,1,42,6,1,10,8,NaN,NaN
471,2,2,10,3,38,5,0,NaN,NaN,NaN,NaN
472,1,2,16,2,27,4,0,NaN,NaN,NaN,NaN
473,1,1,62,1,44,7,1,56,26,NaN,NaN
474,2,4,9,1,65,5,0,NaN,NaN,NaN,NaN
475,2,3,39,4,7,6,1,16,7,NaN,NaN
476,1,4,76,2,7,7,1,56,7,NaN,NaN
477,1,3,46,3,58,7,1,46,25,NaN,NaN
478,2,4,90,3,29,6,1,90,29,NaN,NaN
479,1,4,32,4,43,4,0,NaN,NaN,NaN,NaN
480,1,2,2,4,12,7,1,2,56,NaN,NaN
481,2,1,21,1,31,6,1,21,31,NaN,NaN
482,1,1,23,4,7,7,0,NaN,NaN,NaN,NaN
483,1,1,83,2,22,4,1,59,22,NaN,NaN
484,2,2,16,4,43,6,1,42,60,NaN,NaN
485,2,3,46,1,44,5,0,NaN,NaN,NaN,NaN
486,2,3,12,3,4,6,1,12,22,NaN,NaN
487,1,2,10,1,65,4,1,68,45,NaN,NaN
488,2,1,62,3,58,5,0,NaN,NaN,NaN,NaN
489,2,2,2,2,7,5,0,NaN,NaN,NaN,NaN
490,1,4,9,3,38,4,1,5,38,NaN,NaN
491,1,3,26,4,1,4,1,26,1,NaN,NaN
492,1,3,39,2,48,7,0,NaN,NaN,NaN,NaN
493,2,4,76,4,12,5,0,NaN,NaN,NaN,NaN
494,1,4,90,1,42,7,0,NaN,NaN,NaN,NaN
495,2,4,32,2,27,6,1,32,54,NaN,NaN
496,1,2,92,3,29,7,0,NaN,NaN,NaN,NaN
497,2,3,42,4,31,5,1,35,31,NaN,NaN
498,1,3,28,1,10,7,0,NaN,NaN,NaN,NaN
499,1,1,58,3,40,7,0,NaN,NaN,NaN,NaN
500,2,1,48,4,3,6,0,NaN,NaN,NaN,NaN
501,1,2,45,4,2,4,1,45,10,NaN,NaN
502,2,3,70,2,62,6,0,NaN,NaN,NaN,NaN
503,1,1,82,1,48,4,1,68,19,NaN,NaN
504,2,4,41,3,45,5,1,41,11,NaN,NaN
505,2,2,20,3,35,6,0,NaN,NaN,NaN,NaN
506,2,4,20,1,20,6,0,NaN,NaN,NaN,NaN
507,1,2,71,2,10,7,0,NaN,NaN,NaN,NaN
508,2,2,1,1,35,5,1,51,64,NaN,NaN
509,1,4,67,4,52,7,0,NaN,NaN,NaN,NaN
510,1,4,92,2,23,4,1,92,23,NaN,NaN
511,2,1,20,2,31,5,1,20,31,NaN,NaN
512,1,3,83,3,22,4,1,45,22,NaN,NaN
