ROI,Feature_Decoding_Accuracy,Feature_Decoding_pval,Feature_Decoding_zval,Feature_Decoding_Accuracy(P),Feature_Decoding_pval(P),Feature_Decoding_zval(P),Feature_Decoding_Accuracy(WM),Feature_Decoding_pval(WM),Feature_Decoding_zval(WM),Task_Decoding_Accuracy,Task_Decoding_pval,Task_Decoding_zval,Task_Decoding_Accuracy(F),Task_Decoding_pval(F),Task_Decoding_zval(F),Task_Decoding_Accuracy(S),Task_Decoding_pval(S),Task_Decoding_zval(S),XOR_Decoding_Accuracy,XOR_Decoding_pval,XOR_Decoding_zval,CCGP_Feature_Decoding_Accuracy,CCGP_Feature_Decoding_pval,CCGP_Feature_Decoding_zval,CCGP_Task_Decoding_Accuracy,CCGP_Task_Decoding_pval,CCGP_Task_Decoding_zval,Shattering_Dimensionality
AuditoryAssociation,0.544921875,0.01,2.480980961734431,0.533203125,0.12,1.2562178562124082,0.552734375,0.024,2.074725163660435,0.7578125,0.0,14.307831811965217,0.779296875,0.0,11.074589986927993,0.75390625,0.0,9.990518230519118,0.517578125,0.175,0.9703273305359246,0.51171875,0.276,0.6141610694221002,0.7236328125,0.0,12.704815645181833,0.6067708333333334
Insular & FrontoOpercular,0.5400390625,0.014,2.2254869321599355,0.55859375,0.011,2.237042581445421,0.509765625,0.357,0.3767709905294245,0.76953125,0.0,14.677675822831608,0.740234375,0.0,9.331654143859733,0.7578125,0.0,9.930553500108896,0.5341796875,0.031,1.8843917291639458,0.5234375,0.094,1.2962210506645613,0.7392578125,0.0,13.105116933659756,0.6145833333333334
MedialTemporal,0.56640625,0.0,3.8246291483580883,0.689453125,0.0,7.073760506888908,0.5546875,0.022,2.04210554111339,0.755859375,0.0,13.610520204233245,0.716796875,0.0,8.308510216545681,0.794921875,0.0,11.43177515445955,0.5390625,0.02,2.1257778034384365,0.5517578125,0.0,2.81979534598324,0.7021484375,0.0,11.422263509749884,0.6204427083333334
LateralTemporal,0.646484375,0.0,8.250481160766517,0.724609375,0.0,8.756865934896304,0.580078125,0.001,3.0297865100813834,0.8466796875,0.0,18.905631512897624,0.81640625,0.0,12.476860191978899,0.83984375,0.0,12.92201086656042,0.572265625,0.0,3.9719970102865823,0.57421875,0.0,4.099259207093534,0.7783203125,0.0,15.812862857156667,0.6884765625
TPOJ,0.58984375,0.0,4.740746022761165,0.681640625,0.0,6.573276617357472,0.5234375,0.191,0.9226140180021147,0.892578125,0.0,21.66242342296007,0.873046875,0.0,14.760815114313086,0.880859375,0.0,14.57515523185978,0.5546875,0.002,3.056253657781348,0.5234375,0.095,1.3077780580619127,0.8544921875,0.0,20.122572814435518,0.6790364583333334
SuperiorParietal,0.6533203125,0.0,8.636210650410653,0.75390625,0.0,9.564442207210927,0.60546875,0.0,4.119028728819465,0.876953125,0.0,20.569379248578947,0.837890625,0.0,13.424463031754351,0.892578125,0.0,15.255866021212618,0.578125,0.0,4.219278254492587,0.5654296875,0.0,3.5937308852591947,0.8271484375,0.0,18.140374417014755,0.7027994791666666
InferiorParietal,0.640625,0.0,7.624730460896775,0.76953125,0.0,10.448573434393653,0.546875,0.03,1.8557362089727325,0.859375,0.0,20.159435297179783,0.84375,0.0,13.292680670002131,0.865234375,0.0,14.332218764108015,0.5751953125,0.0,4.082877108203245,0.5595703125,0.001,3.421979643480966,0.7744140625,0.0,14.972986206607915,0.6917317708333334
PosteriorCingulate,0.62890625,0.0,7.207986062565565,0.71484375,0.0,8.051221015730814,0.55078125,0.029,1.94849834878531,0.8271484375,0.0,17.351296096886163,0.828125,0.0,12.80081517975918,0.85546875,0.0,13.707974734990932,0.5703125,0.0,3.902755250539782,0.5478515625,0.004,2.691194016345862,0.7685546875,0.0,14.628339177687295,0.6754557291666666
ACC & MPFC,0.5126953125,0.261,0.6740679069138781,0.5625,0.015,2.3832729483903474,0.5078125,0.413,0.29456650979143645,0.748046875,0.0,13.565396454464357,0.7421875,0.0,9.11715981624827,0.712890625,0.0,7.844952481248018,0.552734375,0.002,3.0064635215328934,0.482421875,0.823,-0.9403102523156014,0.7001953125,0.0,11.02952680507915,0.6044921875
Orbital & PolarFrontal,0.5556640625,0.002,2.95811017066625,0.609375,0.0,4.227822741154606,0.517578125,0.287,0.6153299446188547,0.7314453125,0.0,13.144393853925864,0.73828125,0.0,9.41707818993408,0.671875,0.0,6.518573986516283,0.517578125,0.14,1.067370855431051,0.51171875,0.254,0.7001850091788502,0.6572265625,0.0,8.793919849458023,0.6015625
InferoirFrontal,0.599609375,0.0,5.348692738092475,0.728515625,0.0,8.799633223645742,0.513671875,0.3,0.5561580770889111,0.8876953125,0.0,20.847244672381965,0.86328125,0.0,13.734475180324234,0.921875,0.0,15.979930577744963,0.6201171875,0.0,6.668100937282537,0.5126953125,0.237,0.758407707238997,0.8544921875,0.0,19.346934191461706,0.7024739583333334
DLPFC,0.578125,0.0,4.422087191266439,0.6796875,0.0,6.704147278808198,0.505859375,0.446,0.18969237709575928,0.8798828125,0.0,19.547155968549085,0.837890625,0.0,13.387257774970271,0.84765625,0.0,13.466618663052605,0.57421875,0.0,3.908195799771542,0.4990234375,0.545,-0.08581143622525342,0.8291015625,0.0,18.565678205697317,0.6774088541666666
