ROI,Feature_Decoding_Accuracy,Feature_Decoding_pval,Feature_Decoding_zval,Feature_Decoding_Accuracy(P),Feature_Decoding_pval(P),Feature_Decoding_zval(P),Feature_Decoding_Accuracy(WM),Feature_Decoding_pval(WM),Feature_Decoding_zval(WM),Task_Decoding_Accuracy,Task_Decoding_pval,Task_Decoding_zval,Task_Decoding_Accuracy(F),Task_Decoding_pval(F),Task_Decoding_zval(F),Task_Decoding_Accuracy(S),Task_Decoding_pval(S),Task_Decoding_zval(S),XOR_Decoding_Accuracy,XOR_Decoding_pval,XOR_Decoding_zval,CCGP_Feature_Decoding_Accuracy,CCGP_Feature_Decoding_pval,CCGP_Feature_Decoding_zval,CCGP_Task_Decoding_Accuracy,CCGP_Task_Decoding_pval,CCGP_Task_Decoding_zval,Shattering_Dimensionality
V1,0.5283203125,0.076,1.536535362229869,0.591796875,0.0,3.7621487796389665,0.529296875,0.111,1.224371069940629,0.9560546875,0.0,25.591394630052605,0.9609375,0.0,18.07756084298946,0.955078125,0.0,18.169074003541844,0.525390625,0.098,1.296428099472092,0.5107421875,0.269,0.6413666967494825,0.9462890625,0.0,24.749903980162014,0.669921875
"V2, V3 & V4",0.59375,0.0,5.088227627694865,0.6015625,0.0,3.909965070557032,0.529296875,0.13,1.1511584772105536,0.98046875,0.0,26.147761294779013,0.9609375,0.0,18.184472435642828,0.9765625,0.0,18.486788889146908,0.5283203125,0.057,1.5651641480835314,0.572265625,0.0,4.463792132978573,0.97265625,0.0,26.342738044224408,0.7008463541666666
DorsalVisual,0.5859375,0.0,4.879233998871523,0.626953125,0.0,5.088148522176125,0.5390625,0.07,1.4975605621995907,0.921875,0.0,22.782148755544238,0.908203125,0.0,15.35577030854187,0.90234375,0.0,16.596479645473927,0.52734375,0.086,1.372354010882064,0.5517578125,0.001,2.870693803395551,0.912109375,0.0,23.477180968810828,0.6783854166666666
VentralVisual,0.564453125,0.0,3.5789407484595235,0.62109375,0.0,4.7034874309533015,0.498046875,0.536,-0.09947520456584488,0.892578125,0.0,21.618387079640375,0.87109375,0.0,14.742157485596316,0.873046875,0.0,15.109786562514278,0.529296875,0.063,1.5639332029152682,0.53515625,0.024,2.0625130652291106,0.876953125,0.0,21.182459479035753,0.662109375
MT+Complex,0.5966796875,0.0,5.262286078346187,0.62890625,0.0,4.757032643614332,0.5703125,0.002,2.6808414206136324,0.90234375,0.0,21.694338951003328,0.89453125,0.0,15.429030443588077,0.896484375,0.0,15.163560737376873,0.5478515625,0.002,2.6461525157119596,0.607421875,0.0,6.04048311981293,0.9091796875,0.0,22.944843148517016,0.6822916666666666
Somatosensory & Motor,0.486328125,0.79,-0.7643660222740966,0.498046875,0.549,-0.09424257461928776,0.5,0.513,0.01585042715413039,0.6630859375,0.0,9.083205488711917,0.6484375,0.0,5.808253676391098,0.64453125,0.0,5.764869363923968,0.5146484375,0.22,0.8186313858162039,0.5068359375,0.378,0.36587514289576545,0.640625,0.0,7.943338242770767,0.5546875
Paracentral & MidCingulate,0.46875,0.961,-1.732719563671661,0.490234375,0.668,-0.41057545727333666,0.515625,0.294,0.5758785211008388,0.642578125,0.0,7.630926475367412,0.67578125,0.0,6.75080611371045,0.67578125,0.0,6.9008842066928135,0.5439453125,0.01,2.3500808051258018,0.50390625,0.463,0.15992544092778613,0.671875,0.0,10.186172927906725,0.5517578125
Premotor,0.5263671875,0.075,1.4633021673006714,0.572265625,0.002,2.761011499469776,0.482421875,0.752,-0.6402850795135494,0.8173828125,0.0,17.1359430109336,0.794921875,0.0,11.5371905110311,0.796875,0.0,11.588432291536671,0.51171875,0.262,0.6586318292803653,0.5146484375,0.221,0.8209615469354907,0.78125,0.0,16.639598636913572,0.6184895833333334
PosteriorOpercular,0.509765625,0.32,0.5211485870509394,0.505859375,0.424,0.2618321478668706,0.517578125,0.254,0.6766463407191469,0.65234375,0.0,8.443845162501557,0.6328125,0.0,5.109453172360784,0.58984375,0.0,3.534634292393813,0.5,0.514,-0.023414312943116806,0.51953125,0.152,1.0527595029944607,0.625,0.0,7.035877036596047,0.5540364583333334
EarlyAuditory,0.494140625,0.674,-0.3814909204343428,0.515625,0.294,0.5817217953051372,0.51171875,0.345,0.47591829462943724,0.642578125,0.0,7.375939907755804,0.63671875,0.0,5.17623585453235,0.619140625,0.0,4.516646376279791,0.5087890625,0.325,0.48727903053220717,0.509765625,0.321,0.4911400182645454,0.634765625,0.0,7.907743214251171,0.5485026041666666
AuditoryAssociation,0.529296875,0.062,1.584182802829569,0.5078125,0.394,0.2942453264427501,0.546875,0.041,1.8098880643491588,0.779296875,0.0,15.339504280309685,0.765625,0.0,10.60062294729125,0.7421875,0.0,9.594724493525908,0.501953125,0.472,0.09251414611128067,0.5126953125,0.25,0.6993393689075033,0.7783203125,0.0,16.054426316786753,0.603515625
Insular & FrontoOpercular,0.48046875,0.868,-1.1045056577938492,0.517578125,0.261,0.6611136446348461,0.462890625,0.925,-1.4046674905669647,0.6640625,0.0,8.941143156694205,0.64453125,0.0,5.790816327519105,0.6640625,0.0,6.496277955276741,0.5068359375,0.345,0.3886201141042954,0.4765625,0.917,-1.3306652440215745,0.662109375,0.0,9.379598669303222,0.5504557291666666
MedialTemporal,0.513671875,0.219,0.8304174970999239,0.564453125,0.009,2.4130712694586043,0.4921875,0.655,-0.35339095380485225,0.677734375,0.0,10.142455393574757,0.642578125,0.0,5.754302873234048,0.6875,0.0,7.334328886587191,0.50390625,0.433,0.24219887453965325,0.5498046875,0.005,2.694762610205084,0.642578125,0.0,8.005401719145162,0.5651041666666666
LateralTemporal,0.556640625,0.0,3.1873206169012835,0.5390625,0.078,1.428987411917444,0.576171875,0.004,2.8740230036282437,0.7685546875,0.0,15.370342034510115,0.716796875,0.0,8.757166523671792,0.73046875,0.0,9.414955037966616,0.4853515625,0.796,-0.7903208651851426,0.560546875,0.0,3.172361460462238,0.7353515625,0.0,13.237054040222226,0.603515625
TPOJ,0.556640625,0.0,3.09893877563203,0.626953125,0.0,4.998474775498642,0.537109375,0.085,1.4212747354461948,0.8583984375,0.0,19.8686119471961,0.830078125,0.0,13.030144023200489,0.841796875,0.0,13.68082873602593,0.53125,0.036,1.7553551497713855,0.5634765625,0.0,3.5747939265359565,0.8369140625,0.0,19.572768395298624,0.6487630208333334
SuperiorParietal,0.53515625,0.026,1.9027974511664651,0.619140625,0.0,4.680257277817089,0.53515625,0.096,1.4197099561479036,0.8291015625,0.0,17.704729477576674,0.8125,0.0,12.479226417831201,0.830078125,0.0,13.240166968957086,0.55078125,0.002,2.8292623505821264,0.5439453125,0.005,2.3630817221066316,0.796875,0.0,17.03913141758017,0.6383463541666666
