ROI,Feature_Decoding_Accuracy,Feature_Decoding_pval,Feature_Decoding_zval,Feature_Decoding_Accuracy(P),Feature_Decoding_pval(P),Feature_Decoding_zval(P),Feature_Decoding_Accuracy(WM),Feature_Decoding_pval(WM),Feature_Decoding_zval(WM),Task_Decoding_Accuracy,Task_Decoding_pval,Task_Decoding_zval,Task_Decoding_Accuracy(F),Task_Decoding_pval(F),Task_Decoding_zval(F),Task_Decoding_Accuracy(S),Task_Decoding_pval(S),Task_Decoding_zval(S),XOR_Decoding_Accuracy,XOR_Decoding_pval,XOR_Decoding_zval,CCGP_Feature_Decoding_Accuracy,CCGP_Feature_Decoding_pval,CCGP_Feature_Decoding_zval,CCGP_Task_Decoding_Accuracy,CCGP_Task_Decoding_pval,CCGP_Task_Decoding_zval
2,0.5823567708333333,0.0,4.2170006587377795,0.595703125,0.0,3.717612181112966,0.5279947916666666,0.141,1.1248096887766044,0.6861979166666667,0.0,10.126239516273854,0.6861979166666667,0.0,6.799705631774853,0.6412760416666667,0.0,5.266303180353742,0.5367838541666667,0.025,1.950310639443742,0.5595703125,0.0,3.2004264099910555,0.66015625,0.0,8.737921613080406
3a,0.5524088541666667,0.004,2.621519840928825,0.541015625,0.067,1.5323784099575062,0.5514322916666667,0.023,1.9970430780197015,0.6438802083333333,0.0,7.07179926401283,0.5970052083333333,0.0,3.5913288314690797,0.6302083333333333,0.0,4.8915744153861445,0.5296223958333333,0.069,1.4572349680550223,0.5182291666666666,0.169,0.9439719715536371,0.6188151041666666,0.0,6.657108017203733
6d,0.5094401041666666,0.308,0.5098882979312092,0.49544270833333337,0.567,-0.15518867069904255,0.53515625,0.096,1.320590782210513,0.7060546875,0.0,10.144353632406855,0.6822916666666667,0.0,6.90102925321044,0.6744791666666667,0.0,6.684523801378693,0.51953125,0.147,1.0504270809216985,0.48144531249999994,0.845,-1.0181294357620425,0.6650390625,0.0,8.750379704565985
6mp,0.49869791666666663,0.506,-0.035185281183561,0.494140625,0.576,-0.20803473597551161,0.5338541666666667,0.111,1.2460561767905038,0.6129557291666667,0.0,5.578499723881056,0.5501302083333334,0.02,1.8899985811120024,0.6341145833333333,0.0,4.9310797596634774,0.4736328125,0.908,-1.329875000272291,0.49739583333333337,0.559,-0.14373471059673337,0.630859375,0.0,7.12459808966045
6v,0.5458984375,0.009,2.3344893027267326,0.5631510416666667,0.011,2.2456353245499203,0.5703125,0.003,2.728114335586539,0.7711588541666667,0.0,13.814362354774211,0.7395833333333333,0.0,8.741562066731323,0.7513020833333333,0.0,9.16891104599272,0.55078125,0.005,2.673296024662234,0.5139973958333333,0.252,0.6844188561545134,0.716796875,0.0,11.821079268021819
p24pr,0.53125,0.053,1.5904664079631696,0.560546875,0.023,2.1214251621316045,0.5787760416666667,0.002,2.8205956617857777,0.6031901041666667,0.0,5.21566741487926,0.5807291666666667,0.002,2.9277862838645308,0.5299479166666667,0.141,1.0794758067762247,0.5107421875,0.281,0.5862518807473364,0.5354817708333333,0.034,1.8986144656381552,0.5592447916666667,0.001,3.161100632543284
33pr,0.47005208333333337,0.937,-1.563179261296228,0.51171875,0.339,0.464174958720598,0.431640625,0.991,-2.3578708260343384,0.5865885416666667,0.0,4.458682138919044,0.5625,0.013,2.379038135064793,0.5716145833333333,0.01,2.481490238190004,0.5026041666666666,0.454,0.1175600251578853,0.4524739583333333,0.992,-2.459505390854978,0.5810546875,0.0,4.363605796208047
a24pr,0.5182291666666666,0.176,0.9366905168530124,0.5572916666666667,0.017,2.06554419150412,0.5325520833333333,0.116,1.2031642999552026,0.5927734375,0.0,4.828060989533986,0.544921875,0.058,1.5168183700430802,0.58203125,0.003,2.993605916593028,0.537109375,0.029,1.8693798233313117,0.533203125,0.05,1.6689994535389328,0.5794270833333334,0.0,4.123335517704464
p32pr,0.5651041666666666,0.0,3.383493839797606,0.5403645833333334,0.064,1.483637995487995,0.5904947916666667,0.0,3.490440986752934,0.7138671875,0.0,11.141433339285381,0.6451822916666667,0.0,5.32647956040048,0.7037760416666667,0.0,7.46179739903278,0.55078125,0.003,2.7190145208963776,0.525390625,0.107,1.2792085133064481,0.6419270833333333,0.0,7.580091135431312
a24,0.5152994791666666,0.212,0.7952399693643717,0.46223958333333337,0.921,-1.422180369261963,0.5423177083333334,0.062,1.548631966912934,0.5634765625,0.0,3.2228352798974407,0.56640625,0.007,2.504117519879184,0.5221354166666667,0.196,0.8409956010507093,0.51953125,0.158,0.9687747146835045,0.48990885416666663,0.708,-0.5014288786840786,0.5305989583333334,0.039,1.6708439930686698
d32,0.5390625,0.028,1.9536862993681694,0.49609375,0.557,-0.10898620347885118,0.5436197916666667,0.068,1.506331456878166,0.6041666666666667,0.0,5.298879318597184,0.5572916666666667,0.018,2.1760830659444217,0.599609375,0.001,3.7886315409505724,0.5218098958333333,0.13,1.1773101620401567,0.5227864583333334,0.111,1.2200794649804723,0.5777994791666667,0.0,4.015491046574278
8BM,0.5263671875,0.106,1.3003530219468904,0.513671875,0.313,0.5105489043106898,0.568359375,0.007,2.49580571965129,0.6243489583333333,0.0,6.440884837775023,0.5787760416666667,0.001,2.913626195499406,0.6373697916666667,0.0,4.960600484058518,0.5166015625,0.174,0.9008630395294526,0.5084635416666666,0.33,0.44267019603790464,0.6123046875,0.0,5.89615419026426
p32,0.513671875,0.238,0.694596979501415,0.513671875,0.295,0.5357211045338086,0.5364583333333333,0.074,1.3810942408347482,0.54296875,0.018,2.1522429653128263,0.501953125,0.475,0.06491592807901575,0.5651041666666667,0.01,2.3321339016014404,0.474609375,0.902,-1.2993846046670796,0.5227864583333334,0.108,1.2260030662833068,0.5286458333333333,0.054,1.6061484489378408
10r,0.5345052083333333,0.033,1.772250337297237,0.5247395833333334,0.183,0.8994951353753323,0.5384114583333333,0.094,1.3267034405321725,0.5862630208333333,0.0,4.320980667496819,0.5696614583333333,0.004,2.4724070919346355,0.5944010416666667,0.0,3.441658263356632,0.5152994791666667,0.215,0.8084598633793645,0.53515625,0.035,1.859760008070613,0.5598958333333333,0.003,3.2779099314168327
47m,0.5543619791666667,0.002,2.5969388688492776,0.5501302083333333,0.026,1.8114944410920073,0.57421875,0.004,2.562279190692958,0.59375,0.0,4.829217225298929,0.58203125,0.001,2.975770825034487,0.572265625,0.004,2.6296757434374998,0.50390625,0.407,0.22834631008305775,0.5494791666666666,0.004,2.618152891580545,0.583984375,0.0,4.181755909385344
8Av,0.5550130208333334,0.002,2.7786508684358813,0.5481770833333334,0.035,1.80414353925201,0.55078125,0.035,1.8010664719705798,0.6774088541666667,0.0,9.373424336534733,0.6328125,0.0,5.120447930012788,0.6829427083333333,0.0,6.839347631670816,0.5120442708333334,0.265,0.6297398441669338,0.5279947916666667,0.078,1.4425662856459558,0.6630859375,0.0,8.686643708435582
8Ad,0.5621744791666667,0.0,3.2462054226522197,0.5045572916666666,0.442,0.1807681143053964,0.5833333333333333,0.003,2.929026894309705,0.5940755208333333,0.0,5.026870828367309,0.5774739583333334,0.002,2.844902480946632,0.64453125,0.0,5.2669424603150325,0.5205078125,0.139,1.063193461952114,0.5361328125,0.035,1.8985631774743124,0.5882161458333334,0.0,4.706489335900074
9m,0.5703125,0.0,3.742247549937647,0.5266927083333334,0.149,1.0288861078271982,0.59765625,0.0,3.4655304709984547,0.6279296875,0.0,6.710060814295884,0.6126302083333333,0.0,4.164026888268795,0.6536458333333333,0.0,5.777291146591727,0.5416666666666667,0.019,2.111412788716378,0.546875,0.008,2.4010928162781524,0.5934244791666666,0.0,5.01742897230771
8BL,0.5266927083333333,0.093,1.3754338489879019,0.5091145833333334,0.362,0.36125217608871996,0.5260416666666667,0.175,0.9344267473146556,0.5979817708333333,0.0,5.044395676157691,0.591796875,0.001,3.402522124128024,0.6126302083333333,0.0,4.0338593747237885,0.4996744791666667,0.471,0.062811589739155,0.5231119791666667,0.109,1.2352413429408293,0.58203125,0.0,4.100515899729606
9p,0.5774739583333333,0.0,3.8342403279841744,0.5240885416666667,0.2,0.8858530819592789,0.5872395833333333,0.002,3.10642570365744,0.5940755208333333,0.0,4.8115613914660464,0.5384114583333333,0.076,1.4847469399260904,0.6145833333333333,0.0,4.0938430061922055,0.5250651041666667,0.103,1.2534764320680474,0.5498046875,0.005,2.5461677674538055,0.5452473958333334,0.011,2.3065679919030195
10d,0.5504557291666666,0.003,2.7244725725186094,0.5143229166666667,0.298,0.5153151075243202,0.517578125,0.268,0.6342246544158033,0.6256510416666667,0.0,6.511517806612969,0.5833333333333333,0.0,3.247596386906667,0.626953125,0.0,4.656465647905096,0.5009765625,0.497,-0.015533922638304973,0.509765625,0.315,0.5087079300473684,0.58984375,0.0,4.716653987441117
8C,0.57421875,0.0,3.8490989704230043,0.5553385416666666,0.017,2.0110790023906913,0.5696614583333333,0.006,2.5085783459239464,0.6526692708333333,0.0,7.716378356540287,0.6061197916666667,0.0,3.944351101283243,0.6393229166666667,0.0,5.050256585599872,0.5325520833333333,0.039,1.7184710093736917,0.5244140625,0.105,1.2838917301378872,0.6080729166666667,0.0,5.990442957086497
44,0.5260416666666666,0.091,1.3248082800822831,0.5240885416666666,0.198,0.8332026140624071,0.552734375,0.032,1.8186167752572646,0.6497395833333333,0.0,7.748496423209248,0.6328125,0.0,4.836772032493943,0.6471354166666667,0.0,5.5479519316196475,0.5423177083333333,0.015,2.1742986547154115,0.5068359375,0.362,0.38719154853475424,0.59765625,0.0,5.229628864235398
45,0.55078125,0.002,2.6197413389039306,0.529296875,0.164,1.0328261542308839,0.5611979166666667,0.007,2.2664979701500436,0.6598307291666667,0.0,8.219469980009592,0.6256510416666667,0.0,4.631455446651334,0.6438802083333333,0.0,5.2609951171467895,0.5221354166666667,0.136,1.136674926986545,0.5283203125,0.07,1.5189074306999912,0.6409505208333334,0.0,7.443709273382707
47l,0.5625,0.0,3.2532410820438753,0.5104166666666666,0.338,0.41152612281107714,0.5774739583333333,0.002,2.7797022345182243,0.6145833333333333,0.0,5.758591346882701,0.5944010416666667,0.0,3.427862952285317,0.6243489583333333,0.0,4.711566858901876,0.5247395833333333,0.103,1.259135664291078,0.5478515625,0.002,2.6093664897735,0.5843098958333334,0.0,4.4674420073915595
a47r,0.5397135416666666,0.013,2.1081588963375113,0.48111979166666663,0.763,-0.675970046595819,0.609375,0.0,4.02147330185209,0.6197916666666667,0.0,6.010118420546978,0.591796875,0.0,3.468363516174006,0.66796875,0.0,6.185927773281347,0.529296875,0.06,1.5653783276500521,0.5237630208333333,0.1,1.2574894516270398,0.5856119791666667,0.0,4.558049752670838
6r,0.6155598958333333,0.0,6.059805955067039,0.5983072916666667,0.0,3.581979588686719,0.6126302083333333,0.0,4.027068647555649,0.8037109375,0.0,16.53984380693898,0.7688802083333333,0.0,10.053834467171363,0.8248697916666667,0.0,12.39025721053152,0.5354817708333333,0.021,1.899822820964324,0.5625,0.0,3.249208799145179,0.7848307291666666,0.0,15.041393178959936
IFJa,0.6402994791666667,0.0,7.160605293110717,0.6321614583333333,0.0,4.7488107997658275,0.6321614583333333,0.0,4.639622640226851,0.77734375,0.0,14.077196205417055,0.7701822916666667,0.0,9.594545570078395,0.8033854166666667,0.0,11.130950657853202,0.5413411458333333,0.012,2.1572257911582615,0.6022135416666666,0.0,5.462762557586262,0.7604166666666667,0.0,13.707392098025698
IFJp,0.5836588541666666,0.0,4.068888775744183,0.5963541666666667,0.0,3.404181721364232,0.5852864583333334,0.001,3.0804525541006678,0.81640625,0.0,15.376324868213038,0.7799479166666667,0.0,9.99405861900226,0.7604166666666667,0.0,9.503401028882065,0.5703125,0.0,3.567251726256354,0.5263671875,0.076,1.4055275277497885,0.7796223958333334,0.0,14.436653975681802
IFSp,0.6438802083333333,0.0,7.271047340491627,0.6666666666666667,0.0,6.060746666374277,0.603515625,0.0,3.793931684438277,0.7861328125,0.0,14.740336314687674,0.7604166666666667,0.0,9.4329592947721,0.7864583333333333,0.0,10.891379679323583,0.5335286458333333,0.046,1.6414220357501343,0.5999348958333334,0.0,5.135528687236544,0.7239583333333334,0.0,11.909097700872614
IFSa,0.5833333333333333,0.0,4.162626954757562,0.5598958333333333,0.014,2.1940564685514365,0.6002604166666667,0.0,3.7315595521726954,0.7080078125,0.0,10.700541799800543,0.6901041666666667,0.0,6.884383790309368,0.7044270833333333,0.0,7.433246519837982,0.51171875,0.294,0.545464631223884,0.5735677083333333,0.0,3.983394752458925,0.6666666666666666,0.0,8.935597900940623
p9-46v,0.5621744791666666,0.0,3.1849220699369014,0.59375,0.0,3.2919552909045238,0.5846354166666667,0.0,3.118325339342344,0.7890625,0.0,15.040337239853736,0.703125,0.0,7.5101855621231115,0.810546875,0.0,11.649374485632988,0.5152994791666667,0.201,0.7892992183664377,0.548828125,0.005,2.58353485190495,0.7503255208333333,0.0,13.619132498133283
46,0.5882161458333333,0.0,4.559679736010739,0.576171875,0.001,2.8868657657452115,0.6022135416666667,0.0,3.8707071168161797,0.7353515625,0.0,12.103784544305606,0.6907552083333333,0.0,7.166392110082812,0.7415364583333333,0.0,8.809529932345674,0.533203125,0.037,1.688219197888696,0.5452473958333334,0.004,2.4753219897958902,0.7291666666666666,0.0,12.669781519352629
a9-46v,0.5738932291666667,0.0,3.8765773938450523,0.5045572916666666,0.441,0.15212007388820203,0.6022135416666667,0.0,3.7163908375268826,0.6966145833333333,0.0,10.13383361001358,0.6432291666666667,0.0,5.354784231435576,0.70703125,0.0,7.459793311831172,0.5279947916666667,0.067,1.4954464343495535,0.5367838541666667,0.02,2.021785236222997,0.6393229166666666,0.0,7.345144528345276
9-46d,0.5869140625,0.0,4.792745790729493,0.5651041666666666,0.007,2.5452981531073235,0.6041666666666667,0.0,3.78451208295259,0.6936848958333333,0.0,10.169722425593141,0.6653645833333333,0.0,6.071340189263611,0.703125,0.0,7.560667349877455,0.525390625,0.105,1.2930529398741981,0.5517578125,0.005,2.6189359613996217,0.6845703125,0.0,9.545615055707549
9a,0.548828125,0.003,2.632134687739506,0.48567708333333337,0.721,-0.5404340908383938,0.5729166666666666,0.0,2.694372594808797,0.6266276041666667,0.0,6.797141740901446,0.58984375,0.001,3.384364719963815,0.634765625,0.0,4.949097492881561,0.5052083333333334,0.395,0.25699691456231344,0.5397135416666667,0.02,2.0589937043756454,0.607421875,0.0,5.714422671640702
10v,0.5179036458333334,0.173,0.9183148276651268,0.46809895833333337,0.866,-1.1700953629394049,0.5455729166666667,0.05,1.6207140607762904,0.5638020833333333,0.0,3.173466359541192,0.5377604166666667,0.085,1.4112532595075147,0.5618489583333333,0.009,2.340585044582916,0.4886067708333333,0.698,-0.5264455722472643,0.5169270833333333,0.205,0.8824683501221481,0.5550130208333334,0.0,3.054635110550662
a10p,0.5231119791666666,0.121,1.1843385993247495,0.5579427083333333,0.023,1.9858728612175822,0.5260416666666666,0.198,0.894473764419305,0.5914713541666667,0.0,4.721978865416451,0.5546875,0.026,2.053228928096712,0.580078125,0.001,2.994494158306946,0.5244140625,0.115,1.2263900368533192,0.5302734375,0.056,1.6238134516660936,0.5660807291666666,0.0,3.541826675580777
