ROI,Feature_Decoding_Accuracy,Feature_Decoding_pval,Feature_Decoding_zval,Feature_Decoding_Accuracy(P),Feature_Decoding_pval(P),Feature_Decoding_zval(P),Feature_Decoding_Accuracy(WM),Feature_Decoding_pval(WM),Feature_Decoding_zval(WM),Task_Decoding_Accuracy,Task_Decoding_pval,Task_Decoding_zval,Task_Decoding_Accuracy(F),Task_Decoding_pval(F),Task_Decoding_zval(F),Task_Decoding_Accuracy(S),Task_Decoding_pval(S),Task_Decoding_zval(S),XOR_Decoding_Accuracy,XOR_Decoding_pval,XOR_Decoding_zval,CCGP_Feature_Decoding_Accuracy,CCGP_Feature_Decoding_pval,CCGP_Feature_Decoding_zval,CCGP_Task_Decoding_Accuracy,CCGP_Task_Decoding_pval,CCGP_Task_Decoding_zval,Shattering_Dimensionality
V1,0.5986328125,0.0,5.426523469439498,0.759765625,0.0,10.180530400346285,0.580078125,0.0,2.9836006168474576,0.994140625,0.0,26.97154840448038,0.99609375,0.0,18.86488450485072,0.990234375,0.0,18.86243363547661,0.65234375,0.0,8.08375288536659,0.46484375,0.971,-1.990356635901411,0.9921875,0.0,26.72091914657901,0.7483723958333334
MST,0.5322265625,0.056,1.6309214378187975,0.587890625,0.001,3.2397981944694854,0.498046875,0.543,-0.07868669486461143,0.8408203125,0.0,17.497865738607672,0.783203125,0.0,10.28528257906419,0.837890625,0.0,12.538350877091032,0.544921875,0.008,2.3389492803116205,0.4892578125,0.721,-0.5616383695451695,0.7919921875,0.0,15.616626012413407,0.6393229166666666
V6,0.5341796875,0.046,1.7729776917947613,0.552734375,0.031,1.8700090422933908,0.5078125,0.404,0.3025981970120534,0.720703125,0.0,11.998480005094898,0.701171875,0.0,7.366578310158983,0.740234375,0.0,8.996720690213886,0.537109375,0.026,1.9662183988251651,0.490234375,0.697,-0.49406073837707193,0.689453125,0.0,9.984329564392525,0.5973307291666666
V2,0.6123046875,0.0,6.206818195569239,0.779296875,0.0,10.514345799125609,0.603515625,0.0,4.035995927080446,0.9970703125,0.0,27.274069178012777,0.99609375,0.0,18.772554971506253,0.99609375,0.0,19.287728573540758,0.6201171875,0.0,6.27876683086853,0.52734375,0.06,1.642735315981939,0.998046875,0.0,28.857929290648574,0.7431640625
V3,0.63671875,0.0,7.365320238838125,0.794921875,0.0,11.228850377851103,0.5703125,0.001,2.7391640816662925,0.99609375,0.0,25.578864490349048,0.9921875,0.0,20.611571953153568,0.994140625,0.0,18.752883343991076,0.6416015625,0.0,7.675015125321294,0.55078125,0.001,2.9931971776175774,0.9931640625,0.0,27.95954374365125,0.7581380208333334
V4,0.6650390625,0.0,8.82881991669548,0.845703125,0.0,12.911748139785841,0.59375,0.001,3.755452301573065,0.990234375,0.0,25.11993693223649,0.984375,0.0,19.014965901247038,0.994140625,0.0,18.560139264025764,0.673828125,0.0,8.976651111076144,0.552734375,0.002,3.114834172384546,0.984375,0.0,27.955305131821437,0.7763671875
V8,0.62890625,0.0,6.29150685828802,0.72265625,0.0,8.005974774464638,0.521484375,0.221,0.7896612259263868,0.9697265625,0.0,23.759899223120186,0.966796875,0.0,17.329443746136114,0.974609375,0.0,17.627324845644925,0.60546875,0.0,5.269446846820157,0.560546875,0.0,3.410845930523599,0.9609375,0.0,24.599348139504254,0.7347005208333334
4,0.5,0.516,0.005333193546103239,0.529296875,0.157,1.0536292622989605,0.4765625,0.81,-0.8562621567600404,0.7744140625,0.0,14.633311174788087,0.765625,0.0,10.714456504674747,0.783203125,0.0,10.936063561311782,0.501953125,0.489,0.03830259647749072,0.4755859375,0.912,-1.3429819613786538,0.759765625,0.0,14.880182109508516,0.5921223958333334
3b,0.46484375,0.981,-1.9344994253837493,0.4296875,0.997,-2.7559095198329593,0.521484375,0.216,0.8005739548164296,0.65625,0.0,8.604352245311546,0.611328125,0.0,4.476553362463906,0.66796875,0.0,6.258903828563683,0.4794921875,0.868,-1.0905241920604718,0.49609375,0.605,-0.2190039634821032,0.66796875,0.0,9.329691975881664,0.5335286458333334
FEF,0.5693359375,0.0,3.596317331362758,0.607421875,0.0,4.048258811788735,0.501953125,0.473,0.11169583617263705,0.84375,0.0,18.005487804973246,0.837890625,0.0,12.39739349561303,0.875,0.0,14.408606227934824,0.5283203125,0.089,1.410511363077978,0.55859375,0.001,3.296614717729409,0.837890625,0.0,18.23060445527035,0.6471354166666666
PEF,0.5419921875,0.014,2.14371292669962,0.640625,0.0,5.15759154554521,0.50390625,0.445,0.14371556504844427,0.849609375,0.0,17.302665710416896,0.828125,0.0,12.085171824170915,0.86328125,0.0,13.322442013285615,0.5400390625,0.02,1.998688829257221,0.509765625,0.321,0.4904034249851298,0.8251953125,0.0,17.026317294172763,0.6438802083333334
55b,0.5634765625,0.0,3.291827058222815,0.607421875,0.0,3.848921822097859,0.529296875,0.13,1.1372807935793057,0.828125,0.0,17.18181131088806,0.798828125,0.0,11.184374152412058,0.818359375,0.0,11.452243588860595,0.5126953125,0.25,0.693475128602676,0.560546875,0.001,3.1477982062222742,0.7890625,0.0,15.255490838053548,0.634765625
V3A,0.5986328125,0.0,4.948046547797833,0.69140625,0.0,7.135223089858571,0.572265625,0.002,2.623581985392962,0.9423828125,0.0,21.955314275127154,0.916015625,0.0,15.657640040376265,0.953125,0.0,16.257133331441423,0.583984375,0.0,4.437948787560992,0.521484375,0.145,1.102105810073472,0.9345703125,0.0,22.80037324070992,0.7083333333333334
RSC,0.4931640625,0.663,-0.36651306221757335,0.5234375,0.178,0.9407062101871972,0.48046875,0.798,-0.7490404654186533,0.6318359375,0.0,6.897092621390557,0.6015625,0.0,3.728405871597897,0.6171875,0.0,4.339551285834568,0.5185546875,0.187,0.9250630712968742,0.4931640625,0.633,-0.34714318040979436,0.6142578125,0.0,6.018883380628187,0.5478515625
POS2,0.556640625,0.004,2.9856148354768783,0.65234375,0.0,5.664624803085051,0.5625,0.016,2.208626835145167,0.7705078125,0.0,13.960523524766762,0.70703125,0.0,7.435407726453345,0.83203125,0.0,12.165759486675647,0.5810546875,0.0,4.310743819281512,0.49609375,0.594,-0.21317420557406197,0.7431640625,0.0,13.518569585164949,0.6360677083333334
V7,0.62109375,0.0,6.213652191984874,0.673828125,0.0,6.418296903050972,0.564453125,0.017,2.2435696740211526,0.9228515625,0.0,21.528615308509803,0.921875,0.0,15.652333992337544,0.919921875,0.0,15.564517860285893,0.5771484375,0.0,4.023043885387961,0.55078125,0.004,2.847509955105754,0.912109375,0.0,22.679990663121558,0.70703125
IPS1,0.6572265625,0.0,8.064591212712749,0.734375,0.0,8.2592744008484,0.560546875,0.012,2.3024732138738297,0.9404296875,0.0,22.972587544678756,0.935546875,0.0,17.02149799026984,0.95703125,0.0,16.99606755253279,0.6181640625,0.0,6.057547316638669,0.5615234375,0.0,3.5280365291679363,0.939453125,0.0,22.93428001425999,0.7386067708333334
FFC,0.6708984375,0.0,9.117766363395022,0.8125,0.0,11.598605050144062,0.544921875,0.051,1.69797481022211,0.9267578125,0.0,22.773838663658093,0.92578125,0.0,16.285411725509846,0.91796875,0.0,15.684659190167013,0.5693359375,0.0,3.667569594117585,0.583984375,0.0,4.705663693143471,0.8876953125,0.0,21.11721623236979,0.7223307291666666
V3B,0.615234375,0.0,5.932875310844986,0.7578125,0.0,9.02738137388639,0.53515625,0.094,1.270137827612557,0.9248046875,0.0,20.823733369560628,0.9140625,0.0,14.677674980186916,0.947265625,0.0,15.88369527493822,0.6201171875,0.0,6.123637003502275,0.52734375,0.076,1.4517392367285822,0.892578125,0.0,20.92511254414599,0.7200520833333334
LO1,0.5908203125,0.0,4.341885386509062,0.67578125,0.0,6.131129351837419,0.54296875,0.061,1.5512612967914665,0.9248046875,0.0,21.206489348798023,0.912109375,0.0,14.918509395681186,0.931640625,0.0,16.002572019764703,0.5654296875,0.001,3.337631957080369,0.5234375,0.108,1.2630846026488975,0.92578125,0.0,22.47913847271959,0.6936848958333334
LO2,0.6708984375,0.0,8.710048789466924,0.744140625,0.0,8.693726620481508,0.537109375,0.081,1.3860948213578848,0.9697265625,0.0,23.31851091832393,0.966796875,0.0,17.15537802784086,0.978515625,0.0,17.455289033173248,0.595703125,0.0,4.912171325133457,0.560546875,0.0,3.3570489153749157,0.96875,0.0,24.830847456744493,0.7454427083333334
PIT,0.6728515625,0.0,8.721888829474937,0.783203125,0.0,10.329571491934571,0.564453125,0.005,2.3796071030534125,0.9609375,0.0,22.745404905384607,0.955078125,0.0,16.953220239843972,0.955078125,0.0,16.4839523326844,0.5888671875,0.0,4.638567407196937,0.5849609375,0.0,4.789017980421072,0.943359375,0.0,23.961477618228763,0.7408854166666666
MT,0.4619140625,0.976,-1.9747000239038144,0.556640625,0.015,2.04772590761209,0.494140625,0.612,-0.22650265778347367,0.8701171875,0.0,19.119666260878414,0.86328125,0.0,13.1557282523576,0.857421875,0.0,12.753343366680944,0.5859375,0.0,4.443943472774594,0.4208984375,1.0,-4.211401725536291,0.8486328125,0.0,19.14044030005355,0.6393229166666666
A1,0.53125,0.067,1.5438109191313567,0.53125,0.137,1.1201332593046647,0.51953125,0.264,0.6808427811552918,0.5830078125,0.0,4.173973471830796,0.513671875,0.337,0.46638331594626437,0.546875,0.039,1.6871231282014925,0.458984375,0.981,-2.0880028466402574,0.541015625,0.014,2.240233311094053,0.583984375,0.0,4.468975375044785,0.5244140625
PSL,0.5029296875,0.469,0.09533395341388422,0.552734375,0.024,1.9333299573839027,0.4765625,0.819,-0.8660252166505328,0.7490234375,0.0,12.389376119464883,0.712890625,0.0,7.505530138539054,0.7421875,0.0,9.315024268766447,0.5361328125,0.033,1.8066590393435724,0.4794921875,0.875,-1.112902596429222,0.7119140625,0.0,11.323825805635288,0.5960286458333334
SFL,0.447265625,0.999,-2.6928483391138167,0.48828125,0.7,-0.4481959302455642,0.4609375,0.938,-1.5250298075152857,0.6533203125,0.0,8.11886936223953,0.626953125,0.0,4.561379898264291,0.654296875,0.0,5.6493737478420725,0.52734375,0.073,1.435871188986271,0.453125,0.997,-2.617583976605838,0.6455078125,0.0,7.519817833156358,0.5426432291666666
PCV,0.53515625,0.03,1.8325772256114792,0.580078125,0.001,2.9844195368100275,0.529296875,0.152,1.051686506560569,0.650390625,0.0,7.726837993204468,0.646484375,0.0,5.565521686297791,0.623046875,0.0,4.575981141983634,0.529296875,0.067,1.4771160525340228,0.515625,0.214,0.8390129723942326,0.6240234375,0.0,6.726640869747085,0.5716145833333334
STV,0.5546875,0.002,2.7186264206757267,0.56640625,0.004,2.5222419377884777,0.5546875,0.027,1.9773078411931722,0.8046875,0.0,16.20460311607118,0.7578125,0.0,9.79377109633572,0.8125,0.0,12.078136639981404,0.52734375,0.076,1.425277728030461,0.5087890625,0.335,0.4686171600694048,0.779296875,0.0,15.056045676594698,0.62890625
7Pm,0.599609375,0.0,5.1147025449481225,0.63671875,0.0,5.039572650098173,0.576171875,0.002,2.661526444866512,0.7060546875,0.0,10.679598314041217,0.69140625,0.0,7.081243462428351,0.6796875,0.0,6.687623602997387,0.5107421875,0.294,0.5970623029670353,0.5908203125,0.0,4.774013390615286,0.6708984375,0.0,8.951141047734303,0.60546875
7m,0.5341796875,0.048,1.752075927612953,0.58203125,0.002,2.9877513430086657,0.513671875,0.323,0.512651285465423,0.65625,0.0,7.6683195304220755,0.65625,0.0,5.753387087819114,0.6328125,0.0,4.786119690957357,0.5283203125,0.079,1.4748530794363186,0.5048828125,0.402,0.2846559045294119,0.64453125,0.0,7.701941205431301,0.5729166666666666
POS1,0.5478515625,0.007,2.5386445159992013,0.611328125,0.0,4.060801201908584,0.56640625,0.011,2.499063848133993,0.7216796875,0.0,11.554515139744332,0.671875,0.0,6.367388105857522,0.72265625,0.0,8.407005701464685,0.5419921875,0.026,2.1355925774199847,0.5244140625,0.1,1.3011891921165712,0.681640625,0.0,9.66295565516695,0.6038411458333334
23d,0.48046875,0.847,-1.0041000363367087,0.48828125,0.67,-0.38483598291128107,0.5,0.498,0.039019857089791825,0.6416015625,0.0,6.8923658835839055,0.6171875,0.0,4.481682837846316,0.6328125,0.0,4.96231382213154,0.5068359375,0.374,0.345446912112875,0.4833984375,0.821,-0.9273593450477317,0.6005859375,0.0,5.301110905232609,0.54296875
v23ab,0.501953125,0.463,0.1058301043328435,0.505859375,0.424,0.23183647670761703,0.4765625,0.809,-0.7958166552493883,0.6416015625,0.0,7.137302997692463,0.619140625,0.0,4.334027572396524,0.611328125,0.0,4.160241844383083,0.5,0.513,-0.0033605666450792033,0.49609375,0.594,-0.20218399379089388,0.62109375,0.0,6.31579425092279,0.5478515625
