ROI,Feature_Decoding_Accuracy,Feature_Decoding_pval,Feature_Decoding_zval,Feature_Decoding_Accuracy(P),Feature_Decoding_pval(P),Feature_Decoding_zval(P),Feature_Decoding_Accuracy(WM),Feature_Decoding_pval(WM),Feature_Decoding_zval(WM),Task_Decoding_Accuracy,Task_Decoding_pval,Task_Decoding_zval,Task_Decoding_Accuracy(F),Task_Decoding_pval(F),Task_Decoding_zval(F),Task_Decoding_Accuracy(S),Task_Decoding_pval(S),Task_Decoding_zval(S),XOR_Decoding_Accuracy,XOR_Decoding_pval,XOR_Decoding_zval,CCGP_Feature_Decoding_Accuracy,CCGP_Feature_Decoding_pval,CCGP_Feature_Decoding_zval,CCGP_Task_Decoding_Accuracy,CCGP_Task_Decoding_pval,CCGP_Task_Decoding_zval,Shattering_Dimensionality
d23ab,0.5,0.524,0.005683056222984076,0.52734375,0.159,1.0194785747030461,0.4765625,0.799,-0.803149368923967,0.62109375,0.0,6.246054409991894,0.607421875,0.0,4.008546698928603,0.6015625,0.0,3.713434500903606,0.5361328125,0.038,1.929357530936734,0.4736328125,0.913,-1.380254590992465,0.5947265625,0.0,5.096618961467871,0.5524088541666666
31pv,0.4912109375,0.671,-0.40599910763781266,0.583984375,0.0,2.8895797190676658,0.5390625,0.084,1.4209724594634199,0.6298828125,0.0,6.649110986513984,0.6484375,0.0,5.357309282549449,0.62890625,0.0,4.780152930884248,0.5595703125,0.0,2.888724868884716,0.46484375,0.961,-1.7483222801992397,0.5576171875,0.001,3.111231840404905,0.5602213541666666
5m,0.46875,0.948,-1.5708635134082216,0.498046875,0.543,-0.1066695519804617,0.470703125,0.874,-1.079470005928679,0.6337890625,0.0,6.836558422867346,0.6015625,0.0,3.8334829102297037,0.623046875,0.0,4.452822546278709,0.5283203125,0.087,1.3871380436006584,0.4765625,0.89,-1.2322416885411354,0.615234375,0.0,6.2160163598895455,0.5436197916666666
5mv,0.5205078125,0.172,0.9883555863975877,0.58203125,0.001,2.962983678201597,0.439453125,0.988,-2.2480250363892744,0.6552734375,0.0,7.982155365781419,0.615234375,0.0,4.202136872701055,0.658203125,0.0,5.952193201297559,0.5078125,0.362,0.4316759593310577,0.48046875,0.892,-1.1165055869193405,0.6171875,0.0,6.664517582173941,0.5611979166666666
23c,0.5361328125,0.035,1.8832365056395821,0.54296875,0.061,1.5709260785870167,0.521484375,0.234,0.7485764945486382,0.73046875,0.0,11.457121863959681,0.658203125,0.0,5.922280644385453,0.716796875,0.0,7.875303770996085,0.52734375,0.095,1.3377296894429913,0.5146484375,0.234,0.7670921367698339,0.7099609375,0.0,11.094241827399333,0.5979817708333334
5L,0.5107421875,0.309,0.5490799150216891,0.515625,0.301,0.5543997603043723,0.51171875,0.367,0.40828419665121707,0.654296875,0.0,8.177764073804667,0.626953125,0.0,4.625416285383854,0.640625,0.0,5.180578418242546,0.5029296875,0.414,0.1920164885614869,0.4775390625,0.897,-1.2649897790675848,0.603515625,0.0,5.567305965020066,0.5559895833333334
24dd,0.5185546875,0.165,0.973793056496638,0.529296875,0.147,1.115119184888124,0.455078125,0.966,-1.7196355558724776,0.64453125,0.0,7.196001477340642,0.578125,0.003,2.8513477417723188,0.60546875,0.0,4.171865020479534,0.5068359375,0.393,0.3064308208192815,0.4853515625,0.806,-0.8229302759501732,0.6025390625,0.0,5.704049554785799,0.556640625
24dv,0.509765625,0.317,0.5043396462391608,0.451171875,0.97,-1.7980196601096528,0.484375,0.711,-0.5309118824028219,0.599609375,0.0,4.961488686996832,0.564453125,0.011,2.326072016111294,0.568359375,0.006,2.4999713382454987,0.4833984375,0.808,-0.8374110904049947,0.5009765625,0.47,0.08643298274058989,0.6220703125,0.0,6.6699417797581635,0.5309244791666666
7AL,0.544921875,0.01,2.3689608372342477,0.60546875,0.0,3.8857827248782706,0.505859375,0.426,0.2592321475583916,0.736328125,0.0,11.946940896405861,0.681640625,0.0,7.002222561707673,0.763671875,0.0,9.285584083938092,0.54296875,0.017,2.2678145430863252,0.4990234375,0.538,-0.0640686351229943,0.701171875,0.0,10.980825518824206,0.6080729166666666
SCEF,0.5419921875,0.023,2.0700637673507205,0.513671875,0.317,0.5159699375519929,0.541015625,0.071,1.5263120180041996,0.7763671875,0.0,14.763280699993617,0.716796875,0.0,7.839565567881418,0.763671875,0.0,9.910982909369919,0.4912109375,0.673,-0.42494579112610936,0.515625,0.212,0.809645862369874,0.744140625,0.0,13.640483284007948,0.6031901041666666
6ma,0.51953125,0.165,0.9907189521276218,0.541015625,0.069,1.4956712827165413,0.51171875,0.359,0.39999920504067904,0.732421875,0.0,12.48699831366533,0.681640625,0.0,7.012389129753216,0.74609375,0.0,8.63541056054771,0.51953125,0.165,1.0471147675067292,0.4990234375,0.543,-0.06695957543057739,0.7099609375,0.0,11.233810589436217,0.5904947916666666
7Am,0.529296875,0.085,1.4797165151013378,0.625,0.0,4.6448153494920925,0.4765625,0.826,-0.8743734113910063,0.7705078125,0.0,14.232784642170673,0.677734375,0.0,6.475214190870312,0.765625,0.0,9.729041219689783,0.5439453125,0.011,2.2762658657668124,0.4794921875,0.876,-1.0924089213216734,0.724609375,0.0,12.621659298291695,0.6145833333333334
7PL,0.5810546875,0.0,4.142573376350056,0.6484375,0.0,5.495072597781701,0.53125,0.117,1.222747565454924,0.7822265625,0.0,14.422622698231347,0.765625,0.0,9.944770008513942,0.798828125,0.0,11.064007860515764,0.529296875,0.081,1.461050049310946,0.5625,0.001,3.2873437628867546,0.751953125,0.0,13.540263169923966,0.630859375
7PC,0.5576171875,0.002,2.9864483636941865,0.6171875,0.0,4.249518370429631,0.533203125,0.123,1.1907541420433967,0.7646484375,0.0,13.116475864975683,0.755859375,0.0,9.737254086694358,0.7421875,0.0,9.295855195721044,0.5810546875,0.0,4.260307938178894,0.482421875,0.847,-1.0273185978118309,0.6953125,0.0,10.459418317432869,0.6344401041666666
LIPv,0.611328125,0.0,5.715716586308723,0.70703125,0.0,7.433615317868834,0.5625,0.012,2.3254619289369134,0.8759765625,0.0,18.601740527952238,0.8125,0.0,12.012604760911211,0.896484375,0.0,14.103161031035153,0.58984375,0.0,4.786014123908367,0.5400390625,0.018,2.17055135224155,0.8564453125,0.0,19.23744171524702,0.6923828125
VIP,0.5517578125,0.002,2.625457325095603,0.6328125,0.0,4.851171961439271,0.537109375,0.104,1.3189254656261944,0.7646484375,0.0,13.253462065411314,0.7578125,0.0,9.35856691175603,0.76171875,0.0,9.725485839414167,0.5966796875,0.0,4.890034206737018,0.498046875,0.578,-0.13148588169784445,0.7060546875,0.0,10.80148832292696,0.6376953125
MIP,0.5966796875,0.0,4.787681253718713,0.72265625,0.0,8.228345307514338,0.515625,0.321,0.5246933497121475,0.8193359375,0.0,16.349559749753222,0.767578125,0.0,9.70039503467222,0.81640625,0.0,11.655394012809086,0.58984375,0.0,4.5550823511755505,0.5234375,0.111,1.265362961628792,0.7607421875,0.0,14.02606103604153,0.6686197916666666
1,0.5263671875,0.073,1.4529244512355253,0.537109375,0.078,1.439148253059626,0.474609375,0.855,-0.9686721502998885,0.724609375,0.0,11.9828802988221,0.705078125,0.0,7.97287424054289,0.677734375,0.0,7.023925221110297,0.4990234375,0.534,-0.04784517149246687,0.5361328125,0.02,2.020450780708845,0.6787109375,0.0,9.930248902440395,0.5833333333333334
2,0.5185546875,0.175,0.9668261675573435,0.564453125,0.005,2.5033434424988594,0.525390625,0.159,0.9767017826390606,0.6689453125,0.0,9.457753203723357,0.677734375,0.0,7.114418394851086,0.62890625,0.0,4.978333871829439,0.5517578125,0.002,2.813872791535358,0.48046875,0.869,-1.0898516594115601,0.63671875,0.0,7.948809583052632,0.5797526041666666
3a,0.484375,0.792,-0.762220313044287,0.515625,0.328,0.5413415665068948,0.482421875,0.754,-0.6585335575619081,0.6513671875,0.0,7.777208045754864,0.61328125,0.0,4.274243804585089,0.623046875,0.0,4.639210923035373,0.4853515625,0.789,-0.761130497932352,0.5283203125,0.072,1.4679389195533528,0.6298828125,0.0,7.120667001183263,0.5403645833333334
6d,0.546875,0.008,2.454529449995298,0.515625,0.301,0.5760919852357557,0.48046875,0.788,-0.7447256785345678,0.8701171875,0.0,19.494677232820532,0.857421875,0.0,13.830189382749616,0.876953125,0.0,13.854663546278774,0.51171875,0.278,0.6015699843193211,0.5087890625,0.308,0.48772453722058573,0.8583984375,0.0,18.74013794506197,0.6429036458333334
6mp,0.546875,0.009,2.420611283720626,0.462890625,0.921,-1.4005497676518952,0.5078125,0.412,0.22794501165554554,0.671875,0.0,8.993290921290962,0.615234375,0.0,4.411468339366355,0.6796875,0.0,6.622235180902338,0.5078125,0.384,0.35795142144475495,0.509765625,0.314,0.49216852032676733,0.6298828125,0.0,7.365517197234524,0.5755208333333334
6v,0.533203125,0.049,1.6691421959351342,0.583984375,0.0,3.1037433289629504,0.5078125,0.384,0.33276771481636985,0.7451171875,0.0,12.598268576901264,0.732421875,0.0,8.57589910638475,0.708984375,0.0,7.944430740306566,0.5361328125,0.032,1.9514162599142906,0.4970703125,0.56,-0.12635517479074274,0.7197265625,0.0,12.14251564987866,0.6048177083333334
p24pr,0.49609375,0.6,-0.21831695313760707,0.49609375,0.598,-0.20106629984567614,0.513671875,0.322,0.522569473965918,0.6044921875,0.0,5.221763745952765,0.57421875,0.001,2.7228492459294036,0.55859375,0.024,2.1034580889573595,0.5087890625,0.32,0.49808373609794376,0.4853515625,0.769,-0.7089136059401322,0.587890625,0.0,4.651718742169166,0.5364583333333334
33pr,0.5234375,0.114,1.2549652148917547,0.568359375,0.007,2.5229151353027004,0.51171875,0.347,0.40993656226375746,0.6220703125,0.0,6.223414873866026,0.544921875,0.056,1.653431479293821,0.61328125,0.0,4.196500919353926,0.5263671875,0.093,1.3115509686073956,0.5029296875,0.448,0.13241371293255802,0.58984375,0.0,4.871816335273341,0.5572916666666666
a24pr,0.4990234375,0.522,-0.044779009202427604,0.505859375,0.441,0.1862044876210204,0.517578125,0.269,0.6551847509382405,0.6240234375,0.0,6.364922523248103,0.646484375,0.0,5.516627578059404,0.59375,0.0,3.5629891692057236,0.533203125,0.047,1.6706051166560743,0.5048828125,0.427,0.24102997277816207,0.603515625,0.0,5.502132454898004,0.5520833333333334
p32pr,0.4580078125,0.987,-2.1565414125014515,0.5,0.503,0.00465527032123063,0.43359375,0.996,-2.4462654537286075,0.576171875,0.0,3.8051639124912846,0.55859375,0.021,2.10929857908223,0.580078125,0.002,2.9315967830657734,0.5068359375,0.349,0.43362080034501166,0.4609375,0.978,-1.9955638743611912,0.576171875,0.0,3.9670751752156805,0.513671875
a24,0.498046875,0.566,-0.120327987804435,0.513671875,0.32,0.4862257917784183,0.515625,0.302,0.5545262915549136,0.60546875,0.0,5.506951994964985,0.595703125,0.0,3.452723240951641,0.591796875,0.002,3.3220713338153227,0.4921875,0.673,-0.4227413992484246,0.5107421875,0.276,0.5932981758171468,0.5791015625,0.0,4.555433635107019,0.5319010416666666
d32,0.4912109375,0.685,-0.4567020787876993,0.4921875,0.602,-0.24448472887791142,0.4765625,0.814,-0.8556346610383542,0.6298828125,0.0,6.358227364972647,0.619140625,0.0,4.435320898506147,0.599609375,0.001,3.6798084912244406,0.51953125,0.165,0.9572312414340225,0.482421875,0.844,-0.9682558203646411,0.60546875,0.0,5.4806977623550575,0.546875
8BM,0.50390625,0.435,0.23113950530301677,0.55859375,0.015,2.055403123387354,0.46484375,0.897,-1.2831864503802446,0.66796875,0.0,8.641444413447832,0.697265625,0.0,7.442325327027168,0.634765625,0.0,5.045598066847891,0.509765625,0.332,0.4799246368407582,0.494140625,0.624,-0.26078640913881107,0.6328125,0.0,7.046674313839642,0.560546875
p32,0.541015625,0.024,2.0974716572829117,0.55859375,0.018,2.040971507260978,0.4921875,0.634,-0.28534657040360967,0.6201171875,0.0,5.956074000455336,0.619140625,0.0,4.54124870037986,0.60546875,0.001,3.915997192889423,0.49609375,0.567,-0.15684630526853194,0.509765625,0.303,0.5136388133921691,0.6005859375,0.0,5.637024891002004,0.5524088541666666
10r,0.5458984375,0.011,2.3899856408728,0.53515625,0.098,1.3238804414451686,0.470703125,0.872,-1.1027910629627393,0.5771484375,0.0,4.073921507872548,0.60546875,0.0,3.8027014130258325,0.5859375,0.002,3.1675969461496254,0.4853515625,0.775,-0.7505276453116231,0.5205078125,0.138,1.077781115507392,0.5712890625,0.0,3.6783036614968343,0.5361328125
47m,0.5166015625,0.208,0.8231238278630487,0.56640625,0.009,2.4052361628813532,0.470703125,0.866,-1.0943557478606034,0.615234375,0.0,5.968210156173803,0.619140625,0.0,4.450388985896359,0.6171875,0.0,4.1928675337830805,0.5390625,0.021,1.9950461603461243,0.5048828125,0.386,0.30126062497815886,0.5693359375,0.0,3.6930157495650207,0.5569661458333334
8Av,0.470703125,0.943,-1.5399079936084623,0.462890625,0.918,-1.3771170886056154,0.51171875,0.354,0.4314712652520144,0.693359375,0.0,10.70195669754926,0.703125,0.0,7.653987089816099,0.642578125,0.0,5.351271184511997,0.53125,0.039,1.6885268445638053,0.4814453125,0.852,-1.0258964120562217,0.65625,0.0,8.280630728030058,0.5651041666666666
8Ad,0.5400390625,0.025,1.9680908122506664,0.5859375,0.0,3.081496160594519,0.48828125,0.691,-0.4556623168143858,0.6806640625,0.0,9.07502485009244,0.66796875,0.0,6.2194866544813046,0.662109375,0.0,6.207271604457877,0.52734375,0.075,1.4640554293748835,0.4921875,0.664,-0.41708625411121325,0.630859375,0.0,7.250843274071318,0.5826822916666666
9m,0.5849609375,0.0,4.368761884382479,0.630859375,0.0,4.776269677675472,0.55859375,0.018,2.1216399878438565,0.6728515625,0.0,9.26634070483603,0.662109375,0.0,5.977210743156907,0.6328125,0.0,4.908105075128352,0.5166015625,0.172,0.9346651792128435,0.5615234375,0.001,3.153156378447687,0.6435546875,0.0,8.055823768195244,0.5914713541666666
8BL,0.5,0.512,0.01885529709624867,0.48828125,0.663,-0.42460133721982574,0.470703125,0.861,-1.0556818076043846,0.671875,0.0,9.195385213842425,0.67578125,0.0,6.635690185453717,0.640625,0.0,5.126017988028366,0.5048828125,0.432,0.21310809840056574,0.4990234375,0.515,-0.015127903277221817,0.6376953125,0.0,7.3193596829585905,0.5589192708333334
9p,0.4921875,0.673,-0.39975450993115924,0.521484375,0.223,0.8275206239136257,0.46484375,0.911,-1.3215398739371311,0.65234375,0.0,7.955154622489135,0.62890625,0.0,4.756052124888696,0.611328125,0.0,4.341982200627003,0.5361328125,0.039,1.8429966711108023,0.47265625,0.936,-1.4888935016768161,0.626953125,0.0,6.8508028748531,0.5602213541666666
10d,0.4833984375,0.813,-0.856571776260699,0.52734375,0.153,1.0660163772623468,0.48046875,0.79,-0.7395206172582754,0.7060546875,0.0,10.504669600537392,0.689453125,0.0,7.050989561771425,0.681640625,0.0,6.698938711692878,0.505859375,0.39,0.29792012608398194,0.4951171875,0.613,-0.2623639615620765,0.666015625,0.0,8.81052917107847,0.5651041666666666
