ROI,Feature_Decoding_Accuracy,Feature_Decoding_pval,Feature_Decoding_zval,Feature_Decoding_Accuracy(P),Feature_Decoding_pval(P),Feature_Decoding_zval(P),Feature_Decoding_Accuracy(WM),Feature_Decoding_pval(WM),Feature_Decoding_zval(WM),Task_Decoding_Accuracy,Task_Decoding_pval,Task_Decoding_zval,Task_Decoding_Accuracy(F),Task_Decoding_pval(F),Task_Decoding_zval(F),Task_Decoding_Accuracy(S),Task_Decoding_pval(S),Task_Decoding_zval(S),XOR_Decoding_Accuracy,XOR_Decoding_pval,XOR_Decoding_zval,CCGP_Feature_Decoding_Accuracy,CCGP_Feature_Decoding_pval,CCGP_Feature_Decoding_zval,CCGP_Task_Decoding_Accuracy,CCGP_Task_Decoding_pval,CCGP_Task_Decoding_zval,Shattering_Dimensionality
V1,0.6005859375,0.0,5.562998561324115,0.654296875,0.0,5.668034605036138,0.572265625,0.003,2.8245793276670637,0.9970703125,0.0,26.62463563152326,0.98828125,0.0,18.6584939525822,0.99609375,0.0,19.004009955130766,0.568359375,0.0,3.7772337963069456,0.51953125,0.14,1.0782547033028853,0.9921875,0.0,26.616384615369284,0.7220052083333334
"V2, V3 & V4",0.66796875,0.0,8.892573161949548,0.75,0.0,9.253840291343126,0.64453125,0.0,5.329836642208369,0.9951171875,0.0,26.378784545247385,0.994140625,0.0,18.012604642357413,0.99609375,0.0,18.1441628097412,0.599609375,0.0,5.39334222151615,0.607421875,0.0,6.176043176600901,0.9931640625,0.0,26.13933272255115,0.7542317708333334
DorsalVisual,0.7216796875,0.0,12.429055690291342,0.7734375,0.0,10.473839457036632,0.658203125,0.0,6.146093421012125,0.974609375,0.0,25.64351442679363,0.9375,0.0,16.464172230840965,0.978515625,0.0,17.625478207083102,0.5615234375,0.001,3.2714535265592004,0.658203125,0.0,8.930128468674901,0.955078125,0.0,26.137828140191512,0.7526041666666666
VentralVisual,0.7392578125,0.0,12.723437892722096,0.783203125,0.0,10.829341116982103,0.708984375,0.0,7.711485439949752,0.9912109375,0.0,25.894145695639363,0.98828125,0.0,18.42972531362379,0.9765625,0.0,18.413628289016454,0.5673828125,0.0,3.69223742090123,0.671875,0.0,9.346249387842825,0.9794921875,0.0,25.07651156796758,0.7659505208333334
MT+Complex,0.732421875,0.0,12.491698155381957,0.759765625,0.0,9.923326180922311,0.755859375,0.0,9.49167540688983,0.9638671875,0.0,26.437549905984678,0.947265625,0.0,16.793888142117435,0.95703125,0.0,18.22962841753251,0.5390625,0.017,2.1480791391222134,0.6767578125,0.0,9.877783310755147,0.94921875,0.0,25.73336505155216,0.7451171875
Somatosensory & Motor,0.5595703125,0.0,3.3006425546002696,0.5390625,0.068,1.4361287875731608,0.52734375,0.154,1.1013437960688888,0.8896484375,0.0,20.051204598622054,0.861328125,0.0,13.831855578643342,0.869140625,0.0,13.986202901925502,0.5185546875,0.172,0.9625389028419381,0.541015625,0.01,2.206354882523326,0.869140625,0.0,19.47739467258482,0.6559244791666666
Paracentral & MidCingulate,0.5478515625,0.003,2.652012399723887,0.615234375,0.0,4.4160327023977635,0.544921875,0.055,1.6511150406687969,0.8671875,0.0,20.192721837038874,0.83203125,0.0,12.588509750917057,0.857421875,0.0,13.117064899566016,0.513671875,0.24,0.6885887449838399,0.5400390625,0.019,2.177285594289407,0.8447265625,0.0,18.515489668399983,0.6429036458333334
Premotor,0.6259765625,0.0,7.02672492273148,0.6796875,0.0,6.761373067585825,0.615234375,0.0,4.3780002348577485,0.9404296875,0.0,24.15180755036691,0.892578125,0.0,15.535200242297037,0.939453125,0.0,17.068619306781308,0.5078125,0.357,0.42488022836272643,0.6064453125,0.0,5.736333060976664,0.92578125,0.0,22.64293767184656,0.69140625
PosteriorOpercular,0.537109375,0.028,2.0626276327787934,0.51171875,0.369,0.4124336525172977,0.548828125,0.024,1.8299131145684746,0.7822265625,0.0,15.497243733009821,0.7578125,0.0,9.56752157728123,0.740234375,0.0,8.990627199462576,0.513671875,0.238,0.7785219035296114,0.505859375,0.407,0.24943089589373194,0.763671875,0.0,14.443292201197002,0.6110026041666666
EarlyAuditory,0.498046875,0.563,-0.10658650443465763,0.49609375,0.589,-0.21049657452045098,0.517578125,0.274,0.6449682971297028,0.7138671875,0.0,11.207581924189512,0.736328125,0.0,9.29657028849404,0.697265625,0.0,7.561649069621515,0.509765625,0.305,0.5474907489661862,0.509765625,0.295,0.5652949590673044,0.728515625,0.0,13.181759829262065,0.5738932291666666
