ROI,Feature_Decoding_Accuracy,Feature_Decoding_pval,Feature_Decoding_zval,Feature_Decoding_Accuracy(P),Feature_Decoding_pval(P),Feature_Decoding_zval(P),Feature_Decoding_Accuracy(WM),Feature_Decoding_pval(WM),Feature_Decoding_zval(WM),Task_Decoding_Accuracy,Task_Decoding_pval,Task_Decoding_zval,Task_Decoding_Accuracy(F),Task_Decoding_pval(F),Task_Decoding_zval(F),Task_Decoding_Accuracy(S),Task_Decoding_pval(S),Task_Decoding_zval(S),XOR_Decoding_Accuracy,XOR_Decoding_pval,XOR_Decoding_zval,CCGP_Feature_Decoding_Accuracy,CCGP_Feature_Decoding_pval,CCGP_Feature_Decoding_zval,CCGP_Task_Decoding_Accuracy,CCGP_Task_Decoding_pval,CCGP_Task_Decoding_zval,Shattering_Dimensionality
V1,0.6005859375,0.0,5.563636653812878,0.654296875,0.0,5.672119389979341,0.572265625,0.003,2.824725876802188,0.9970703125,0.0,26.626220334527456,0.98828125,0.0,18.6394216278663,0.99609375,0.0,19.020195519161284,0.568359375,0.0,3.7778673652144468,0.51953125,0.14,1.0784647485169687,0.9921875,0.0,26.612279061030506,0.7220052083333334
MST,0.51953125,0.172,0.9854905532078242,0.5390625,0.104,1.3179329245861968,0.5390625,0.085,1.3942714777321727,0.7470703125,0.0,12.66327873800189,0.728515625,0.0,8.694290649411519,0.71875,0.0,7.96686369202536,0.51953125,0.183,0.9477507750396968,0.5146484375,0.241,0.7372388583912564,0.728515625,0.0,11.760769176756906,0.5953776041666666
V6,0.5390625,0.019,2.039755558452275,0.625,0.0,4.84670054542542,0.50390625,0.46,0.1578750998179397,0.79296875,0.0,14.71476958108116,0.74609375,0.0,9.245937855572096,0.77734375,0.0,10.232176657962336,0.552734375,0.006,2.7054888857120165,0.5224609375,0.107,1.2531831758784953,0.7509765625,0.0,13.266714767019998,0.6282552083333334
V2,0.623046875,0.0,6.941713642335306,0.6796875,0.0,6.559492722717089,0.607421875,0.0,4.095472711710157,0.9951171875,0.0,27.06363712526552,0.994140625,0.0,18.311890118476576,0.994140625,0.0,18.471539830892723,0.5400390625,0.015,2.207511724598083,0.5693359375,0.001,4.0013782173773835,0.9951171875,0.0,27.63435011086502,0.7194010416666666
V3,0.6640625,0.0,8.64349041662618,0.708984375,0.0,7.794619535306514,0.60546875,0.0,3.9663514474137016,0.9921875,0.0,27.29266949798473,0.98046875,0.0,18.864520786964544,0.994140625,0.0,19.137897588247714,0.5615234375,0.0,3.3023092735241155,0.58203125,0.0,4.8423113578876436,0.990234375,0.0,27.50966149176519,0.7392578125
V4,0.6337890625,0.0,7.24112361115354,0.712890625,0.0,8.070065033863322,0.607421875,0.0,4.2241604676778834,0.9921875,0.0,25.371549345224196,0.990234375,0.0,18.81534379187993,0.994140625,0.0,18.44184990199539,0.56640625,0.0,3.4939406895204637,0.5947265625,0.0,5.56014139136939,0.9912109375,0.0,27.424061186580566,0.7307942708333334
V8,0.6142578125,0.0,5.92305317280993,0.697265625,0.0,7.469255182011509,0.564453125,0.012,2.3464048162014186,0.9248046875,0.0,21.422878409835107,0.919921875,0.0,15.151463623475925,0.935546875,0.0,16.44501810022777,0.5673828125,0.0,3.376445966274565,0.548828125,0.003,2.6892956491638937,0.9130859375,0.0,22.510789638232843,0.7021484375
4,0.5146484375,0.241,0.7605791393234556,0.505859375,0.418,0.1796489684440858,0.482421875,0.756,-0.6587790255294068,0.7490234375,0.0,13.317490222890997,0.728515625,0.0,8.451852756179385,0.74609375,0.0,9.025149768653183,0.5,0.475,0.051734000228549105,0.4873046875,0.755,-0.6443931692093755,0.74609375,0.0,13.132806036683293,0.587890625
3b,0.4990234375,0.539,-0.07924505186907495,0.505859375,0.446,0.1812204662697132,0.515625,0.284,0.6022722752585434,0.78515625,0.0,15.125326128171652,0.806640625,0.0,11.967277588342741,0.810546875,0.0,11.968728364667916,0.5205078125,0.129,1.116477139456527,0.5078125,0.348,0.46225496000444133,0.7802734375,0.0,16.093466959340027,0.6015625
FEF,0.52734375,0.112,1.2981597285832427,0.556640625,0.018,2.1358324882311415,0.60546875,0.0,3.877932452018759,0.8662109375,0.0,18.873728743361042,0.83984375,0.0,12.656559485196427,0.869140625,0.0,13.650265029416097,0.4814453125,0.814,-0.9129494585697668,0.5302734375,0.053,1.6756512587260246,0.8603515625,0.0,18.738665835575915,0.625
