ROI,Feature_Decoding_Accuracy,Feature_Decoding_pval,Feature_Decoding_zval,Feature_Decoding_Accuracy(P),Feature_Decoding_pval(P),Feature_Decoding_zval(P),Feature_Decoding_Accuracy(WM),Feature_Decoding_pval(WM),Feature_Decoding_zval(WM),Task_Decoding_Accuracy,Task_Decoding_pval,Task_Decoding_zval,Task_Decoding_Accuracy(F),Task_Decoding_pval(F),Task_Decoding_zval(F),Task_Decoding_Accuracy(S),Task_Decoding_pval(S),Task_Decoding_zval(S),XOR_Decoding_Accuracy,XOR_Decoding_pval,XOR_Decoding_zval,CCGP_Feature_Decoding_Accuracy,CCGP_Feature_Decoding_pval,CCGP_Feature_Decoding_zval,CCGP_Task_Decoding_Accuracy,CCGP_Task_Decoding_pval,CCGP_Task_Decoding_zval,Shattering_Dimensionality
V1,0.5986328125,0.0,5.426523469439498,0.759765625,0.0,10.180530400346285,0.580078125,0.0,2.9836006168474576,0.994140625,0.0,26.97154840448038,0.99609375,0.0,18.86488450485072,0.990234375,0.0,18.86243363547661,0.65234375,0.0,8.08375288536659,0.46484375,0.971,-1.990356635901411,0.9921875,0.0,26.72091914657901,0.7483723958333334
"V2, V3 & V4",0.7080078125,0.0,11.975348838611918,0.873046875,0.0,14.015171100592648,0.6328125,0.0,5.1833182177962325,0.9990234375,0.0,27.851123907013186,0.998046875,0.0,18.85794461479964,0.998046875,0.0,18.61868124648447,0.673828125,0.0,9.354167843715667,0.5361328125,0.014,2.1641854315264983,0.998046875,0.0,27.868792252228214,0.7936197916666666
DorsalVisual,0.681640625,0.0,9.98073623467821,0.81640625,0.0,12.009534779736127,0.603515625,0.0,3.9221231589367616,0.9794921875,0.0,24.963279401012723,0.97265625,0.0,18.301237363839316,0.9765625,0.0,18.898266432311367,0.6552734375,0.0,8.271130785035515,0.525390625,0.073,1.5052234823356643,0.9697265625,0.0,26.312055986686605,0.7721354166666666
VentralVisual,0.71875,0.0,12.297618532394727,0.90234375,0.0,15.101782258337868,0.53515625,0.088,1.3928715387784547,0.98828125,0.0,27.99434519929659,0.98046875,0.0,18.805184684733796,0.984375,0.0,18.88436777482006,0.6328125,0.0,7.65576279263272,0.6181640625,0.0,6.881320211875207,0.98046875,0.0,27.789019670047136,0.7799479166666666
MT+Complex,0.673828125,0.0,9.409898541068593,0.818359375,0.0,12.254880390417128,0.60546875,0.0,4.09019683367169,0.9912109375,0.0,26.097539063933063,0.986328125,0.0,18.681065911358687,0.984375,0.0,18.98210679206678,0.638671875,0.0,7.732460795078197,0.5556640625,0.0,3.184514549379626,0.9853515625,0.0,27.11268884517384,0.7679036458333334
Somatosensory & Motor,0.5341796875,0.034,1.8689948380304333,0.5546875,0.022,2.037754413131839,0.51953125,0.256,0.7030993270228308,0.8125,0.0,17.604425776243403,0.791015625,0.0,11.797354400133434,0.791015625,0.0,11.291357407660646,0.53515625,0.025,1.979847035986622,0.498046875,0.527,-0.03850008384535536,0.7880859375,0.0,15.56609600983469,0.6272786458333334
Paracentral & MidCingulate,0.5361328125,0.027,2.000866642468761,0.5234375,0.214,0.8769540652492359,0.529296875,0.144,1.1469657733278344,0.779296875,0.0,15.663815939626454,0.736328125,0.0,9.287838499245735,0.787109375,0.0,10.909858327324354,0.509765625,0.296,0.5355394059614474,0.51171875,0.253,0.6973423582639033,0.7734375,0.0,15.220455772722602,0.6083984375
Premotor,0.6064453125,0.0,5.747169106524419,0.755859375,0.0,9.723749502293128,0.498046875,0.519,-0.0275669924658832,0.94140625,0.0,23.228398602490284,0.927734375,0.0,17.043451826212426,0.953125,0.0,17.220871535043845,0.56640625,0.0,3.4931152624954103,0.5576171875,0.0,3.32881357129264,0.91015625,0.0,23.399492483040007,0.7047526041666666
PosteriorOpercular,0.560546875,0.002,3.1552309885387997,0.57421875,0.003,2.8830577525136816,0.548828125,0.024,1.9171849425432022,0.685546875,0.0,10.144898677863893,0.673828125,0.0,6.789402710660954,0.6875,0.0,7.397830215361181,0.5302734375,0.051,1.6364155088273133,0.5380859375,0.024,2.1360133468277325,0.6591796875,0.0,8.892586977943173,0.5921223958333334
EarlyAuditory,0.5009765625,0.494,0.06286252799701748,0.51953125,0.236,0.7535841302735046,0.52734375,0.149,1.073814755281954,0.625,0.0,7.035568579954122,0.587890625,0.001,3.4452524486581417,0.611328125,0.0,4.465441639565239,0.5009765625,0.464,0.11987168191647864,0.4658203125,0.976,-1.8840666931962777,0.609375,0.0,6.113041210254268,0.5423177083333334
AuditoryAssociation,0.51953125,0.168,1.056890423643151,0.494140625,0.6,-0.21629556141243714,0.505859375,0.45,0.17758746080079496,0.802734375,0.0,16.845481226282544,0.736328125,0.0,9.082531708187524,0.755859375,0.0,10.089737213996814,0.4775390625,0.923,-1.3611499855368774,0.4990234375,0.534,-0.0660564047685329,0.7587890625,0.0,14.56771623046442,0.5999348958333334
Insular & FrontoOpercular,0.5224609375,0.104,1.2856296711197726,0.564453125,0.007,2.3780013813046423,0.4921875,0.625,-0.30867345630991716,0.740234375,0.0,13.158358106651962,0.73046875,0.0,9.295023422597387,0.732421875,0.0,8.915596807253173,0.5048828125,0.419,0.2623044749177002,0.513671875,0.247,0.7068848282698781,0.6826171875,0.0,10.223308135369678,0.5891927083333334
MedialTemporal,0.64453125,0.0,7.792434645420208,0.765625,0.0,9.813098682757886,0.529296875,0.154,1.0599468923206683,0.859375,0.0,20.301745577941162,0.8359375,0.0,12.843772642926147,0.890625,0.0,15.01902966200803,0.5517578125,0.004,2.7632994162646622,0.5693359375,0.002,3.8571434740032826,0.796875,0.0,16.20762478577675,0.6852213541666666
