ROI,Feature_Decoding_Accuracy,Feature_Decoding_pval,Feature_Decoding_zval,Feature_Decoding_Accuracy(P),Feature_Decoding_pval(P),Feature_Decoding_zval(P),Feature_Decoding_Accuracy(WM),Feature_Decoding_pval(WM),Feature_Decoding_zval(WM),Task_Decoding_Accuracy,Task_Decoding_pval,Task_Decoding_zval,Task_Decoding_Accuracy(F),Task_Decoding_pval(F),Task_Decoding_zval(F),Task_Decoding_Accuracy(S),Task_Decoding_pval(S),Task_Decoding_zval(S),XOR_Decoding_Accuracy,XOR_Decoding_pval,XOR_Decoding_zval,CCGP_Feature_Decoding_Accuracy,CCGP_Feature_Decoding_pval,CCGP_Feature_Decoding_zval,CCGP_Task_Decoding_Accuracy,CCGP_Task_Decoding_pval,CCGP_Task_Decoding_zval,Shattering_Dimensionality
V1,0.6878255208333333,0.0,9.911734580371228,0.75390625,0.0,9.589055925192033,0.6614583333333333,0.0,6.3722911348440565,0.9254557291666667,0.0,22.451769891895925,0.91796875,0.0,16.35525915938435,0.9036458333333333,0.0,15.735122442248862,0.5628255208333333,0.001,3.2449476900843615,0.6305338541666666,0.0,7.065338194776506,0.8776041666666666,0.0,21.37285955184974,0.725368923611111
"V2, V3 & V4",0.7532552083333333,0.0,14.071385323677346,0.7421875,0.0,9.33588868728199,0.7630208333333333,0.0,10.467574438452985,0.9677734375,0.0,25.523712510773283,0.9563802083333333,0.0,18.34927447339289,0.9700520833333333,0.0,17.92194224284132,0.6803385416666667,0.0,9.800608080518444,0.6451822916666667,0.0,8.162429768029488,0.92578125,0.0,24.064335006618613,0.8004557291666666
DorsalVisual,0.6705729166666667,0.0,9.106620040347703,0.6321614583333333,0.0,4.964373728491992,0.736328125,0.0,8.842698697946709,0.8190104166666667,0.0,17.266422783110926,0.8365885416666667,0.0,12.193755868490648,0.8509114583333333,0.0,13.228496621546427,0.5725911458333333,0.0,4.015801781625388,0.61328125,0.0,6.15959479599742,0.7701822916666666,0.0,14.919667708710083,0.6873914930555557
VentralVisual,0.7327473958333333,0.0,12.0839726932609,0.7591145833333333,0.0,9.678737776342896,0.7194010416666667,0.0,8.394262884365922,0.8984375,0.0,21.209495216282022,0.87890625,0.0,14.361643343297118,0.888671875,0.0,15.054980447466287,0.5621744791666667,0.0,3.352407536636434,0.6875,0.0,10.33586395141689,0.8636067708333334,0.0,20.41979653056018,0.7311197916666666
MT+Complex,0.7171223958333333,0.0,11.540803272099321,0.6490885416666667,0.0,5.719149324233174,0.7604166666666667,0.0,9.702345319754356,0.8287760416666667,0.0,17.54093473900633,0.8196614583333333,0.0,12.261148753637064,0.8776041666666667,0.0,14.075156178306353,0.6194661458333333,0.0,6.37814404958196,0.6236979166666666,0.0,6.784231979095191,0.7734375,0.0,15.120122159070421,0.7217881944444443
Somatosensory & Motor,0.5260416666666667,0.081,1.416622046309496,0.529296875,0.153,1.0762375557301018,0.5397135416666666,0.087,1.4090732517164613,0.6764322916666667,0.0,9.725947211867984,0.6640625,0.0,6.204126878806073,0.685546875,0.0,7.43770226976843,0.521484375,0.115,1.1572888096852445,0.49348958333333337,0.643,-0.34656159070212383,0.658203125,0.0,8.511575123688575,0.5746527777777778
Paracentral & MidCingulate,0.5804036458333333,0.0,4.299364747925453,0.6139322916666667,0.0,4.271580457234499,0.58203125,0.0,3.190843200674683,0.7027994791666667,0.0,11.000590606731967,0.6861979166666667,0.0,7.303832214664771,0.70703125,0.0,8.091119825792916,0.4899088541666667,0.695,-0.5342001566938058,0.5660807291666666,0.0,3.6657513162555984,0.6888020833333334,0.0,10.502966979468669,0.591037326388889
Premotor,0.6455078125,0.0,7.671790178030209,0.654296875,0.0,5.531956931732345,0.6334635416666667,0.0,4.9285729658613056,0.8004557291666667,0.0,16.3875370059378,0.78125,0.0,10.614466306715888,0.787109375,0.0,11.149285254975842,0.5458984375,0.001,2.558616516620275,0.6236979166666666,0.0,6.6125634369550434,0.771484375,0.0,15.51780188888719,0.6639539930555556
PosteriorOpercular,0.5247395833333333,0.083,1.302419613801101,0.4947916666666667,0.557,-0.17055967510025014,0.513671875,0.335,0.48473757427755604,0.599609375,0.0,5.448143838238827,0.6106770833333333,0.0,4.262934148023179,0.6067708333333333,0.0,4.093504039527103,0.49544270833333337,0.601,-0.22555344601711455,0.5087890625,0.306,0.48736536134119973,0.5992838541666666,0.0,5.595638107155936,0.5399305555555555
EarlyAuditory,0.5107421875,0.289,0.55743064575543,0.5240885416666666,0.168,0.8995914257652645,0.5384114583333333,0.081,1.4062691523105333,0.6018880208333333,0.0,5.213409210111263,0.5904947916666667,0.001,3.3499902379432323,0.58984375,0.0,3.2868596197807975,0.5231119791666667,0.125,1.1859700915174003,0.4856770833333333,0.776,-0.7399363317271723,0.55859375,0.0,3.2516823530208105,0.5452473958333334
