ROI,Feature_Decoding_Accuracy,Feature_Decoding_pval,Feature_Decoding_zval,Feature_Decoding_Accuracy(P),Feature_Decoding_pval(P),Feature_Decoding_zval(P),Feature_Decoding_Accuracy(WM),Feature_Decoding_pval(WM),Feature_Decoding_zval(WM),Task_Decoding_Accuracy,Task_Decoding_pval,Task_Decoding_zval,Task_Decoding_Accuracy(F),Task_Decoding_pval(F),Task_Decoding_zval(F),Task_Decoding_Accuracy(S),Task_Decoding_pval(S),Task_Decoding_zval(S),XOR_Decoding_Accuracy,XOR_Decoding_pval,XOR_Decoding_zval,CCGP_Feature_Decoding_Accuracy,CCGP_Feature_Decoding_pval,CCGP_Feature_Decoding_zval,CCGP_Task_Decoding_Accuracy,CCGP_Task_Decoding_pval,CCGP_Task_Decoding_zval,Shattering_Dimensionality
V1,0.6845703125,0.0,9.925770608729868,0.728515625,0.0,8.829858174646198,0.666015625,0.0,6.518101749052205,0.9169921875,0.0,23.11117967056566,0.916015625,0.0,15.88549073865795,0.89453125,0.0,15.12408062919704,0.5810546875,0.0,4.410518210714358,0.623046875,0.0,6.992747547523808,0.8603515625,0.0,20.490104921655497,0.7275390625
"V2, V3 & V4",0.736328125,0.0,12.614362096397121,0.736328125,0.0,9.526696140793469,0.763671875,0.0,10.614854990853521,0.9599609375,0.0,25.88035406754556,0.943359375,0.0,17.432498348138843,0.962890625,0.0,18.220524434076957,0.6572265625,0.0,8.332067770792165,0.65625,0.0,8.687469395603754,0.908203125,0.0,23.58001488603271,0.7845052083333334
DorsalVisual,0.6728515625,0.0,9.282127570279291,0.646484375,0.0,5.593705383248865,0.720703125,0.0,8.30282713139082,0.826171875,0.0,17.603960165360043,0.83203125,0.0,13.263024751923535,0.845703125,0.0,12.845119180710887,0.5810546875,0.0,4.327067261062058,0.60546875,0.0,5.89331265525749,0.7607421875,0.0,14.25403783700009,0.693359375
VentralVisual,0.708984375,0.0,11.32741495040778,0.759765625,0.0,9.876938705814446,0.701171875,0.0,7.934368794795582,0.884765625,0.0,20.635610595235732,0.85546875,0.0,14.327307522351619,0.8671875,0.0,14.554312536917857,0.5712890625,0.0,4.022638352828965,0.6806640625,0.0,10.07400407145526,0.853515625,0.0,20.661877402001775,0.7216796875
MT+Complex,0.7041015625,0.0,10.644686253938204,0.66796875,0.0,6.451847244776815,0.779296875,0.0,10.613126381787676,0.830078125,0.0,18.16955274421548,0.810546875,0.0,11.564905950922238,0.8515625,0.0,13.793174055599932,0.58984375,0.0,4.8601394464236245,0.6259765625,0.0,7.147958394308032,0.7802734375,0.0,15.674426198464614,0.7080078125
Somatosensory & Motor,0.5185546875,0.172,1.055073478710787,0.50390625,0.454,0.17366225570071198,0.52734375,0.156,1.04279928449688,0.6787109375,0.0,9.775059478600912,0.662109375,0.0,6.49150939157429,0.6875,0.0,7.656758726672357,0.5302734375,0.06,1.5967276024455233,0.490234375,0.732,-0.6246695588130644,0.662109375,0.0,9.396055363653026,0.5758463541666666
Paracentral & MidCingulate,0.57421875,0.0,3.9412416067512748,0.57421875,0.001,2.84943001189269,0.5546875,0.015,2.179088599918696,0.6953125,0.0,10.220351776148663,0.669921875,0.0,6.6598419445478525,0.685546875,0.0,6.996607043029062,0.4951171875,0.588,-0.2042403082081666,0.57421875,0.0,4.0612452627418545,0.701171875,0.0,11.395030817661263,0.5882161458333334
Premotor,0.6416015625,0.0,7.577210065919355,0.65234375,0.0,5.701426459747626,0.650390625,0.0,5.624943486340403,0.8251953125,0.0,17.90633163127139,0.7890625,0.0,11.116550156390149,0.77734375,0.0,10.710794550566694,0.5302734375,0.06,1.567318819385323,0.6513671875,0.0,8.390921337563203,0.7744140625,0.0,15.276086073530028,0.6656901041666666
PosteriorOpercular,0.509765625,0.287,0.5920774762393334,0.505859375,0.417,0.22989614403016181,0.490234375,0.668,-0.40783672489384476,0.6376953125,0.0,7.441611674580746,0.607421875,0.0,4.164254204808392,0.599609375,0.0,3.912992031192493,0.505859375,0.397,0.2978218636362793,0.517578125,0.172,0.9985012887782487,0.6083984375,0.0,5.957669048205557,0.5511067708333334
EarlyAuditory,0.509765625,0.333,0.4843255278222252,0.548828125,0.039,1.830535125499147,0.54296875,0.057,1.5830852352290754,0.5654296875,0.0,3.492346013176496,0.578125,0.004,2.8315426782682347,0.568359375,0.006,2.6181344886502855,0.5244140625,0.096,1.271400284152192,0.498046875,0.563,-0.1203959165035872,0.5537109375,0.002,2.9207088710499325,0.533203125
AuditoryAssociation,0.5517578125,0.002,2.799631653012949,0.57421875,0.001,2.975825164243859,0.560546875,0.007,2.280347453471825,0.6298828125,0.0,7.009960759001588,0.638671875,0.0,5.559962529267827,0.564453125,0.006,2.5071644702340445,0.482421875,0.843,-0.9719929618380648,0.53125,0.041,1.7806400630194574,0.60546875,0.0,6.032144909326174,0.5546875
Insular & FrontoOpercular,0.5615234375,0.0,3.3519256595315534,0.53515625,0.089,1.4168431190147506,0.544921875,0.037,1.8064327798622037,0.615234375,0.0,6.175063087355931,0.630859375,0.0,5.13961613795659,0.607421875,0.0,3.963426697915406,0.515625,0.191,0.8770154482287487,0.509765625,0.302,0.5889909031228853,0.58984375,0.0,5.183506226189902,0.5641276041666666
MedialTemporal,0.5830078125,0.0,4.624923355713143,0.615234375,0.0,4.467156191862828,0.54296875,0.048,1.6713743105224228,0.6474609375,0.0,7.8822424458771145,0.638671875,0.0,5.535963280858495,0.662109375,0.0,6.372551337047153,0.5205078125,0.128,1.175560293590387,0.5830078125,0.0,4.925391876554877,0.6337890625,0.0,7.6936686251805035,0.5836588541666666
LateralTemporal,0.58984375,0.0,5.183620959029981,0.541015625,0.058,1.601975911733064,0.619140625,0.0,4.653802403187555,0.7333984375,0.0,13.53388433665392,0.728515625,0.0,8.85835536181191,0.681640625,0.0,7.325017436423116,0.49609375,0.6,-0.22723905333393452,0.5654296875,0.0,3.4669323785359762,0.703125,0.0,11.404454277376553,0.6064453125
