ROI,Feature_Decoding_Accuracy,Feature_Decoding_pval,Feature_Decoding_zval,Feature_Decoding_Accuracy(P),Feature_Decoding_pval(P),Feature_Decoding_zval(P),Feature_Decoding_Accuracy(WM),Feature_Decoding_pval(WM),Feature_Decoding_zval(WM),Task_Decoding_Accuracy,Task_Decoding_pval,Task_Decoding_zval,Task_Decoding_Accuracy(F),Task_Decoding_pval(F),Task_Decoding_zval(F),Task_Decoding_Accuracy(S),Task_Decoding_pval(S),Task_Decoding_zval(S),XOR_Decoding_Accuracy,XOR_Decoding_pval,XOR_Decoding_zval,CCGP_Feature_Decoding_Accuracy,CCGP_Feature_Decoding_pval,CCGP_Feature_Decoding_zval,CCGP_Task_Decoding_Accuracy,CCGP_Task_Decoding_pval,CCGP_Task_Decoding_zval,Shattering_Dimensionality
V1,0.619140625,0.0,6.607169856653413,0.6640625,0.0,6.450205710996191,0.61328125,0.0,4.299681827847351,0.9970703125,0.0,28.20660169023897,0.99609375,0.0,19.163556599741522,0.9921875,0.0,19.20926216603487,0.5908203125,0.0,5.0104733092568585,0.5224609375,0.091,1.3084320318728497,0.9931640625,0.0,27.838301789346808,0.7356770833333334
MST,0.4912109375,0.694,-0.44474600621325,0.529296875,0.145,1.0653672065330106,0.541015625,0.071,1.4816917440709192,0.830078125,0.0,16.87336278918669,0.798828125,0.0,10.904213438391432,0.82421875,0.0,12.002703173940004,0.51953125,0.167,0.9999310788425863,0.482421875,0.843,-0.9768919081764773,0.806640625,0.0,16.192319282086462,0.6136067708333334
V6,0.6083984375,0.0,5.598348991304283,0.607421875,0.0,3.860040749380105,0.6015625,0.0,3.6842059584546214,0.767578125,0.0,13.686913481938115,0.705078125,0.0,7.472572588816004,0.76171875,0.0,10.251054340391486,0.5400390625,0.022,2.0991464890305407,0.5751953125,0.0,4.321940676896167,0.70703125,0.0,11.281885828680384,0.638671875
V2,0.7353515625,0.0,13.505409932839026,0.78515625,0.0,11.122638707586194,0.673828125,0.0,6.6897309994653495,0.998046875,0.0,26.57880894061628,0.99609375,0.0,19.53952054105212,0.98828125,0.0,19.510567560320343,0.568359375,0.0,3.7718738807585854,0.6376953125,0.0,8.034484422816472,0.9931640625,0.0,28.06025976856788,0.7672526041666666
V3,0.7431640625,0.0,12.982586640987133,0.810546875,0.0,11.94434066278533,0.69921875,0.0,7.534207337090604,0.99609375,0.0,27.563616050556227,0.990234375,0.0,18.829143937359476,0.998046875,0.0,20.39163087198323,0.599609375,0.0,5.638084230471493,0.7041015625,0.0,11.775824059474292,0.98828125,0.0,28.50443459648516,0.7796223958333334
V4,0.7578125,0.0,14.047323537807564,0.8046875,0.0,11.597470534182623,0.712890625,0.0,8.284217577540998,0.9951171875,0.0,26.58190872123871,0.990234375,0.0,18.928048434773068,0.986328125,0.0,19.023407720811687,0.6259765625,0.0,6.794648810681155,0.67578125,0.0,10.198269737080421,0.9716796875,0.0,27.20019474708325,0.79296875
V8,0.5849609375,0.0,4.395178512975763,0.625,0.0,4.744661549961542,0.53125,0.125,1.1759654464778186,0.83203125,0.0,16.92243891348808,0.775390625,0.0,10.547906755819051,0.861328125,0.0,12.962703217137848,0.525390625,0.103,1.3283424392802203,0.5498046875,0.003,2.719481912701694,0.7744140625,0.0,14.252074307100711,0.6474609375
4,0.537109375,0.016,2.039571330924202,0.544921875,0.061,1.6439652751868787,0.552734375,0.021,2.0562853706091975,0.693359375,0.0,10.789828624967443,0.662109375,0.0,6.375822713782032,0.705078125,0.0,7.754222039561778,0.4921875,0.683,-0.4659819423505651,0.5283203125,0.058,1.5656144946475008,0.666015625,0.0,9.09194147185498,0.57421875
3b,0.5546875,0.001,2.92937167762976,0.548828125,0.022,1.9106725821709734,0.5234375,0.203,0.8847244701425367,0.6875,0.0,9.834858878117915,0.681640625,0.0,7.477421385482791,0.72265625,0.0,8.841787652127307,0.490234375,0.707,-0.530635315081473,0.5244140625,0.096,1.2987336946975805,0.69140625,0.0,10.8457221101999,0.5774739583333334
FEF,0.64453125,0.0,7.404053615272174,0.646484375,0.0,5.605356328714736,0.689453125,0.0,6.977569161052344,0.82421875,0.0,16.57489248400515,0.798828125,0.0,11.038145129567697,0.845703125,0.0,13.257649788808282,0.5556640625,0.001,2.9136575539231355,0.615234375,0.0,6.448665299125407,0.81640625,0.0,17.04441082150523,0.6748046875
