ROI,Feature_Decoding_Accuracy,Feature_Decoding_pval,Feature_Decoding_zval,Feature_Decoding_Accuracy(P),Feature_Decoding_pval(P),Feature_Decoding_zval(P),Feature_Decoding_Accuracy(WM),Feature_Decoding_pval(WM),Feature_Decoding_zval(WM),Task_Decoding_Accuracy,Task_Decoding_pval,Task_Decoding_zval,Task_Decoding_Accuracy(F),Task_Decoding_pval(F),Task_Decoding_zval(F),Task_Decoding_Accuracy(S),Task_Decoding_pval(S),Task_Decoding_zval(S),XOR_Decoding_Accuracy,XOR_Decoding_pval,XOR_Decoding_zval,CCGP_Feature_Decoding_Accuracy,CCGP_Feature_Decoding_pval,CCGP_Feature_Decoding_zval,CCGP_Task_Decoding_Accuracy,CCGP_Task_Decoding_pval,CCGP_Task_Decoding_zval,Shattering_Dimensionality
PEF,0.619140625,0.0,5.820937612839964,0.57421875,0.005,2.6479226667037143,0.599609375,0.0,3.593306029046951,0.806640625,0.0,15.690766729360725,0.7890625,0.0,10.068965207418543,0.7890625,0.0,10.410849769043324,0.5234375,0.126,1.1906125671428684,0.568359375,0.0,3.456268538745137,0.783203125,0.0,14.824177864240793,0.6497395833333334
55b,0.5654296875,0.0,3.263950371654836,0.5546875,0.022,2.08174620684188,0.6015625,0.0,3.8265931229917802,0.8349609375,0.0,17.00632411193702,0.810546875,0.0,11.230874170302592,0.7734375,0.0,9.974320207732662,0.52734375,0.078,1.4171922311673624,0.5361328125,0.022,2.011332074318628,0.8076171875,0.0,16.2359249467204,0.642578125
V3A,0.6494140625,0.0,7.637445031381146,0.62890625,0.0,4.765862279083748,0.671875,0.0,6.604385514072771,0.9150390625,0.0,20.503939708810666,0.9375,0.0,16.1475803058434,0.88671875,0.0,14.861740332830458,0.5732421875,0.0,3.681305639742112,0.583984375,0.0,4.424386863775444,0.8837890625,0.0,19.87973461381326,0.7125651041666666
RSC,0.611328125,0.0,5.695460041017127,0.61328125,0.0,4.303575297055787,0.583984375,0.001,3.1498340648536702,0.732421875,0.0,11.919151217591654,0.7265625,0.0,7.980716376860726,0.681640625,0.0,6.788019234156456,0.5234375,0.118,1.2406757354536229,0.576171875,0.0,4.068408066437208,0.6796875,0.0,9.788882049286151,0.6223958333333334
POS2,0.6640625,0.0,8.692357330149305,0.681640625,0.0,6.4810935434277495,0.66796875,0.0,6.302280824356159,0.796875,0.0,14.988465122164648,0.779296875,0.0,10.15972765841645,0.744140625,0.0,8.91884785545567,0.576171875,0.001,3.9533505781902596,0.6123046875,0.0,6.036723620534688,0.7529296875,0.0,13.457153938686522,0.6790364583333334
V7,0.6201171875,0.0,5.999082583159787,0.615234375,0.0,4.163957973567347,0.63671875,0.0,4.914222755742477,0.873046875,0.0,19.287544337287223,0.869140625,0.0,13.278925430110277,0.86328125,0.0,13.180689991570883,0.578125,0.0,3.8032899086809433,0.5595703125,0.002,3.294008025006726,0.8525390625,0.0,18.50711355888064,0.6904296875
IPS1,0.6875,0.0,9.751017870317137,0.681640625,0.0,6.8137552269177,0.6328125,0.0,4.75110585500622,0.830078125,0.0,16.911660803558824,0.802734375,0.0,10.651866481317741,0.8203125,0.0,11.241206311387502,0.576171875,0.0,3.6396204192064143,0.638671875,0.0,7.377317811680557,0.783203125,0.0,14.98435402968042,0.6979166666666666
FFC,0.6708984375,0.0,8.831226192386337,0.650390625,0.0,5.659176890685216,0.671875,0.0,6.3415361117099875,0.955078125,0.0,24.276658771244108,0.9375,0.0,16.40638520181732,0.955078125,0.0,16.84789941194537,0.5654296875,0.0,3.5091183931196874,0.59375,0.0,5.394788201440651,0.9326171875,0.0,24.11595062774044,0.73046875
V3B,0.6279296875,0.0,6.5311610678397525,0.6328125,0.0,4.844476265269011,0.65234375,0.0,5.560068514335388,0.8125,0.0,16.028879026655535,0.802734375,0.0,10.951981174455337,0.77734375,0.0,9.849241148029629,0.564453125,0.0,3.2004988187968055,0.58203125,0.0,4.378181231260279,0.7763671875,0.0,14.6242103037266,0.6682942708333334
LO1,0.640625,0.0,7.229498545605843,0.609375,0.0,3.9400175222477296,0.69140625,0.0,6.902907023459021,0.876953125,0.0,18.506424954862734,0.865234375,0.0,12.378890951709197,0.8515625,0.0,13.087977350965149,0.541015625,0.023,2.040427273416051,0.6279296875,0.0,6.677587646952693,0.8623046875,0.0,18.756556091186958,0.6861979166666666
LO2,0.6435546875,0.0,7.212106956157242,0.654296875,0.0,5.5130401768451955,0.662109375,0.0,5.800701921273626,0.9404296875,0.0,22.64729592435917,0.9375,0.0,15.909442856114824,0.9296875,0.0,15.891910818521403,0.54296875,0.014,2.2110617402894075,0.5712890625,0.0,3.966062481185994,0.9326171875,0.0,23.36832283943819,0.708984375
PIT,0.6240234375,0.0,6.483183585334696,0.609375,0.0,4.103719688410207,0.62890625,0.0,4.700042002181515,0.947265625,0.0,23.04507308621341,0.951171875,0.0,16.066911642082744,0.92578125,0.0,16.00302121565841,0.580078125,0.0,4.080465688776569,0.560546875,0.002,3.2227246622675425,0.9267578125,0.0,22.40822798967227,0.7171223958333334
MT,0.568359375,0.0,3.4028986260612353,0.578125,0.002,2.885738586287487,0.59375,0.001,3.481557830879797,0.814453125,0.0,16.388109207532843,0.814453125,0.0,11.556691346365898,0.783203125,0.0,10.37919467603454,0.525390625,0.089,1.3246328638311815,0.552734375,0.003,2.8153949429019884,0.79296875,0.0,15.373411850878918,0.6360677083333334
A1,0.5009765625,0.515,0.01247880219916023,0.4921875,0.626,-0.27170507398520516,0.54296875,0.063,1.5564849117100497,0.615234375,0.0,5.781667190332746,0.580078125,0.001,2.830428062990286,0.58203125,0.003,2.8701904059857983,0.4873046875,0.749,-0.6133646598004957,0.5224609375,0.105,1.2618273481291404,0.5986328125,0.0,5.178361454166468,0.5345052083333334
PSL,0.6005859375,0.0,5.208401927672711,0.609375,0.0,3.969428044038041,0.66015625,0.0,6.022436391326059,0.841796875,0.0,17.495296699872128,0.87109375,0.0,13.685147519441088,0.826171875,0.0,12.184939392146928,0.568359375,0.0,3.4281830724754174,0.5439453125,0.008,2.433602194456323,0.794921875,0.0,15.539042928553808,0.6702473958333334
SFL,0.583984375,0.0,4.38658340142575,0.576171875,0.001,2.846109851079529,0.638671875,0.0,5.025122115862264,0.701171875,0.0,10.34927283018757,0.724609375,0.0,8.024161687012969,0.671875,0.0,6.323795060738014,0.5458984375,0.009,2.443121944798332,0.546875,0.007,2.5454629372082143,0.6533203125,0.0,8.320760815242302,0.6103515625
PCV,0.6279296875,0.0,6.491399952094809,0.583984375,0.0,3.1238936846735568,0.642578125,0.0,5.343353971710976,0.7265625,0.0,11.31837032525684,0.681640625,0.0,6.851654455303665,0.69921875,0.0,7.704913031278344,0.5400390625,0.016,2.0345391726419075,0.5673828125,0.0,3.6881083727327044,0.66015625,0.0,8.585275696907907,0.6315104166666666
STV,0.6162109375,0.0,5.8925651696606325,0.607421875,0.0,3.935893194149658,0.642578125,0.0,5.094531716842288,0.8251953125,0.0,16.820500639507756,0.845703125,0.0,12.881991251563154,0.8046875,0.0,11.13161902266713,0.5439453125,0.014,2.3612257531189758,0.5810546875,0.0,4.491549505582773,0.8125,0.0,16.919374790846422,0.6617838541666666
7Pm,0.6875,0.0,9.557556899336033,0.6796875,0.0,6.4131263496305015,0.712890625,0.0,7.522617609687878,0.7607421875,0.0,13.216756040770916,0.73828125,0.0,8.741786843809905,0.744140625,0.0,8.982494551257485,0.5849609375,0.0,4.432590471551534,0.5986328125,0.0,5.064877041136188,0.7001953125,0.0,10.688480540493117,0.677734375
7m,0.6318359375,0.0,6.805466842375924,0.640625,0.0,5.114519137379421,0.607421875,0.0,3.907530628475235,0.759765625,0.0,13.349887374908718,0.765625,0.0,9.754116948463755,0.71875,0.0,8.014146820584672,0.5361328125,0.027,1.8381834949605058,0.5888671875,0.0,4.767174695756438,0.7138671875,0.0,10.965995773299367,0.642578125
POS1,0.6357421875,0.0,6.955484430519672,0.681640625,0.0,6.981479054898569,0.568359375,0.002,2.6250435631806908,0.71484375,0.0,10.634115180756902,0.7421875,0.0,9.235528084812923,0.720703125,0.0,8.17751269684363,0.53515625,0.034,1.804431892668656,0.6220703125,0.0,6.63474712688151,0.7021484375,0.0,10.999084285219546,0.6285807291666666
23d,0.552734375,0.003,2.774235426304458,0.5078125,0.43,0.23155212721359245,0.55078125,0.04,1.7905441713730046,0.7109375,0.0,10.453779203726903,0.71484375,0.0,7.528513599419908,0.673828125,0.0,6.227603096698372,0.5146484375,0.248,0.7207800294828546,0.5361328125,0.019,2.022034155131715,0.67578125,0.0,9.422395835665139,0.5927734375
v23ab,0.6640625,0.0,8.081279272812464,0.623046875,0.0,4.470153489227293,0.685546875,0.0,6.78936275031606,0.6962890625,0.0,10.085551224044403,0.6953125,0.0,6.8697398580320685,0.634765625,0.0,5.011961068106332,0.5361328125,0.039,1.80847174868156,0.6259765625,0.0,6.816975702327854,0.6357421875,0.0,6.886055530189436,0.6321614583333334
d23ab,0.5849609375,0.0,4.213769685524265,0.556640625,0.019,2.0420329732030376,0.60546875,0.0,3.858413711864549,0.7236328125,0.0,10.981790963854994,0.7421875,0.0,9.010131452136276,0.66015625,0.0,5.8759631461617445,0.5078125,0.351,0.39668321069820844,0.5595703125,0.004,3.106975982132817,0.6875,0.0,10.026479798891007,0.60546875
31pv,0.5927734375,0.0,4.584989589610597,0.568359375,0.007,2.530452736461392,0.60546875,0.0,3.7582259887049836,0.642578125,0.0,7.346278174829847,0.673828125,0.0,6.383874974086123,0.583984375,0.001,2.9896227213306217,0.5458984375,0.011,2.348800763053692,0.5615234375,0.0,3.231719914489618,0.603515625,0.0,5.612178979168947,0.59375
5m,0.55078125,0.003,2.644592040780194,0.517578125,0.285,0.5790707108664245,0.59765625,0.0,3.409045091543115,0.6220703125,0.0,6.283888142214033,0.65625,0.0,5.692894169870828,0.572265625,0.006,2.707848657045883,0.505859375,0.387,0.2937622010506241,0.5439453125,0.018,2.2677612828849902,0.611328125,0.0,5.821157992027043,0.5595703125
5mv,0.5185546875,0.158,1.0489425595333473,0.521484375,0.235,0.7710569496912851,0.552734375,0.026,2.024885429339194,0.7138671875,0.0,11.179628245818952,0.658203125,0.0,5.88117072431441,0.6640625,0.0,5.932224142512951,0.5576171875,0.002,2.9193320875408997,0.482421875,0.828,-0.9116361284115165,0.658203125,0.0,8.431730943168553,0.5966796875
23c,0.5732421875,0.0,3.6710412833146235,0.56640625,0.008,2.51332943237514,0.59375,0.001,3.5994307324835604,0.7314453125,0.0,11.723613772922608,0.728515625,0.0,8.332050111828341,0.724609375,0.0,8.323020738032659,0.5595703125,0.001,3.0946270305381445,0.5400390625,0.014,2.2416952027526054,0.6796875,0.0,9.265547329156949,0.6214192708333334
5L,0.5595703125,0.002,3.0665479029768314,0.515625,0.31,0.5806277888919522,0.6015625,0.0,3.6293691785601125,0.6064453125,0.0,5.737239673993563,0.59765625,0.0,3.475893130705189,0.58984375,0.002,3.2529897388952205,0.5126953125,0.254,0.6752398240595473,0.5244140625,0.107,1.265338190384588,0.56640625,0.001,3.4408605968936414,0.5595703125
24dd,0.5224609375,0.12,1.1669909830173812,0.560546875,0.008,2.347030280137796,0.521484375,0.22,0.8013036271329662,0.7041015625,0.0,10.222784471298496,0.66015625,0.0,5.794319188061328,0.654296875,0.0,5.862668016069629,0.5302734375,0.059,1.555630157846744,0.48828125,0.768,-0.6626743242808779,0.6494140625,0.0,8.115473413447129,0.5856119791666666
24dv,0.51953125,0.161,1.0276090775565419,0.525390625,0.162,1.054544655981026,0.53515625,0.094,1.2699680457274107,0.6728515625,0.0,9.309656914276484,0.69140625,0.0,6.838058591847821,0.615234375,0.0,4.1286637819594825,0.521484375,0.16,1.0532152394185808,0.5341796875,0.036,1.8574803097811887,0.6494140625,0.0,7.878291266136312,0.5712890625
7AL,0.619140625,0.0,6.115437777186004,0.646484375,0.0,5.227059670858817,0.595703125,0.0,3.45564903421064,0.6767578125,0.0,9.004142759178988,0.70703125,0.0,7.52842188276279,0.654296875,0.0,5.6068160050625115,0.544921875,0.012,2.255891053558218,0.5771484375,0.0,4.1316601632554875,0.6171875,0.0,6.400225338892121,0.6136067708333334
SCEF,0.6005859375,0.0,5.211544919184956,0.552734375,0.028,1.8694400266268358,0.61328125,0.0,4.464662149473883,0.7763671875,0.0,14.398619259991891,0.7890625,0.0,10.444845197923788,0.74609375,0.0,9.316911788306841,0.5458984375,0.005,2.3916980747727044,0.5361328125,0.027,2.028276053778419,0.7490234375,0.0,13.918793162441807,0.6409505208333334
6ma,0.6064453125,0.0,5.487596909811846,0.6171875,0.0,4.3576167599892655,0.6015625,0.0,3.937189194483332,0.7880859375,0.0,14.887119604758256,0.80859375,0.0,11.471240574954525,0.71484375,0.0,8.138470803290089,0.5517578125,0.001,2.748526911385705,0.560546875,0.0,3.336510626782233,0.755859375,0.0,13.160204055592528,0.6487630208333334
7Am,0.6572265625,0.0,7.989237544142161,0.654296875,0.0,5.838952590832097,0.68359375,0.0,6.760996894314482,0.73828125,0.0,12.301255369179104,0.734375,0.0,8.85592843968346,0.701171875,0.0,7.560452996189784,0.5771484375,0.0,3.801405483611246,0.5693359375,0.0,3.5995285652054267,0.6611328125,0.0,8.429024370766726,0.6575520833333334
7PL,0.712890625,0.0,11.032531163819506,0.732421875,0.0,8.408636823025741,0.72265625,0.0,7.989227573369401,0.8115234375,0.0,16.263715018258,0.794921875,0.0,10.893750492031096,0.830078125,0.0,11.523403732777792,0.62890625,0.0,6.560803778178054,0.59375,0.0,5.063367406428054,0.7275390625,0.0,11.794264479826971,0.7177734375
7PC,0.556640625,0.002,2.8209187469136685,0.509765625,0.365,0.38269149589808643,0.5625,0.017,2.2335212421499295,0.775390625,0.0,14.378373102679037,0.71484375,0.0,7.93673738239138,0.75,0.0,9.002357298349818,0.53125,0.057,1.5931677572139726,0.5146484375,0.207,0.8666069919293555,0.728515625,0.0,11.901981339341312,0.62109375
LIPv,0.6259765625,0.0,6.2910764339942995,0.66796875,0.0,6.182911967280464,0.65234375,0.0,5.514648355210368,0.8330078125,0.0,17.341677926956248,0.837890625,0.0,12.174814745662038,0.826171875,0.0,11.813950000758268,0.5859375,0.0,4.31127656351753,0.529296875,0.061,1.5870791718535293,0.7890625,0.0,15.211359107945203,0.681640625
VIP,0.65234375,0.0,7.457609873679027,0.65234375,0.0,5.504780488212319,0.666015625,0.0,5.798541829422524,0.7724609375,0.0,14.00341180270379,0.78125,0.0,10.486854383463518,0.75,0.0,9.110488575882716,0.5732421875,0.0,3.6865698509407285,0.546875,0.011,2.4635359345567247,0.751953125,0.0,13.592117039054829,0.666015625
MIP,0.69921875,0.0,10.566902732617631,0.70703125,0.0,7.488442856281906,0.71484375,0.0,7.864006824484662,0.857421875,0.0,18.347735491049367,0.841796875,0.0,11.893176114172547,0.86328125,0.0,13.54866029449506,0.5693359375,0.0,3.565632814900173,0.658203125,0.0,8.77553821566732,0.841796875,0.0,17.902882038613377,0.7086588541666666
1,0.5224609375,0.11,1.2394886098632691,0.51171875,0.34,0.4294057507540462,0.578125,0.0,3.1091663260817475,0.755859375,0.0,13.45312089967006,0.751953125,0.0,9.684399705678901,0.740234375,0.0,9.262122013969039,0.5224609375,0.124,1.2429428009666188,0.5166015625,0.185,0.9287154684261407,0.7392578125,0.0,13.17715134848216,0.6002604166666666
2,0.5166015625,0.199,0.8964238319047644,0.5078125,0.381,0.3432921739440801,0.54296875,0.059,1.6005569709783072,0.7626953125,0.0,13.551301002443758,0.740234375,0.0,9.175961784930019,0.759765625,0.0,9.870399207519458,0.4931640625,0.644,-0.33527181322079114,0.5068359375,0.379,0.31205209015676116,0.7587890625,0.0,14.423257643399094,0.5908203125
3a,0.5234375,0.109,1.2642017788386644,0.513671875,0.332,0.45423717901326954,0.587890625,0.0,3.3502322177161536,0.6943359375,0.0,9.861128474217404,0.677734375,0.0,6.30413540919333,0.6640625,0.0,6.269405540992704,0.5400390625,0.013,2.134579726249323,0.505859375,0.379,0.36503076948953284,0.6455078125,0.0,7.547797871095329,0.5859375
6d,0.5654296875,0.0,3.4792653096336776,0.556640625,0.016,2.02166244567251,0.580078125,0.001,2.98979810359202,0.7373046875,0.0,11.944411329292938,0.716796875,0.0,7.5968654406535014,0.701171875,0.0,7.257988581883315,0.4921875,0.669,-0.43723322844956813,0.5146484375,0.25,0.7407011738147833,0.7041015625,0.0,10.672204597603669,0.5983072916666666
6mp,0.513671875,0.24,0.7104420548426188,0.525390625,0.169,0.9764004194438709,0.564453125,0.002,2.554949100566817,0.6884765625,0.0,9.295043388223588,0.681640625,0.0,6.656439441418774,0.65234375,0.0,5.748737341322032,0.5322265625,0.047,1.6555398707700513,0.4931640625,0.637,-0.373973792105722,0.654296875,0.0,8.061309648230608,0.578125
6v,0.568359375,0.0,3.438519915427143,0.50390625,0.467,0.13477688659847592,0.609375,0.0,4.018867285735443,0.7421875,0.0,12.708763554923928,0.728515625,0.0,8.3000444288444,0.75390625,0.0,9.412708073411952,0.5146484375,0.254,0.7135340407865685,0.548828125,0.01,2.5731068770470458,0.7314453125,0.0,12.323709598200573,0.6083984375
p24pr,0.56640625,0.0,3.22804799592207,0.52734375,0.175,0.9923820642631547,0.599609375,0.0,3.5886282692185834,0.6376953125,0.0,7.054454118526828,0.66015625,0.0,5.630441294496638,0.6015625,0.0,3.695126535073005,0.5341796875,0.041,1.768319152928074,0.5390625,0.023,2.023130470865334,0.611328125,0.0,6.118999885099999,0.5794270833333334
33pr,0.552734375,0.001,2.6108840387631442,0.5234375,0.195,0.8690054061949573,0.560546875,0.015,2.155285332521896,0.611328125,0.0,5.710043555640819,0.619140625,0.0,4.259038090078124,0.5390625,0.08,1.4279252510251539,0.486328125,0.756,-0.6579478075973838,0.537109375,0.022,1.9873840172136037,0.58984375,0.0,4.737117145353661,0.5501302083333334
a24pr,0.5576171875,0.0,2.9965279449951288,0.53125,0.138,1.122803072537044,0.54296875,0.07,1.5153679933222182,0.6513671875,0.0,7.401801311560614,0.69140625,0.0,6.876805566277504,0.572265625,0.006,2.612161382923956,0.5087890625,0.341,0.42909476048685535,0.53125,0.049,1.6855554692441699,0.6123046875,0.0,5.793635532930172,0.5725911458333334
p32pr,0.5419921875,0.012,2.1877550804474417,0.529296875,0.157,1.0526953656282687,0.556640625,0.016,2.067941614036643,0.638671875,0.0,7.219441612852616,0.640625,0.0,5.140177953777567,0.6015625,0.0,3.577989903782566,0.5107421875,0.314,0.5377853959527314,0.505859375,0.419,0.2586046638610376,0.6318359375,0.0,7.177521627801529,0.5638020833333334
a24,0.55078125,0.005,2.6544430822538243,0.51953125,0.26,0.699101621713291,0.53125,0.139,1.0960652599728777,0.62890625,0.0,6.394709377237308,0.640625,0.0,5.0313865505344735,0.6328125,0.0,4.9070739232420815,0.5615234375,0.001,3.1956069638514513,0.5234375,0.134,1.1550418376086065,0.5927734375,0.0,4.821768812148943,0.5804036458333334
d32,0.607421875,0.0,5.7172526151212635,0.5546875,0.027,1.925722960852839,0.630859375,0.0,4.745245745524636,0.6884765625,0.0,9.595604462617855,0.693359375,0.0,6.910391014223382,0.595703125,0.0,3.4325628123339538,0.529296875,0.064,1.5745502585583293,0.576171875,0.0,4.132480548733717,0.6337890625,0.0,6.972604700905876,0.6083984375
8BM,0.62109375,0.0,6.377688757466118,0.58203125,0.002,2.911466552715546,0.61328125,0.0,4.197502331081371,0.6962890625,0.0,9.736237020892554,0.724609375,0.0,8.53022456376767,0.66796875,0.0,6.189013107809694,0.51953125,0.148,1.0505765150701363,0.58984375,0.0,4.761708348514516,0.6650390625,0.0,8.73690178057705,0.6123046875
p32,0.5634765625,0.001,3.1890975265572528,0.533203125,0.112,1.2721253135800605,0.591796875,0.001,3.448691572146023,0.6181640625,0.0,6.103101302006782,0.685546875,0.0,6.700304655326658,0.552734375,0.029,1.9948763823503057,0.5244140625,0.108,1.2728954458730481,0.5595703125,0.001,3.236871728219787,0.59765625,0.0,5.078629463153698,0.5686848958333334
10r,0.6337890625,0.0,6.8263354263272875,0.541015625,0.099,1.4094433298364488,0.61328125,0.0,4.2060415371619735,0.6103515625,0.0,5.702494734214687,0.66015625,0.0,5.89844355956868,0.525390625,0.203,0.8881447176476958,0.5107421875,0.298,0.5512551326726164,0.6044921875,0.0,5.490369284234781,0.607421875,0.0,5.635690373622704,0.5849609375
47m,0.6083984375,0.0,5.605040320453131,0.578125,0.002,2.85457223655716,0.603515625,0.0,3.635574759910389,0.6123046875,0.0,5.827305736933425,0.62109375,0.0,4.381972349989098,0.61328125,0.0,3.924406246909111,0.509765625,0.328,0.47864231000058094,0.583984375,0.0,4.421940500798644,0.56640625,0.0,3.471399914306508,0.5768229166666666
8Av,0.591796875,0.0,4.644294925740308,0.59375,0.002,3.434804163409844,0.587890625,0.001,3.0735612211148715,0.7626953125,0.0,13.43107865557778,0.748046875,0.0,9.001188362910405,0.685546875,0.0,7.086281130456483,0.5126953125,0.257,0.6887874488121187,0.568359375,0.0,3.7250093962480064,0.7275390625,0.0,11.875073008475393,0.6223958333333334
8Ad,0.6103515625,0.0,5.477891495252814,0.548828125,0.034,1.8495991811566503,0.66796875,0.0,6.199931669761535,0.7314453125,0.0,11.944924237975524,0.73828125,0.0,8.691636535981383,0.6640625,0.0,6.048447325612547,0.55078125,0.004,2.699851156936698,0.560546875,0.001,3.2884148003348934,0.6845703125,0.0,9.780853062118085,0.630859375
9m,0.6708984375,0.0,9.459232328324065,0.673828125,0.0,6.3756588527721165,0.673828125,0.0,6.360348315548873,0.7197265625,0.0,11.395878403703222,0.740234375,0.0,8.870954916874014,0.662109375,0.0,6.093775193990827,0.5498046875,0.006,2.5285430952941104,0.6142578125,0.0,5.918425098674329,0.68359375,0.0,9.890616126771286,0.6468098958333334
8BL,0.63671875,0.0,7.26743280435734,0.603515625,0.0,3.706949670009017,0.62890625,0.0,4.628894007359122,0.775390625,0.0,14.245596487776314,0.751953125,0.0,9.071654433187096,0.71875,0.0,8.11749726716681,0.5478515625,0.005,2.4805687032733785,0.58203125,0.0,4.427903291513964,0.728515625,0.0,11.665281802324884,0.6533203125
9p,0.615234375,0.0,5.903227197515304,0.56640625,0.004,2.3827013183074355,0.62109375,0.0,4.47465281636894,0.7119140625,0.0,10.93199895907933,0.7421875,0.0,9.176613039134514,0.6484375,0.0,5.384428057055855,0.5458984375,0.011,2.4081655117199636,0.568359375,0.0,3.5633105694072444,0.673828125,0.0,9.224828323860722,0.6243489583333334
10d,0.5849609375,0.0,4.422765392934212,0.544921875,0.04,1.6883417903698317,0.6171875,0.0,4.453765636515281,0.6884765625,0.0,9.678172459395737,0.736328125,0.0,8.663795798506689,0.640625,0.0,5.3384676797435775,0.5400390625,0.02,2.0312625727358826,0.5634765625,0.0,3.378672154793036,0.6767578125,0.0,9.54784498888813,0.6044921875
8C,0.6298828125,0.0,6.8254856562887305,0.63671875,0.0,5.232679744728934,0.62890625,0.0,4.726424561578619,0.8154296875,0.0,16.251741807529747,0.84765625,0.0,13.05356989810442,0.779296875,0.0,10.439964367156719,0.564453125,0.0,3.3371295742438964,0.544921875,0.007,2.392375628464573,0.810546875,0.0,17.07721746495138,0.669921875
