ROI,Feature_Decoding_Accuracy,Feature_Decoding_pval,Feature_Decoding_zval,Feature_Decoding_Accuracy(P),Feature_Decoding_pval(P),Feature_Decoding_zval(P),Feature_Decoding_Accuracy(WM),Feature_Decoding_pval(WM),Feature_Decoding_zval(WM),Task_Decoding_Accuracy,Task_Decoding_pval,Task_Decoding_zval,Task_Decoding_Accuracy(F),Task_Decoding_pval(F),Task_Decoding_zval(F),Task_Decoding_Accuracy(S),Task_Decoding_pval(S),Task_Decoding_zval(S),XOR_Decoding_Accuracy,XOR_Decoding_pval,XOR_Decoding_zval,CCGP_Feature_Decoding_Accuracy,CCGP_Feature_Decoding_pval,CCGP_Feature_Decoding_zval,CCGP_Task_Decoding_Accuracy,CCGP_Task_Decoding_pval,CCGP_Task_Decoding_zval,Shattering_Dimensionality
V1,0.5283203125,0.048,1.6220224597000599,0.591796875,0.001,3.5682111210086362,0.529296875,0.139,1.0907919916326376,0.9560546875,0.0,24.908560742834293,0.9609375,0.0,18.203610816342344,0.955078125,0.0,17.69419810346636,0.525390625,0.08,1.4194984698843918,0.5107421875,0.281,0.594926284311304,0.9462890625,0.0,25.830613426472564,0.669921875
MST,0.552734375,0.002,2.8603297029010357,0.556640625,0.02,2.0601026143996513,0.546875,0.061,1.5593028116916912,0.7470703125,0.0,12.833458867840811,0.744140625,0.0,8.717186058639257,0.734375,0.0,8.674683180552849,0.5,0.521,-0.027928070244414613,0.5439453125,0.01,2.282713443930504,0.7255859375,0.0,11.705109418489803,0.5999348958333334
V6,0.521484375,0.131,1.1656829679329317,0.54296875,0.064,1.5812680085187834,0.505859375,0.442,0.18355188350035828,0.6484375,0.0,7.6782332218128015,0.681640625,0.0,6.666933173925792,0.6171875,0.0,4.228295675789131,0.49609375,0.595,-0.19430057992986557,0.50390625,0.409,0.2310369197833025,0.6259765625,0.0,6.724211575156803,0.5553385416666666
V2,0.53515625,0.032,1.894806662058863,0.533203125,0.097,1.3416573197686852,0.548828125,0.043,1.808749274344501,0.9638671875,0.0,24.81734558160976,0.951171875,0.0,17.31432100778925,0.970703125,0.0,18.118557047000262,0.51953125,0.152,1.0795396741093601,0.5283203125,0.047,1.6773816263307983,0.95703125,0.0,25.701665045301645,0.6728515625
V3,0.53515625,0.029,1.9190270050434293,0.59765625,0.0,3.7098073943743097,0.517578125,0.256,0.6821528675989641,0.97265625,0.0,24.143018623270414,0.958984375,0.0,17.76597864596339,0.96484375,0.0,17.595372885531795,0.52734375,0.082,1.47071330575014,0.5185546875,0.158,1.0267563907753625,0.9609375,0.0,26.851298427022463,0.6783854166666666
V4,0.5673828125,0.0,3.654261546168149,0.61328125,0.0,4.472359901300223,0.50390625,0.444,0.14047734943147247,0.94921875,0.0,24.581647586842006,0.939453125,0.0,16.751023098274583,0.935546875,0.0,17.05146915544872,0.513671875,0.247,0.7373252026690953,0.556640625,0.001,3.174885892858468,0.9384765625,0.0,24.696058822750953,0.6767578125
V8,0.490234375,0.696,-0.4861402749136091,0.5234375,0.21,0.8464096168588533,0.490234375,0.643,-0.364993703203265,0.7861328125,0.0,14.616078570944708,0.76953125,0.0,9.815795450208658,0.7578125,0.0,9.88539985756014,0.4921875,0.663,-0.39873149246580786,0.4892578125,0.732,-0.5900742910280402,0.76171875,0.0,14.29845363728229,0.5895182291666666
4,0.51953125,0.155,1.0201244781665482,0.494140625,0.601,-0.23078521666158178,0.515625,0.294,0.5852672036444602,0.6162109375,0.0,6.556900680437536,0.568359375,0.005,2.7167354960801946,0.607421875,0.0,4.277948902338383,0.5234375,0.101,1.313718519459895,0.498046875,0.535,-0.0841505152101648,0.59765625,0.0,5.439141975186392,0.5530598958333334
3b,0.48046875,0.881,-1.118841183450831,0.462890625,0.923,-1.3896784310846724,0.546875,0.043,1.7330339436904902,0.626953125,0.0,6.840153992753667,0.61328125,0.0,4.407063679198568,0.591796875,0.0,3.5728734442063472,0.5107421875,0.257,0.6357574412910795,0.478515625,0.892,-1.1691780261815834,0.587890625,0.0,4.9166649543290655,0.5393880208333334
FEF,0.4736328125,0.913,-1.3515982346971371,0.52734375,0.161,1.0092554603943504,0.4765625,0.82,-0.8924349725578552,0.7197265625,0.0,11.422301114906292,0.681640625,0.0,6.970035945832961,0.70703125,0.0,7.710216245608354,0.50390625,0.43,0.2270091258833184,0.4912109375,0.683,-0.4522807646442977,0.681640625,0.0,9.642944059427439,0.5657552083333334
