ROI,Feature_Decoding_Accuracy,Feature_Decoding_pval,Feature_Decoding_zval,Feature_Decoding_Accuracy(P),Feature_Decoding_pval(P),Feature_Decoding_zval(P),Feature_Decoding_Accuracy(WM),Feature_Decoding_pval(WM),Feature_Decoding_zval(WM),Task_Decoding_Accuracy,Task_Decoding_pval,Task_Decoding_zval,Task_Decoding_Accuracy(F),Task_Decoding_pval(F),Task_Decoding_zval(F),Task_Decoding_Accuracy(S),Task_Decoding_pval(S),Task_Decoding_zval(S),XOR_Decoding_Accuracy,XOR_Decoding_pval,XOR_Decoding_zval,CCGP_Feature_Decoding_Accuracy,CCGP_Feature_Decoding_pval,CCGP_Feature_Decoding_zval,CCGP_Task_Decoding_Accuracy,CCGP_Task_Decoding_pval,CCGP_Task_Decoding_zval,Shattering_Dimensionality
V1,0.6923828125,0.0,10.448108774374326,0.8203125,0.0,12.161834810991813,0.630859375,0.0,4.88540478125844,0.9970703125,0.0,26.869933073501397,0.994140625,0.0,19.15652693929668,0.9921875,0.0,19.363517046500988,0.66015625,0.0,9.064068964186067,0.5234375,0.095,1.3107641423850978,0.9921875,0.0,27.435969858931752,0.783203125
MST,0.6015625,0.0,5.245817564466558,0.654296875,0.0,5.8120423560007355,0.529296875,0.142,1.0593321601144892,0.86328125,0.0,18.796217246769693,0.86328125,0.0,13.19093984614936,0.787109375,0.0,10.514616417965927,0.541015625,0.027,2.0437240478189937,0.568359375,0.0,3.603852145651195,0.8359375,0.0,17.56299715654829,0.6686197916666666
V6,0.6728515625,0.0,9.136710907059681,0.7109375,0.0,7.657983703490331,0.62890625,0.0,4.707780770254845,0.8017578125,0.0,15.528172493352836,0.79296875,0.0,10.867117972911378,0.853515625,0.0,13.074623565345137,0.625,0.0,6.388857381123115,0.5341796875,0.043,1.866191882154838,0.7265625,0.0,11.890298681625357,0.6998697916666666
V2,0.732421875,0.0,12.387459004604134,0.900390625,0.0,16.022509780460393,0.705078125,0.0,7.735410956060516,0.99609375,0.0,27.690492169896476,0.99609375,0.0,18.801353556776128,0.994140625,0.0,19.011108757430822,0.701171875,0.0,11.016328093624784,0.55859375,0.0,3.3531636591743514,0.9921875,0.0,27.439637884429306,0.8098958333333334
V3,0.7685546875,0.0,14.506167054866545,0.845703125,0.0,13.324583845679557,0.787109375,0.0,10.751895004052532,0.9951171875,0.0,26.566283389120965,0.9921875,0.0,18.991474913684165,0.994140625,0.0,19.513352114545015,0.728515625,0.0,12.67850812446077,0.59375,0.0,5.503106197603939,0.990234375,0.0,27.346113263761374,0.8307291666666666
V4,0.8095703125,0.0,16.072646229395936,0.873046875,0.0,14.325941579648116,0.826171875,0.0,12.581349369485126,0.9951171875,0.0,26.606428726103793,0.990234375,0.0,18.79048070815883,0.994140625,0.0,18.874598804668043,0.701171875,0.0,10.85678179731308,0.6669921875,0.0,9.70423076975027,0.9833984375,0.0,28.28315615330686,0.8352864583333334
V8,0.6875,0.0,9.561529928392263,0.728515625,0.0,8.276582326488883,0.640625,0.0,5.271688051615489,0.935546875,0.0,22.603714044969024,0.92578125,0.0,15.004403058394573,0.939453125,0.0,16.048606258835495,0.6025390625,0.0,5.312375627935897,0.59765625,0.0,5.133186955978555,0.923828125,0.0,22.348234315152688,0.7418619791666666
4,0.5517578125,0.002,2.8923466673500453,0.552734375,0.019,2.0618979451032655,0.576171875,0.002,2.9267066515927236,0.66796875,0.0,9.047948852743993,0.677734375,0.0,6.841479511992818,0.6796875,0.0,7.380990272734445,0.5185546875,0.142,1.0615094086565293,0.52734375,0.06,1.5868134903735243,0.6640625,0.0,9.391269141643653,0.5794270833333334
3b,0.5263671875,0.094,1.3753476524458197,0.51953125,0.234,0.7259412364066822,0.560546875,0.01,2.31387411519158,0.654296875,0.0,8.364083591582002,0.669921875,0.0,6.596302755842231,0.6015625,0.0,3.7983672444108816,0.537109375,0.027,2.015260746539287,0.5146484375,0.216,0.8041380594606673,0.63671875,0.0,7.616268354640364,0.5725911458333334
FEF,0.578125,0.0,4.153181592005786,0.54296875,0.054,1.611394828271655,0.578125,0.005,2.790004038154133,0.7392578125,0.0,12.691106005842732,0.71484375,0.0,7.962422886230437,0.71484375,0.0,8.125255808258823,0.5048828125,0.403,0.25807588300402245,0.5537109375,0.003,2.937482209749253,0.6943359375,0.0,10.069452299264901,0.607421875
