ROI,Feature_Decoding_Accuracy,Feature_Decoding_pval,Feature_Decoding_zval,Feature_Decoding_Accuracy(P),Feature_Decoding_pval(P),Feature_Decoding_zval(P),Feature_Decoding_Accuracy(WM),Feature_Decoding_pval(WM),Feature_Decoding_zval(WM),Task_Decoding_Accuracy,Task_Decoding_pval,Task_Decoding_zval,Task_Decoding_Accuracy(F),Task_Decoding_pval(F),Task_Decoding_zval(F),Task_Decoding_Accuracy(S),Task_Decoding_pval(S),Task_Decoding_zval(S),XOR_Decoding_Accuracy,XOR_Decoding_pval,XOR_Decoding_zval,CCGP_Feature_Decoding_Accuracy,CCGP_Feature_Decoding_pval,CCGP_Feature_Decoding_zval,CCGP_Task_Decoding_Accuracy,CCGP_Task_Decoding_pval,CCGP_Task_Decoding_zval
8BL,0.5263671875,0.077,1.4259607957120561,0.5208333333333334,0.215,0.7978006374466746,0.556640625,0.015,2.071907045739507,0.6149088541666667,0.0,5.951431004285561,0.6178385416666667,0.0,4.325621900797099,0.5813802083333333,0.002,2.885771089830246,0.5338541666666667,0.048,1.6842694913335692,0.5081380208333333,0.35,0.43141179477857855,0.5826822916666667,0.0,4.259216735432913
9p,0.5169270833333333,0.199,0.8763164361519775,0.5162760416666667,0.302,0.5386348165425058,0.5247395833333333,0.175,0.9537881221178693,0.6083984375,0.0,5.494741286633366,0.6028645833333333,0.0,3.756489518562013,0.5631510416666667,0.009,2.327371085477213,0.4928385416666667,0.645,-0.3900250628765549,0.5016276041666667,0.477,0.066935835618292,0.5914713541666667,0.0,4.770573926714136
10d,0.5582682291666667,0.001,3.090015103356978,0.5,0.503,0.02046745838274864,0.5924479166666667,0.0,3.341697933468873,0.5807291666666667,0.0,4.357151501950439,0.5774739583333334,0.001,2.8344357289404423,0.5553385416666666,0.026,1.9950098668327354,0.50390625,0.414,0.23900964207503733,0.541015625,0.017,2.0487563635726644,0.5680338541666666,0.0,3.581704222620218
8C,0.6106770833333333,0.0,5.597386759464606,0.58203125,0.003,2.959741565269467,0.5774739583333334,0.001,2.9288711969881587,0.75390625,0.0,13.16183166946753,0.7102864583333333,0.0,7.566675503493059,0.7330729166666667,0.0,8.753369470659441,0.49479166666666663,0.63,-0.279960399490114,0.5885416666666666,0.0,4.591730169327202,0.7093098958333334,0.0,11.974095973054178
44,0.5152994791666667,0.198,0.8422231139157517,0.5345052083333334,0.104,1.2540290189280041,0.51171875,0.34,0.43720941684620623,0.6256510416666667,0.0,6.822758679659812,0.6328125,0.0,4.813740151659963,0.6126302083333333,0.0,4.27707422418347,0.5159505208333333,0.224,0.8027687056820259,0.47884114583333337,0.864,-1.091548031820018,0.5875651041666667,0.0,4.757987190934154
45,0.5182291666666667,0.167,0.9606520759862925,0.552734375,0.03,1.9123111157692194,0.5045572916666667,0.436,0.1906877953908591,0.6103515625,0.0,5.711391934950566,0.541015625,0.076,1.4902029927507634,0.6028645833333333,0.0,3.9143227638444453,0.521484375,0.137,1.0932257295207966,0.5250651041666666,0.117,1.211265798666612,0.5533854166666666,0.003,2.8674340741094166
47l,0.5247395833333333,0.111,1.2560902743501798,0.49609375,0.545,-0.1323472688421433,0.529296875,0.14,1.0611856335385648,0.5966796875,0.0,4.88207526276114,0.615234375,0.0,4.174733418667768,0.572265625,0.004,2.63715589760881,0.4944661458333333,0.597,-0.2565641299830204,0.5283203125,0.066,1.5240684379400786,0.5826822916666666,0.0,4.405353220741739
a47r,0.5296223958333333,0.065,1.4577197716797359,0.5305989583333334,0.134,1.1119077115350986,0.5182291666666667,0.284,0.6327913743968272,0.619140625,0.0,6.225630123032676,0.6458333333333333,0.0,5.499334394798166,0.6243489583333333,0.0,4.588144908602181,0.5182291666666666,0.191,0.8949164571392004,0.5296223958333333,0.063,1.5604856955468984,0.6214192708333333,0.0,6.582480602977829
6r,0.5380859375,0.04,1.7595976864724874,0.5846354166666667,0.0,3.0523598992547982,0.5514322916666667,0.024,1.9736895478940313,0.7018229166666667,0.0,10.19274039315682,0.6705729166666667,0.0,6.469196722466698,0.6985677083333333,0.0,7.1775572537032915,0.525390625,0.103,1.2903541373473946,0.5322265625,0.044,1.7065704092536493,0.6611328125,0.0,8.587622697045434
IFJa,0.5891927083333333,0.0,4.656405399936716,0.615234375,0.0,4.071449921870528,0.5716145833333333,0.004,2.614986475888442,0.7229817708333333,0.0,11.527218778557385,0.7408854166666667,0.0,9.040033880133382,0.7259114583333333,0.0,8.29442871965664,0.5364583333333333,0.032,1.840124110592249,0.578125,0.0,3.9887518194048495,0.6891276041666667,0.0,9.884589484059342
IFJp,0.5198567708333333,0.187,0.9287951470632761,0.5494791666666667,0.032,1.8096135364535058,0.5390625,0.097,1.3805076477507305,0.7626953125,0.0,12.983931296079463,0.751953125,0.0,8.690641934425075,0.7552083333333333,0.0,9.0065812399816,0.5110677083333333,0.318,0.5116112405339203,0.5250651041666667,0.117,1.1755531993569757,0.7438151041666666,0.0,12.522354022216525
IFSp,0.59375,0.0,4.894579373960687,0.5833333333333333,0.002,3.022118759047314,0.6002604166666667,0.0,3.6354453300834924,0.7200520833333333,0.0,11.173810055541837,0.6725260416666667,0.0,6.152261837184034,0.7272135416666667,0.0,7.862130138656959,0.5299479166666667,0.077,1.4734465601670943,0.5524088541666666,0.005,2.707789413728615,0.6975911458333334,0.0,10.206023768832512
IFSa,0.5953776041666667,0.0,4.7636816504907245,0.5670572916666667,0.014,2.320475910113995,0.6067708333333333,0.0,3.982693214397065,0.6344401041666667,0.0,6.807190836558193,0.6080729166666667,0.0,4.122957098858821,0.5911458333333333,0.0,3.21669418202333,0.4775390625,0.869,-1.1494574066014014,0.5771484375,0.0,4.061540933628787,0.5960286458333334,0.0,5.094265527236993
p9-46v,0.5569661458333333,0.0,2.845476993759989,0.5162760416666667,0.253,0.6641503653575659,0.587890625,0.001,3.208084084431361,0.6956380208333333,0.0,9.826720972297005,0.69921875,0.0,7.437696150295546,0.6725260416666667,0.0,6.369939660920118,0.5426432291666667,0.021,2.106513208769728,0.5166015625,0.184,0.8766022630917855,0.6510416666666666,0.0,7.882488084160899
46,0.580078125,0.0,4.148019217847372,0.5260416666666667,0.152,1.0045988428032866,0.552734375,0.027,1.91002878512253,0.6637369791666667,0.0,8.298592691859495,0.6536458333333333,0.0,6.0343820208735535,0.6282552083333333,0.0,4.6367394705661455,0.4762369791666667,0.878,-1.1542134124764478,0.5660807291666666,0.001,3.447808477789906,0.6302083333333334,0.0,7.053826527840019
a9-46v,0.5478515625,0.004,2.5219448279792536,0.5143229166666666,0.307,0.5421487856610894,0.5670572916666667,0.002,2.3256020767952537,0.6188151041666667,0.0,5.837683780807018,0.5748697916666667,0.005,2.743882891608937,0.6145833333333333,0.0,3.932850282995559,0.49446614583333337,0.592,-0.25260214531905173,0.5673828125,0.001,3.4650236218517985,0.6057942708333334,0.0,5.413865396245579
9-46d,0.5485026041666667,0.008,2.390298714450289,0.521484375,0.237,0.7466078478387204,0.603515625,0.0,3.787561544710373,0.6871744791666667,0.0,10.099259276577083,0.6321614583333333,0.0,4.726090375211826,0.6438802083333333,0.0,5.311936978311493,0.49837239583333337,0.498,-0.028919200754704954,0.5559895833333334,0.0,2.9819531447558743,0.6637369791666667,0.0,8.684599340624333
9a,0.5455729166666667,0.005,2.304204568581471,0.548828125,0.029,1.748644905637115,0.5807291666666667,0.001,2.9366732656571197,0.6087239583333333,0.0,5.371860115596915,0.6067708333333333,0.0,3.85625160640553,0.580078125,0.002,2.801246579405274,0.5022786458333333,0.475,0.08208796414185,0.5205078125,0.171,1.0161575093631474,0.6015625,0.0,5.4794524392412844
10v,0.529296875,0.063,1.5643245390176286,0.5462239583333333,0.047,1.6366656868366667,0.4889322916666667,0.665,-0.4524251966003965,0.5123697916666667,0.255,0.6635297062536375,0.5384114583333333,0.065,1.5133941663126214,0.509765625,0.344,0.39425348917766495,0.49772135416666663,0.525,-0.08685885363781815,0.52734375,0.059,1.5497174148686732,0.5364583333333333,0.024,1.989090212502791
a10p,0.4794921875,0.847,-1.0215562681112353,0.4752604166666667,0.814,-0.8915904925444005,0.498046875,0.508,-0.038351676786323154,0.6171875,0.0,6.059337377905403,0.6106770833333333,0.0,4.146451887774868,0.5826822916666666,0.0,2.97441219020911,0.48079427083333337,0.823,-0.9343702197027466,0.4814453125,0.824,-0.9583719853160535,0.6188151041666667,0.0,6.301375010216652
10pp,0.48470052083333337,0.79,-0.8139233718115612,0.5130208333333333,0.321,0.48011847151895587,0.47786458333333337,0.794,-0.837745302102979,0.5677083333333333,0.001,3.497954967903951,0.5651041666666667,0.01,2.401709054210508,0.546875,0.036,1.792744418254793,0.49283854166666663,0.628,-0.3307938779771,0.48828125,0.728,-0.6075803627008806,0.5553385416666666,0.004,2.9396678893837502
11l,0.5638020833333333,0.0,3.346618291660021,0.5364583333333333,0.085,1.3773708441587047,0.46875,0.889,-1.1749779571222028,0.6168619791666667,0.0,6.00984218670296,0.6334635416666667,0.0,4.921052235441825,0.5696614583333333,0.005,2.61624581951397,0.4928385416666667,0.644,-0.36540900386675956,0.5358072916666667,0.034,1.8451845469942976,0.5940755208333334,0.0,5.1188818724637875
13l,0.5315755208333333,0.048,1.616591600339278,0.5546875,0.02,2.0909120698805665,0.5514322916666667,0.032,1.8171243441717169,0.5891927083333333,0.0,4.592035929537177,0.5950520833333333,0.0,3.5864717956817977,0.6139322916666667,0.0,4.1608403705665875,0.5289713541666667,0.067,1.5073428125950659,0.5009765625,0.468,0.09185481424115455,0.5771484375,0.0,4.16027751388627
OFC,0.46354166666666663,0.974,-1.9351021936172415,0.5026041666666667,0.467,0.08018398894171332,0.44140625,0.984,-2.264925546818848,0.5166015625,0.176,0.9306662613848232,0.54296875,0.056,1.615397849412258,0.5338541666666666,0.1,1.3054383535974976,0.529296875,0.043,1.6630926314132568,0.46419270833333337,0.976,-1.9826276249390118,0.5227864583333333,0.098,1.2939601531116507
47s,0.5286458333333333,0.075,1.4430125100488098,0.5345052083333333,0.114,1.200241276819397,0.5032552083333333,0.45,0.16254626250306803,0.5830078125,0.0,4.320390515120286,0.5755208333333333,0.001,2.8295030792654385,0.5579427083333333,0.018,2.1044816738236025,0.5026041666666667,0.433,0.15568678436390368,0.5068359375,0.342,0.38537756675025997,0.5582682291666667,0.0,3.1160337442944277
LIPd,0.5869140625,0.0,4.3135989373934,0.5709635416666667,0.007,2.4941753360823102,0.5826822916666667,0.0,3.0824593517789305,0.7249348958333333,0.0,10.821484551987105,0.68359375,0.0,6.783250996023063,0.7389322916666667,0.0,8.541243315908337,0.5348307291666667,0.044,1.6987816944606802,0.5520833333333334,0.005,2.5202127720293284,0.7027994791666666,0.0,10.683615501144518
6a,0.5729166666666667,0.0,3.710001884118639,0.599609375,0.001,3.639652983654182,0.5768229166666667,0.002,2.8602820050253555,0.658203125,0.0,8.411135245170044,0.654296875,0.0,5.498167333890534,0.6243489583333333,0.0,4.674148787220248,0.5110677083333333,0.279,0.5819269242138396,0.5703125,0.0,3.605338813964141,0.6311848958333333,0.0,6.980373705079279
i6-8,0.5400390625,0.018,2.025801139024628,0.5703125,0.003,2.579291254707939,0.5501302083333333,0.037,1.867172171632205,0.6243489583333333,0.0,6.1580567302586795,0.6295572916666667,0.0,4.744693738297519,0.603515625,0.0,3.749886846348117,0.5325520833333333,0.048,1.693411118151093,0.5299479166666667,0.071,1.4970960112056788,0.560546875,0.001,3.168848277711237
s6-8,0.544921875,0.01,2.3349507371941085,0.5299479166666667,0.144,1.0409680065374234,0.541015625,0.069,1.4923659573851036,0.5999348958333333,0.0,5.2743482751722945,0.603515625,0.0,3.702306483935066,0.6022135416666667,0.0,3.757289314246735,0.5263671875,0.086,1.369161621296571,0.5270182291666667,0.094,1.3212047468532662,0.572265625,0.001,3.7296964238990737
43,0.5084635416666667,0.354,0.4008024320142642,0.4993489583333333,0.507,0.03069202212641944,0.4986979166666667,0.505,-0.008012109831005214,0.5813802083333333,0.0,4.142526314826709,0.5983072916666667,0.001,3.7028667026582394,0.533203125,0.119,1.1774369236608344,0.5091145833333333,0.348,0.40532537840542826,0.5081380208333333,0.335,0.4251985117026195,0.5712890625,0.0,3.698633014217547
OP4,0.4814453125,0.848,-0.9905956002425983,0.46354166666666663,0.905,-1.324587628036637,0.46875,0.865,-1.085829351597434,0.59375,0.0,4.669910098400153,0.6048177083333333,0.001,3.9924870142205773,0.578125,0.003,2.902924359103993,0.5130208333333334,0.256,0.7071159458059335,0.49153645833333337,0.656,-0.42901022469065403,0.5836588541666666,0.0,4.379010480531427
OP1,0.470703125,0.939,-1.5056683827567623,0.45703125,0.948,-1.57730945526004,0.484375,0.715,-0.5334086579240662,0.5875651041666667,0.0,4.384062664679916,0.5631510416666667,0.011,2.3081210919165582,0.5651041666666667,0.004,2.4299057143359173,0.5042317708333333,0.414,0.21457055114017132,0.4560546875,0.986,-2.2283541974014462,0.5735677083333333,0.0,3.899291859641693
OP2-3,0.49967447916666663,0.522,0.01782937720378819,0.5123697916666666,0.326,0.4708574588085664,0.490234375,0.627,-0.35331741068033784,0.5774739583333333,0.0,3.975056118157925,0.5553385416666667,0.022,2.014979296365305,0.5846354166666667,0.002,2.927600609212512,0.5130208333333333,0.267,0.6692458725146784,0.5048828125,0.39,0.2749259078771083,0.5514322916666666,0.004,2.6328596548499403
52,0.50390625,0.445,0.2038987610479195,0.525390625,0.173,0.9416911535995608,0.4954427083333333,0.609,-0.20333408918038762,0.5794270833333333,0.0,3.921058915974929,0.5598958333333333,0.022,2.0741157269718746,0.5611979166666667,0.013,2.1521607798246496,0.5113932291666666,0.291,0.5707155835764249,0.48404947916666663,0.786,-0.8110758640324176,0.5621744791666667,0.001,3.256586367452431
RI,0.5045572916666667,0.39,0.2737964064435599,0.5345052083333334,0.122,1.1776996469175796,0.5169270833333333,0.246,0.6415280289682509,0.5732421875,0.0,3.782756763832336,0.5885416666666667,0.0,3.1066523573740032,0.5787760416666667,0.004,2.849662078617284,0.5146484375,0.24,0.7148795900991379,0.4970703125,0.555,-0.12689875949161575,0.5452473958333334,0.011,2.360178622016126
PFcm,0.5416666666666667,0.016,2.129642874849012,0.5266927083333333,0.158,0.978637609438189,0.5188802083333334,0.244,0.6905113182016432,0.6097005208333333,0.0,5.591553531331885,0.6282552083333333,0.0,4.537502298079857,0.5924479166666667,0.0,3.434324138452701,0.4915364583333333,0.678,-0.4441322085835201,0.5462239583333334,0.004,2.4864404041570625,0.5849609375,0.0,4.401780601254537
PoI2,0.5240885416666667,0.107,1.233708993085945,0.4889322916666667,0.677,-0.43096275287451374,0.5358072916666667,0.107,1.2045973083183021,0.5963541666666667,0.0,5.004073989358161,0.5703125,0.004,2.562719770606918,0.5852864583333333,0.002,3.007734803979158,0.5003255208333334,0.535,-0.06846925949721519,0.5110677083333334,0.297,0.5586032954489047,0.5706380208333333,0.0,3.704167021024578
TA2,0.49186197916666663,0.687,-0.45067322700345636,0.4765625,0.811,-0.8450506692224307,0.43880208333333337,0.985,-2.2151165903063523,0.5481770833333333,0.009,2.393130901942978,0.564453125,0.011,2.2135027420443425,0.5286458333333333,0.136,1.074925189421083,0.48307291666666663,0.798,-0.8446756700642817,0.5029296875,0.438,0.20220609637452627,0.5247395833333333,0.111,1.2502015861834423
FOP4,0.5192057291666667,0.175,0.9275518947587958,0.5227864583333333,0.217,0.7846644309531909,0.5130208333333333,0.31,0.49094326347916073,0.595703125,0.0,4.940875027249557,0.5696614583333333,0.006,2.5541309532567102,0.6276041666666667,0.0,4.696605595644177,0.5289713541666667,0.064,1.4712770031574345,0.5107421875,0.335,0.4610612831809324,0.5494791666666667,0.0,2.6416451850642484
MI,0.5143229166666667,0.229,0.7583055195415638,0.5149739583333333,0.329,0.4756607314053896,0.48177083333333337,0.739,-0.6450359094483162,0.6028645833333333,0.0,5.171527164087871,0.5846354166666667,0.003,3.095370368978733,0.5859375,0.0,3.1647750922032865,0.517578125,0.203,0.8600903657359291,0.5,0.489,0.03069505618401883,0.5830078125,0.0,4.2824264405440315
Pir,0.46158854166666663,0.979,-2.0508309450074673,0.48697916666666663,0.681,-0.49260998266112416,0.5084635416666666,0.403,0.33534984414058966,0.5755208333333333,0.0,3.837902702084295,0.5891927083333333,0.0,3.1120495530244674,0.5514322916666667,0.031,1.82467428683895,0.4853515625,0.775,-0.768673410366021,0.4791666666666667,0.847,-1.009433629034985,0.5817057291666667,0.0,4.1585838476505295
AVI,0.5325520833333333,0.049,1.644409128097049,0.5078125,0.406,0.28077295670638736,0.5416666666666667,0.071,1.4957238900784313,0.5758463541666667,0.0,3.8073154923750403,0.5677083333333333,0.009,2.341000999109165,0.5755208333333333,0.003,2.6621732376852947,0.533203125,0.052,1.588957483317242,0.5107421875,0.297,0.5164566341201055,0.57421875,0.0,3.7307998515378737
AAIC,0.5029296875,0.452,0.15685904343708978,0.501953125,0.517,0.0014222038436460986,0.498046875,0.528,-0.05788434224422713,0.5657552083333333,0.0,3.2217665233261172,0.5299479166666667,0.144,1.0834324518139395,0.5885416666666667,0.001,3.3451141725831763,0.5192057291666667,0.173,0.9415885202129486,0.486328125,0.767,-0.7026009976726985,0.5501302083333333,0.003,2.570398908611179
FOP1,0.5152994791666666,0.229,0.7495580365597482,0.51171875,0.346,0.41541723119010665,0.46549479166666663,0.887,-1.2020152375061215,0.6038411458333333,0.0,5.208609775745276,0.5729166666666667,0.006,2.5613089304184014,0.568359375,0.005,2.5391809064573923,0.5094401041666667,0.318,0.4800950159764612,0.5110677083333334,0.279,0.5922445387918478,0.564453125,0.001,3.3425764940870004
FOP3,0.48014322916666663,0.856,-1.019813062991401,0.45442708333333337,0.956,-1.6242987900679087,0.5403645833333333,0.065,1.4502874536974573,0.5934244791666667,0.0,4.721440542987391,0.5598958333333333,0.018,2.095614376008522,0.5651041666666667,0.015,2.2296722380438054,0.5016276041666667,0.484,0.07871697427149625,0.49153645833333337,0.667,-0.4045817796227306,0.5641276041666666,0.0,3.3800175832284127
FOP2,0.4912109375,0.676,-0.45454474762925573,0.5149739583333333,0.299,0.5454789512357333,0.494140625,0.593,-0.21932939914076593,0.5690104166666667,0.0,3.2735652334187733,0.5924479166666667,0.001,3.334358188843933,0.5813802083333333,0.002,2.8944667382541835,0.5146484375,0.235,0.7094361122870885,0.5016276041666667,0.469,0.08546119634184135,0.5634765625,0.0,3.4022525662648464
PFt,0.5826822916666667,0.0,4.177681987922817,0.537109375,0.098,1.3456963800859785,0.5494791666666667,0.04,1.7402694285621527,0.6305338541666667,0.0,6.773029201529037,0.6184895833333333,0.0,4.29422582518479,0.607421875,0.001,3.839089361043763,0.517578125,0.192,0.8501339098220847,0.5445963541666666,0.011,2.2786629115660744,0.6162109375,0.0,6.1406078675452
AIP,0.5550130208333333,0.006,2.744132027337542,0.5540364583333333,0.024,1.992802667412987,0.568359375,0.006,2.596860318238104,0.6617838541666667,0.0,8.37755436757075,0.6295572916666667,0.0,4.829738703764787,0.6315104166666667,0.0,4.855462545346051,0.515625,0.209,0.8047640618360653,0.5556640625,0.001,2.9160107905270785,0.6383463541666666,0.0,7.348387477800184
EC,0.4983723958333333,0.55,-0.08208253240616381,0.5266927083333333,0.184,0.9067486949784296,0.49153645833333337,0.65,-0.3624668450648126,0.49576822916666663,0.6,-0.21870577257020762,0.501953125,0.485,0.06418401587161456,0.5247395833333334,0.169,0.9736629488748497,0.4993489583333333,0.516,-0.03441712313146115,0.482421875,0.817,-0.9167589303850315,0.49446614583333337,0.609,-0.28744266363878707
PreS,0.4977213541666667,0.528,-0.09973260184374039,0.51171875,0.314,0.43480376944283083,0.505859375,0.42,0.23344978958906223,0.6028645833333333,0.0,5.114282531945744,0.537109375,0.072,1.3963691980309945,0.580078125,0.002,2.8900216323121133,0.5035807291666667,0.415,0.2012088175247417,0.5110677083333334,0.281,0.5797978484754156,0.6041666666666666,0.0,5.42773613462392
H,0.5107421875,0.294,0.5613620843451547,0.49934895833333337,0.487,-0.0014787970647203964,0.5436197916666667,0.047,1.6489295574519298,0.5638020833333333,0.0,3.2817624251644824,0.509765625,0.339,0.42350190043548336,0.5572916666666667,0.015,2.1023548849603415,0.5110677083333333,0.28,0.5711820591973793,0.5045572916666667,0.42,0.24965889664763527,0.5556640625,0.001,3.148695657868576
ProS,0.5162760416666667,0.226,0.7734275596056093,0.5364583333333334,0.083,1.3489162561645567,0.4720052083333333,0.837,-0.9967903561232312,0.6559244791666667,0.0,7.589721521203446,0.650390625,0.0,5.593677989820971,0.6393229166666667,0.0,5.109957850060221,0.5211588541666667,0.155,1.024226206523393,0.49186197916666674,0.651,-0.36343762912353267,0.6139322916666666,0.0,5.986272753075766
PeEc,0.46614583333333337,0.955,-1.674350415495684,0.47526041666666663,0.807,-0.8718684807197558,0.490234375,0.676,-0.4265350466493207,0.5514322916666667,0.002,2.791510795954204,0.5677083333333333,0.006,2.5188820505717975,0.5651041666666667,0.008,2.460318479588176,0.4892578125,0.726,-0.5612662462807481,0.4833984375,0.784,-0.8035714621288418,0.5078125,0.325,0.4610990374991753
STGa,0.5286458333333334,0.078,1.3876189708164837,0.5299479166666667,0.16,0.99712765684377,0.4986979166666667,0.547,-0.10633311338191534,0.5647786458333333,0.0,3.3914715606443573,0.5930989583333333,0.0,3.4751681994244263,0.5592447916666666,0.012,2.2093616669498837,0.517578125,0.207,0.9023164616194521,0.5006510416666666,0.473,0.06759160132023743,0.5426432291666666,0.018,2.27643934509978
PBelt,0.5260416666666667,0.084,1.2913249210936588,0.47265625,0.846,-0.9998489012295059,0.537109375,0.081,1.367248255965389,0.5716145833333333,0.0,3.639340688131627,0.5618489583333333,0.018,2.159014169464378,0.5696614583333333,0.003,2.5506555272860054,0.5022786458333334,0.432,0.15998464869163218,0.5231119791666666,0.12,1.192690125146938,0.5387369791666666,0.029,2.0359701224122664
A5,0.509765625,0.307,0.535191538492775,0.5071614583333333,0.4,0.25924219160912515,0.5188802083333333,0.274,0.6597972683781749,0.5846354166666667,0.0,4.415618709894329,0.6100260416666667,0.0,4.285825466225296,0.5390625,0.085,1.375559184431313,0.5081380208333333,0.346,0.3909788514912268,0.5139973958333334,0.232,0.7384358676295864,0.580078125,0.0,4.226205885984754
PHA1,0.564453125,0.0,3.246552285559196,0.5325520833333333,0.116,1.1760124829524594,0.548828125,0.051,1.684051905640487,0.6399739583333333,0.0,7.12783745067777,0.607421875,0.0,3.9940963049994798,0.6171875,0.0,4.334466237756416,0.5045572916666667,0.396,0.25073596730099523,0.53125,0.071,1.538656753784018,0.6321614583333334,0.0,6.753438688593297
PHA3,0.5546875,0.002,2.790952908636985,0.6184895833333333,0.0,4.220709310905161,0.548828125,0.04,1.7386440015267832,0.6077473958333333,0.0,5.545878256897507,0.5651041666666667,0.009,2.377122664519261,0.6360677083333333,0.0,4.8572459477695205,0.4964192708333333,0.585,-0.20311822455210224,0.5699869791666666,0.0,3.580014250888833,0.6067708333333334,0.0,5.778559366006088
STSda,0.5143229166666667,0.241,0.7028514435078259,0.5364583333333333,0.111,1.274641810597581,0.5227864583333333,0.202,0.8336667414946807,0.5807291666666667,0.0,4.095021436047356,0.5930989583333333,0.001,3.336015402708982,0.5364583333333333,0.105,1.3276283616234745,0.5094401041666667,0.35,0.4001775232904361,0.5032552083333334,0.467,0.15318206266607146,0.5322265625,0.036,1.7817081203779022
STSdp,0.541015625,0.025,2.054055091323432,0.513671875,0.304,0.5004342368453035,0.5416666666666667,0.067,1.5015555799458549,0.6207682291666667,0.0,6.086142151844447,0.5885416666666667,0.0,3.2467724359725345,0.6015625,0.0,3.6819200969623123,0.4768880208333333,0.876,-1.1333915028049903,0.5436197916666666,0.013,2.242212992742884,0.623046875,0.0,6.548351581657499
STSvp,0.5361328125,0.034,1.8018840709585018,0.55078125,0.039,1.812782770760361,0.490234375,0.622,-0.3304940247057625,0.59765625,0.0,5.024228346026163,0.6080729166666667,0.0,3.961662432197136,0.591796875,0.0,3.2393823598030016,0.5084635416666666,0.348,0.42486008847128376,0.5270182291666666,0.089,1.382547329765715,0.5852864583333334,0.0,4.491563549938929
TGd,0.5068359375,0.364,0.3481128225312821,0.4889322916666667,0.689,-0.48311515705624924,0.5026041666666667,0.478,0.08957677847152554,0.5823567708333333,0.0,4.397589074982366,0.583984375,0.001,3.164000080132715,0.5872395833333333,0.0,3.240225348685243,0.5231119791666667,0.109,1.238071679574252,0.5016276041666667,0.451,0.07941804405059985,0.5895182291666666,0.0,4.989936150700208
TE1a,0.498046875,0.553,-0.12420365275487397,0.490234375,0.667,-0.40362405831355885,0.490234375,0.644,-0.3845934898490767,0.5397135416666667,0.014,2.1521223914502428,0.5358072916666666,0.095,1.3673828186817139,0.5345052083333333,0.103,1.276563466103107,0.494140625,0.661,-0.3783398255825398,0.4908854166666667,0.689,-0.46224327938423065,0.5276692708333334,0.065,1.474109746760928
TE1p,0.56640625,0.002,3.2600915582028267,0.5260416666666667,0.19,0.9169493841672551,0.5123697916666667,0.321,0.4376267307008184,0.6448567708333333,0.0,7.404978493464965,0.6360677083333333,0.0,5.176856025462294,0.6549479166666667,0.0,6.047809428076459,0.517578125,0.195,0.8789929947676606,0.5166015625,0.197,0.8575839885029128,0.62109375,0.0,6.758803701006646
TE2a,0.5003255208333334,0.49,0.03379016777820488,0.47135416666666663,0.864,-1.0775745506743837,0.5319010416666667,0.109,1.2313721937148432,0.5364583333333333,0.023,1.9848019678871325,0.544921875,0.043,1.7454390599931924,0.515625,0.299,0.5992960211501068,0.48209635416666663,0.818,-0.943161649203954,0.5081380208333333,0.318,0.46716708215159475,0.5455729166666666,0.002,2.4455535455682087
TF,0.58203125,0.0,4.344707493802489,0.5559895833333333,0.015,2.108107948684313,0.5950520833333333,0.0,3.590866210511063,0.6233723958333333,0.0,6.593920430070318,0.5891927083333334,0.0,3.344031232319432,0.6106770833333333,0.0,4.095020059043451,0.5009765625,0.481,0.04505317652736369,0.5638020833333333,0.001,3.3305468717922926,0.6142578125,0.0,6.339079628069429
TE2p,0.5817057291666667,0.0,4.168983989427189,0.5553385416666667,0.014,2.0658817817618846,0.57421875,0.0,2.699152578924338,0.6962890625,0.0,9.862500634275031,0.6959635416666667,0.0,7.201992729458444,0.6829427083333333,0.0,6.888018760081067,0.5123697916666667,0.262,0.6232604052477962,0.5553385416666666,0.0,2.9522288120849476,0.6585286458333334,0.0,8.666664047019081
PHT,0.6012369791666667,0.0,5.067087833903417,0.603515625,0.0,3.6068842396131138,0.6015625,0.0,3.685342921581669,0.6643880208333333,0.0,8.484116408485551,0.6927083333333333,0.0,6.880389034987695,0.6354166666666667,0.0,5.01576997580119,0.515625,0.235,0.7668168093274177,0.5550130208333333,0.002,2.883427881089431,0.6207682291666667,0.0,6.346130748273864
PH,0.5979817708333333,0.0,5.086694864631561,0.6100260416666667,0.0,3.9241420386926533,0.615234375,0.0,4.3508503791020425,0.7718098958333333,0.0,13.809139030741974,0.76171875,0.0,9.820948394187582,0.7233072916666667,0.0,8.119613773201838,0.5426432291666666,0.008,2.317525805380866,0.5797526041666666,0.0,4.413106338054005,0.7132161458333333,0.0,11.1456144383032
TPOJ1,0.568359375,0.0,3.456801788962509,0.56640625,0.011,2.34157047044272,0.5455729166666667,0.043,1.6293331198229244,0.6907552083333333,0.0,10.150131567578313,0.67578125,0.0,6.586883119319488,0.6373697916666667,0.0,5.068253284082375,0.5100911458333333,0.336,0.4426234970668049,0.5475260416666666,0.007,2.5561869142415423,0.6666666666666666,0.0,9.19622380205768
TPOJ2,0.58984375,0.0,4.564828017879801,0.587890625,0.001,3.0907360700801867,0.6048177083333334,0.0,4.08160219162833,0.69921875,0.0,10.440545636888515,0.6907552083333333,0.0,6.98739461502144,0.68359375,0.0,6.7108780305205125,0.5452473958333333,0.018,2.2657390198264107,0.5690104166666666,0.001,3.585454243932699,0.6497395833333334,0.0,8.179591185722895
